"SSD_TAG_mu","SSD_TAG_sd","SSD_TAG_var","SSD_TAG_cv","SSD_TAG_se","SSD_TAG_n","SSD_mass_mu","SSD_mass_sd","SSD_mass_var","SSD_mass_cv","SSD_mass_se","SSD_mass_n"
0.2082,0.0931,0.0087,44.7166,0.0173,29,1.15,0.28,0.08,24.35,0.05,29
