"COMPOUND","FdeltaTAG_R_spearman","FdeltaTAG_p","FdeltaTAG_adj","sig_FdeltaTAG","Fdeltamass_R_spearman","Fdeltamass_p","Fdeltamass_adj","sig_Fdeltamass","MdeltaTAG_R_spearman","MdeltaTAG_p","MdeltaTAG_adj","sig_MdeltaTAG","Mdeltamass_R_spearman","Mdeltamass_p","Mdeltamass_adj","sig_Mdeltamass"
"Indole-2-Carboxylic Acid",0.0231527093596059,0.905477633269106,0.967922845121244,"NS",-0.220084664232497,0.2904584009464,0.53153004616672,"NS",0.499014778325123,0.00644553442807144,0.0701425805407774,"NS",0.0469411346789592,0.823681763904673,0.937187073911244,"NS"
"Indole-3-Carboxylic Acid",-0.0507389162561576,0.793439924773564,0.889614461109753,"NS",-0.244324758369993,0.239185736175526,0.484965395836159,"NS",0.486206896551724,0.00814128293371706,0.0727428363954219,"NS",0.0338591791126919,0.872349986866536,0.960091818286567,"NS"
"Inosine",-0.242857142857143,0.203513710399631,0.423034117122829,"NS",-0.0942670327569262,0.654005298225839,0.78565571540117,"NS",-0.378817733990148,0.043526492595509,0.183009116594754,"NS",-0.0869565281757769,0.679381102001502,0.878919607484461,"NS"
"iso-Leucine /allo-isoLeucine",0.240886699507389,0.207293302048511,0.426102898655273,"NS",-0.0423239738908648,0.840796058413972,0.893949832221752,"NS",0.266502463054187,0.161864456747125,0.379049677192635,"NS",-0.1565987033962,0.454739028980182,0.731536698794206,"NS"
"isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",0.211822660098522,0.268757879540431,0.48272046325223,"NS",0.254713370143205,0.219163129923719,0.466036540642391,"NS",-0.459113300492611,0.0130068012810498,0.0829744219653177,"NS",0.152751069406121,0.466033144042465,0.73689001408424,"NS"
"Kynurenic Acid",0.160591133004926,0.403656315588284,0.660853260033916,"NS",0.530588727231842,0.00635985377126489,0.0980477456403337,"NS",0.142857142857143,0.458088089083265,0.66144418771368,"NS",0.517891535064583,0.00800782139404314,0.194085171424349,"NS"
"L-2-Aminobutyric Acid",0.260098522167488,0.172479496975659,0.387274825281324,"NS",0.0650250144323287,0.757468495360885,0.869786449562937,"NS",0.0266009852216749,0.89132762216861,0.969974177065841,"NS",-0.297422107433078,0.148770310289783,0.513921831151361,"NS"
"L-Kynurenine",0.514285714285714,0.00482650159511713,0.12154204207092,"NS",0.362831885264414,0.0746523189870082,0.279559071055485,"NS",-0.224137931034483,0.241394707683434,0.480193773348767,"NS",-0.214313213247379,0.303610809427464,0.624088886045344,"NS"
"Lactate",-0.378325123152709,0.0438171841711723,0.212032115533273,"NS",0.030781071920629,0.88387387834065,0.923822980186555,"NS",-0.291133004926108,0.125424683243618,0.330855866290835,"NS",0.245094285168008,0.237662666064034,0.556551812934764,"NS"
"Lactose/Trehalose",0.0206896551724138,0.915602691330906,0.967922845121244,"NS",0.00692574118214152,0.973789323927803,0.984431830200239,"NS",-0.179802955665025,0.349107890302787,0.55890379274596,"NS",-0.123509051081524,0.556405685369242,0.797107025806788,"NS"
"Leucine /D-Norleucine",0.376847290640394,0.0446986621935009,0.212032115533273,"NS",-0.0180838797533695,0.931627797536211,0.957506347467773,"NS",-0.128571428571429,0.504651722924303,0.691559768451822,"NS",-0.309734536201329,0.131881994583368,0.489834817144635,"NS"
"Linoleic Acid",-0.270443349753695,0.155571434277817,0.387274825281324,"NS",-0.448249359844159,0.0246235527963432,0.184268589502141,"NS",0.140394088669951,0.465947444400753,0.66307905549338,"NS",-0.346671822506084,0.0895590797055394,0.458618755021759,"NS"
"Linolenic Acid",-0.0517241379310345,0.789499615762485,0.889614461109753,"NS",-0.221238954429521,0.28787153644098,0.53153004616672,"NS",-0.0201970443349754,0.917629331090436,0.974351803463053,"NS",-0.285109678664826,0.167144836450277,0.525277255595136,"NS"
"Lysine",-0.0571428571428571,0.767922537264907,0.889614461109753,"NS",-0.297422107433078,0.148770310289783,0.387640949346618,"NS",-0.309852216748768,0.102112095698541,0.30968422465951,"NS",-0.458637971617372,0.0211144789056934,0.24336643616786,"NS"
"Maleic Acid",-0.25615763546798,0.179254495005112,0.390142136187598,"NS",-0.473643744178678,0.0167730245584823,0.169311920006221,"NS",0.329064039408867,0.0817752912467138,0.275062343284401,"NS",0.255482896941221,0.217726104233509,0.556551812934764,"NS"
"Margaric Acid",-0.0798029556650246,0.679713040697746,0.850942725108767,"NS",0.148903435416043,0.47747088780962,0.649500840035145,"NS",0.413793103448276,0.0265280125915149,0.132002446473599,"NS",0.263178164921378,0.203703089645002,0.556551812934764,"NS"
"Methionine",0.259605911330049,0.173316195317067,0.387274825281324,"NS",0.30588690221125,0.137003141917882,0.378292257534452,"NS",-0.247290640394089,0.195185926783962,0.42481642888274,"NS",-0.342439425116997,0.0938090589840461,0.458618755021759,"NS"
"Myristic Acid",0.292610837438424,0.123451447495361,0.355098513614841,"NS",0.0877260549737926,0.676693354948647,0.807666262358063,"NS",0.162068965517241,0.399294787874677,0.610492031048059,"NS",-0.0946517961559341,0.652679711400651,0.862469618636574,"NS"
"N-Ac-Alanine",0.457142857142857,0.0134402499623538,0.158750095252502,"NS",0.11696807329839,0.577653181982885,0.726978494332203,"NS",0.508374384236453,0.00540608535298252,0.0673025916277842,"NS",-0.0365525229057469,0.862287195966543,0.960091818286567,"NS"
"N-Ac-Arginine",0.164039408866995,0.393521900103894,0.652390211978495,"NS",-0.200846494282104,0.335709374634622,0.564602130067319,"NS",-0.0216748768472906,0.911551002364766,0.974351803463053,"NS",-0.385917689204886,0.056732763883621,0.402125816581137,"NS"
"N-Ac-L-Glutamine",0.0960591133004926,0.618852723101825,0.829621404158243,"NS",0.334359393737832,0.1023389946508,0.324856989021217,"NS",0.0305418719211823,0.875196975087725,0.958055860303131,"NS",-0.177760690341632,0.395269201105388,0.706827097160232,"NS"
"N-Ac-Phenylalanine",0.0532019704433497,0.783598848167947,0.889614461109753,"NS",0.267025798911456,0.196926929020294,0.45539352335943,"NS",0.0970443349753694,0.615238442351342,0.801543041091537,"NS",0.313966933590416,0.1264101535442,0.489834817144635,"NS"
"N-Acetyl-Aspartate (NAA)",-0.329556650246305,0.0812986308398761,0.289235513564944,"NS",-0.181993087730719,0.383927346790708,0.615564457143807,"NS",-0.197044334975369,0.304187909621517,0.523003107202854,"NS",0.0303963085216211,0.885316026364212,0.960091818286567,"NS"
"N-AcetylGlycine",-0.366009852216749,0.0516078581288662,0.238686343846006,"NS",-0.23585996359182,0.256363310561696,0.494033463061601,"NS",0.198522167487685,0.300517127944827,0.523003107202854,"NS",0.0915736889638712,0.663312747237359,0.870303959141215,"NS"
"n-Glycylproline",0.432019704433497,0.0201192954850434,0.171791017105336,"NS",0.342824188516005,0.0934165788196664,0.311205583764765,"NS",-0.192118226600985,0.316628908144431,0.523003107202854,"NS",-0.145055801425964,0.489050231051655,0.745129815805896,"NS"
"N2,N2-Dimethylguanosine",0.155665024630542,0.418390740698334,0.672018234453019,"NS",-0.0607926170432422,0.772835263372522,0.875814915489742,"NS",0.150738916256158,0.433423894644399,0.646640487977531,"NS",-0.189688355710876,0.363788880804427,0.679807504533524,"NS"
"N6-Acetyl-Lysine",0.225615763546798,0.238242288374035,0.459112743220796,"NS",0.119276653692437,0.570113485945422,0.72240407465687,"NS",-0.492118226600985,0.00731663104519784,0.0712408812295579,"NS",-0.380146238219768,0.0608622857528208,0.402125816581137,"NS"
"N6-Trimethyllysine",0.329556650246305,0.0812986308398759,0.289235513564944,"NS",0.0430935006888806,0.837938579505142,0.893949832221752,"NS",-0.309852216748768,0.102112095698541,0.30968422465951,"NS",-0.225856115217615,0.277669545822258,0.59582380638633,"NS"
"NAD",0.310837438423645,0.100983553927655,0.327753639940636,"NS",0.426702609499719,0.0334039919764833,0.214438110414661,"NS",0.310344827586207,0.101546630889657,0.30968422465951,"NS",0.482878065754867,0.0144856804708974,0.223320907259668,"NS"
"NADH",0.155665024630542,0.418390740698334,0.672018234453019,"NS",-0.0654097778313366,0.756075846181354,0.869786449562937,"NS",-0.0778325123152709,0.687237909314118,0.847593421487412,"NS",-0.160061573987271,0.444698718684725,0.731536698794206,"NS"
"Neopterin",0.0665024630541872,0.731064569380229,0.878226917761964,"NS",-0.0638707242353051,0.761650836914572,0.869786449562937,"NS",0.146305418719212,0.447205829441653,0.651441562572487,"NS",-0.186995011917821,0.370766043180348,0.685917179883645,"NS"
"Niacinamide",0.00738916256157635,0.970465313229021,0.996074373612646,"NS",0.11158138571228,0.59541376115856,0.734343638762225,"NS",0.196551724137931,0.305417814999768,0.523003107202854,"NS",0.400923461766192,0.047010262809076,0.347875944787162,"NS"
"Nicotinic Acid",0.0123152709359606,0.950116836825366,0.993059970693179,"NS",-0.249711445956103,0.228658581671621,0.479935817258101,"NS",-0.173399014778325,0.366769351662808,0.579934444936918,"NS",-0.454790337627293,0.022363402242452,0.24336643616786,"NS"
"o-Phosphoethanolamine",0.0812807881773399,0.67408935087293,0.850942725108767,"NS",0.025009620935511,0.905541317417665,0.941152492821731,"NS",0.00246305418719212,0.990832247717225,0.990832247717225,"NS",-0.109272805318233,0.603095863177302,0.826464701391118,"NS"
"Ornithine",-0.388669950738916,0.0380320043565809,0.206282695636398,"NS",-0.327048889156683,0.11054078956127,0.329839452723145,"NS",0.164039408866995,0.393521900103894,0.606679595993503,"NS",0.00230858039404717,0.991261804173021,0.991261804173021,"NS"
"Orotate",-0.203448275862069,0.288486341865017,0.508285459476459,"NS",0.212004632853332,0.308973456822917,0.539246127473959,"NS",-0.355665024630542,0.0589748535027447,0.227298914541828,"NS",-0.0277029647285661,0.895420743199487,0.960091818286567,"NS"
"Oxalacetate",-0.431034482758621,0.0204292020341481,0.171791017105336,"NS",-0.422085448711625,0.0355763094408813,0.214438110414661,"NS",0.507881773399015,0.00545696688873926,0.0673025916277842,"NS",0.233166619798765,0.261992267524122,0.57700677966622,"NS"
"Oxidized Glutathione",-0.294581280788177,0.120856653866621,0.355098513614841,"NS",0.0546364026591164,0.795334625958252,0.875814915489742,"NS",-0.0463054187192118,0.811232630704765,0.915109979758424,"NS",0.382070055214807,0.0594607697810764,0.402125816581137,"NS"
"Palmitic Acid",-0.00935960591133005,0.96232299587074,0.996074373612646,"NS",-0.175067346548577,0.402583984859426,0.620650309991615,"NS",0.5,0.00632863917431208,0.0701425805407774,"NS",0.224701825020592,0.28019822246276,0.59582380638633,"NS"
"Pantothenate",0.217241379310345,0.256476970460067,0.477242957063588,"NS",0.00500192418710221,0.981068547017622,0.986400441294892,"NS",0.00344827586206897,0.986757994755239,0.990832247717225,"NS",-0.19430551649897,0.352007854772888,0.664504623805962,"NS"
"PEP",-0.0729064039408867,0.706179157772781,0.865186385350759,"NS",0.138130060243823,0.510242994955263,0.688814157536932,"NS",-0.440886699507389,0.0175020489486802,0.10444771146793,"NS",-0.323201255166604,0.115047173552684,0.489834817144635,"NS"
"Phenylacetic Acid",-0.188177339901478,0.32680859882597,0.554675144796371,"NS",-0.257021950537252,0.214871046219087,0.466036540642391,"NS",0.364039408866995,0.0529512074519101,0.208424965502199,"NS",0.169295895563459,0.418510806466905,0.718379325602638,"NS"
"Phenylalanine",0.352709359605911,0.0612261281192562,0.257141883377025,"NS",0.303193558418195,0.140672069692863,0.382710777840877,"NS",-0.179310344827586,0.350447783559629,0.55890379274596,"NS",-0.0884955817718083,0.67400944500989,0.878110896667815,"NS"
"Phosphorylcholine",0.258128078817734,0.175843704452061,0.387274825281324,"NS",-0.0773374432005803,0.713289824262251,0.838385468016145,"NS",0.180788177339901,0.346437471376603,0.55890379274596,"NS",-0.00731050458114938,0.972333705608845,0.982960303484352,"NS"
"Phosphoserine",0.245320197044335,0.198857120591386,0.418051901243254,"NS",0.000384763399007862,0.998543607617193,0.998543607617193,"NS",0.0576354679802956,0.765969244542343,0.89122207698323,"NS",-0.166987315169412,0.424977024580764,0.718379325602638,"NS"
"Phosphotyrosine",0.269950738916256,0.156348191073928,0.387274825281324,"NS",0.16737207856842,0.423895557267481,0.628389546475069,"NS",0.209852216748768,0.273317954408438,0.500631896688724,"NS",0.00500192418710221,0.981068547017622,0.986400441294892,"NS"
"Pipecolate",0.258128078817734,0.175843704452061,0.387274825281324,"NS",0.261639111325346,0.206457348101757,0.466036540642391,"NS",0.266995073891626,0.161067927299061,0.379049677192635,"NS",-0.0777222065995882,0.711922770088852,0.890726738109723,"NS"
"Proline",0.0832512315270936,0.666618222393822,0.850942725108767,"NS",0.372066206840603,0.0670291858094246,0.279559071055485,"NS",0.301970443349754,0.11148891669128,0.317314609044413,"NS",0.500961945508237,0.0107461142407414,0.194085171424349,"NS"
"Pseudouridine",0.199507389162562,0.298085720641869,0.520243946403262,"NS",-0.105040407929146,0.61728648964044,0.751100241649908,"NS",0.199014778325123,0.299299846160577,0.523003107202854,"NS",-0.175452109947585,0.401534406925427,0.707465383630513,"NS"
"Putrescine",-0.0133004926108374,0.946050474396856,0.993059970693179,"NS",-0.121969997485492,0.561372952313502,0.721004305623407,"NS",-0.330049261083744,0.080824129020785,0.275062343284401,"NS",-0.506348633094347,0.00980146631671294,0.194085171424349,"NS"
"Pyridoxamine",-0.229064039408867,0.230995249348276,0.459112743220796,"NS",-0.177760690341632,0.395269201105388,0.620650309991615,"NS",0.324137931034483,0.0866619341081987,0.286293889464585,"NS",0.219699900833489,0.291323921194461,0.612442334329265,"NS"
"Pyroglutamic Acid",0.283251231527094,0.13634757530742,0.370945609292247,"NS",-0.218930374035474,0.293059809237867,0.53153004616672,"NS",-0.00985221674876847,0.960287973374678,0.990832247717225,"NS",-0.306271665610258,0.136484685421245,0.495091505939809,"NS"
"Pyruvate",0.385221674876847,0.0398871128747479,0.206282695636398,"NS",0.487495226542961,0.0134420780831569,0.159363971452717,"NS",0.100985221674877,0.600871313540664,0.788377255354772,"NS",-0.0123124287682516,0.953420136643651,0.982960303484352,"NS"
"Reduced Glutathione",-0.000985221674876847,0.996944025245762,0.996944025245762,"NS",0.393228193786035,0.0518180472505764,0.266287187259907,"NS",0.211822660098522,0.268757879540431,0.500631896688724,"NS",0.354751853885249,0.0818492104970419,0.451175503098528,"NS"
"Retinol",-0.302463054187192,0.110884475322192,0.34768860906111,"NS",-0.459407498415387,0.0208716272610821,0.1755114110591,"NS",0.405418719211823,0.0299913534739248,0.138710009816902,"NS",0.236244726990827,0.25556562172748,0.56963421710342,"NS"
"Riboflavin",0.313793103448276,0.0976549153823709,0.322609988316761,"NS",0.0469411346789592,0.823681763904673,0.893949832221752,"NS",0.317733990147783,0.0933479746856269,0.302971496786684,"NS",-0.0731050458114938,0.728383320621741,0.892390161026637,"NS"
"Ribose-5-P",0.0448275862068965,0.817184847798138,0.905264651752428,"NS",0.447479833046144,0.0249011607435326,0.184268589502141,"NS",-0.261576354679803,0.169986760558043,0.387249432485541,"NS",-0.0480954248759828,0.819415073586172,0.937187073911244,"NS"
"Ribulose 5-Phosphate",-0.168965517241379,0.379303312928467,0.637919208106968,"NS",0.173528292952546,0.406797610434991,0.621963288681597,"NS",-0.431034482758621,0.0204292020341481,0.114527344736891,"NS",-0.0731050458114938,0.728383320621741,0.892390161026637,"NS"
"S-Adenosylmethionine (SAM)",0.495566502463054,0.00686930803420594,0.126623816889955,"NS",0.538283995211999,0.00550722558704184,0.0980477456403337,"NS",-0.194088669950739,0.3116146651452,0.523003107202854,"NS",-0.184301668124766,0.377820093003031,0.692046705005551,"NS"
"S-Methylcysteine",-0.0684729064039409,0.723377195958219,0.874671772890657,"NS",0.131973845859697,0.529449556545206,0.699442426816362,"NS",0.56256157635468,0.00177627229473627,0.0410762968157763,"SIG",0.368218572850524,0.0701292925583213,0.432463970776315,"NS"
"SAH",0.317241379310345,0.0938782276146425,0.315772220158343,"NS",0.376298604229689,0.0637417636331667,0.279559071055485,"NS",-0.419211822660098,0.0244678925768281,0.125737781297589,"NS",-0.206233181868214,0.32263375896455,0.635499519542022,"NS"
"Sarcosine",-0.139901477832512,0.467527881940458,0.705573700428293,"NS",0.207387472065238,0.31987274549965,0.547930165902178,"NS",-0.169458128078818,0.377898318784532,0.591862231858528,"NS",-0.013851482364283,0.947605035833553,0.982960303484352,"NS"
"Sedoheptulose 7-Phosphate",0.0852216748768473,0.659178668105685,0.850942725108767,"NS",0.300884978024148,0.143872513073392,0.385745143747501,"NS",-0.0876847290640394,0.649924568432919,0.829214104552346,"NS",0.011158138571228,0.957782997160921,0.982960303484352,"NS"
"Serine",-0.288177339901478,0.129441559355701,0.362828613345525,"NS",-0.494036204326095,0.0120703467957217,0.159363971452717,"NS",-0.0783251231527093,0.685353870493007,0.847593421487412,"NS",-0.21777608383845,0.295675758396195,0.614606913520181,"NS"
"Sorbitol",-0.0817733990147783,0.67221864283882,0.850942725108767,"NS",-0.155444413199176,0.458112066046826,0.643319652872703,"NS",-0.0605911330049261,0.754279821055805,0.887731215155639,"NS",0.290881129649944,0.158343483111501,0.513921831151361,"NS"
"Spermidine",0.346305418719212,0.0663370973822482,0.26111410671736,"NS",0.534051597822913,0.00596339935681332,0.0980477456403337,"NS",0.15320197044335,0.425870217827837,0.640536506489023,"NS",-0.0665640680283602,0.751902348590631,0.899091369225069,"NS"
"Suberic Acid",-0.510344827586207,0.00520660263700488,0.12154204207092,"NS",-0.356675670880288,0.080089896032112,0.279559071055485,"NS",0.241379310344828,0.20634386544083,0.43287041943111,"NS",0.509041976887402,0.00935565936779303,0.194085171424349,"NS"
"Succinate",-0.509852216748768,0.0052558720895533,0.12154204207092,"NS",-0.0430935006888806,0.837938579505142,0.893949832221752,"NS",-0.194581280788177,0.310368986571085,0.523003107202854,"NS",0.50942674028641,0.00929337159432186,0.194085171424349,"NS"
"Succinylcarnitine",0.296059113300493,0.118937513200178,0.355098513614841,"NS",0.562908852748502,0.00339482756991776,0.0897204429192552,"NS",-0.218226600985222,0.25428485603125,0.490028107976888,"NS",-0.0592535634472108,0.778444181989245,0.910639771785782,"NS"
"Sucrose",-0.125615763546798,0.514575108185768,0.743721836049742,"NS",-0.53097349063085,0.00631473998798643,0.0980477456403337,"NS",0.168472906403941,0.380711381573864,0.591862231858528,"NS",0.064255487634313,0.760255994731812,0.90158563477811,"NS"
"Taurine",-0.150246305418719,0.434943488983253,0.676172650940351,"NS",-0.635244371761981,0.000645315669420828,0.0776877442607788,"NS",0.426108374384236,0.0220388747344233,0.116491195024809,"NS",-0.173143529553538,0.407854838454308,0.711822123717425,"NS"
"Thiamine",0.24679802955665,0.19609923147991,0.416992618664177,"NS",0.359369014673343,0.0776751912805313,0.279559071055485,"NS",0.0354679802955665,0.855104125521125,0.941632519175049,"NS",0.0965756131509734,0.646067184394413,0.862469618636574,"NS"
"Threonine",0.513300492610837,0.00491922043453315,0.12154204207092,"NS",0.368603336249532,0.069814433908704,0.279559071055485,"NS",0.00591133004926108,0.976574034099932,0.990832247717225,"NS",-0.293574473442999,0.15435028290708,0.513921831151361,"NS"
"Trigonelline",-0.322167487684729,0.0886785368607258,0.303806098504338,"NS",-0.364755702259453,0.0730121404601941,0.279559071055485,"NS",-0.0354679802955665,0.855104125521126,0.941632519175049,"NS",0.339361317924934,0.0969934345544874,0.46009706134821,"NS"
"Tryptophan",0.419704433497537,0.0242873557346335,0.179726432436288,"NS",0.214697976646387,0.302722680358426,0.536500972454209,"NS",0.0197044334975369,0.919656484303602,0.974351803463053,"NS",-0.00846479477817297,0.967967384637947,0.982960303484352,"NS"
"Tyrosine",-0.113793103448276,0.555216997519225,0.790116496469667,"NS",0.0230858039404717,0.912779164556674,0.943375114206618,"NS",0.568472906403941,0.00155633134778403,0.0410762968157763,"SIG",0.359753778072351,0.0773347986329983,0.447091804597021,"NS"
"UDP-GlcNAc",0.190147783251231,0.321693568311834,0.553231546937033,"NS",0.205848418469206,0.323557309283699,0.549156901077838,"NS",-0.0472906403940887,0.807270269985858,0.915109979758424,"NS",-0.144286274627948,0.491382905558482,0.745129815805896,"NS"
"UDP-Glucose",-0.0758620689655172,0.694792606746206,0.856910881653655,"NS",-0.00769526798015724,0.970878173274001,0.984431830200239,"NS",-0.210837438423645,0.271031622686267,0.500631896688724,"NS",0.104270881131131,0.619881189382183,0.837065839676671,"NS"
"UMP",0.054679802955665,0.777709991610688,0.889614461109753,"NS",0.0400153934968177,0.849380108795504,0.89791611501239,"NS",-0.146305418719212,0.447205829441653,0.651441562572487,"NS",-0.140823404036878,0.501948503883817,0.748874784020211,"NS"
"Uracil",0.512807881773399,0.00496615007588353,0.12154204207092,"NS",0.563678379546518,0.00334189448590084,0.0897204429192552,"NS",0.230541871921182,0.22793578904462,0.463385944761041,"NS",0.0353982327087233,0.866597359653899,0.960091818286567,"NS"
"Urate",-0.279802955665025,0.141341189363994,0.378958261338244,"NS",-0.293189710043991,0.154916325675302,0.392596167807273,"NS",0.388177339901478,0.0382926480589753,0.168149031733938,"NS",0.239707597581898,0.248458878459535,0.56963421710342,"NS"
"Uridine",0.21576354679803,0.259788643826997,0.477242957063588,"NS",0.517122008266567,0.00811818858284972,0.1155280682944,"NS",-0.480295566502463,0.0090437039842957,0.0727428363954219,"NS",-0.0242400941374953,0.908435609743979,0.960091818286567,"NS"
"Valine",0.387192118226601,0.0388182843989807,0.206282695636398,"NS",0.183147377927742,0.380866706363629,0.615564457143807,"NS",0.0940886699507389,0.626107792780999,0.809999592059334,"NS",-0.353597563688225,0.0829187411099997,0.451175503098528,"NS"
"Xanthine",0.0083743842364532,0.966393734486744,0.996074373612646,"NS",-0.372450970239611,0.0667250591454644,0.279559071055485,"NS",0.054679802955665,0.777709991610688,0.895895939327713,"NS",-0.422470212110633,0.0353910990638225,0.327367666340358,"NS"
"Xanthosine",0.0689655172413793,0.721459493402889,0.874671772890657,"NS",0.151596779209098,0.469449476420621,0.643319652872703,"NS",0.0438423645320197,0.821158638848571,0.920693019315064,"NS",0.0450173176839199,0.830803676332129,0.937187073911244,"NS"
"Xanthurenic Acid",0.35615763546798,0.0586061087650994,0.257141883377025,"NS",0.319353621176526,0.119686898913796,0.350069442992447,"NS",0.398029556650246,0.0333473175347476,0.150469603510446,"NS",0.402847278761232,0.0458648267718505,0.347875944787162,"NS"
