"COMPOUND","FdeltaTAG_R_spearman","FdeltaTAG_p","FdeltaTAG_adj","sig_FdeltaTAG","Fdeltamass_R_spearman","Fdeltamass_p","Fdeltamass_adj","sig_Fdeltamass","MdeltaTAG_R_spearman","MdeltaTAG_p","MdeltaTAG_adj","sig_MdeltaTAG","Mdeltamass_R_spearman","Mdeltamass_p","Mdeltamass_adj","sig_Mdeltamass"
"5-Methylcytidine",-0.00246305418719212,0.990832247717226,0.996944025245762,"NS",-0.0592535634472108,0.778444181989245,0.875814915489742,"NS",-0.124137931034483,0.519572993421968,0.706772086640177,"NS",-0.248172392360071,0.231634386188431,0.556551812934764,"NS"
"5,6-Dihydrouracil",0.335467980295566,0.075745357334716,0.280257822138449,"NS",0.207772235464246,0.318955621680553,0.547930165902178,"NS",0.136453201970443,0.478670267399694,0.665819544879273,"NS",-0.125432868076563,0.55022488063823,0.795246897797441,"NS"
"6-Methyladenosine",-0.126600985221675,0.51125654676507,0.743721836049742,"NS",-0.231627566202733,0.265244301647492,0.505878307265836,"NS",-0.539408866995074,0.00291815302838386,0.0539858310251014,"NS",-0.282031571472763,0.17197652928841,0.525277255595136,"NS"
"7-Methylguanine",0.21871921182266,0.253193495163221,0.477242957063588,"NS",-0.155829176598184,0.456986267892064,0.643319652872703,"NS",0.0541871921182266,0.779671601252766,0.895895939327713,"NS",-0.342054661717989,0.0942027713017668,0.458618755021759,"NS"
"Acetylcarnitine",-0.259605911330049,0.173316195317067,0.387274825281324,"NS",-0.130819555662673,0.533088552330309,0.699442426816362,"NS",-0.0822660098522167,0.670349878873295,0.84363760266367,"NS",-0.17814545374064,0.39423038924372,0.706827097160232,"NS"
"Acetylcholine",0.0226600985221675,0.907501517694866,0.967922845121244,"NS",0.383224345411831,0.0586319280199028,0.278125812402103,"NS",0.00591133004926108,0.976574034099932,0.990832247717225,"NS",0.292420183245975,0.15605281959278,0.513921831151361,"NS"
"Adenine",-0.410344827586207,0.0279118912152533,0.184946679755869,"NS",-0.316275513984463,0.123495969143555,0.351488527562426,"NS",-0.270935960591133,0.154797484512971,0.37680966624868,"NS",-0.228164695611662,0.272655828724068,0.593427391928854,"NS"
"Adenosine",-0.349261083743842,0.0639379818126657,0.257141883377025,"NS",-0.151596779209098,0.469449476420621,0.643319652872703,"NS",-0.0192118226600985,0.921684138410996,0.974351803463053,"NS",-0.0761831530035567,0.717396129612696,0.890726738109723,"NS"
"Adenylosuccinate",-0.104433497536946,0.588420738489324,0.800425269268565,"NS",-0.542131629202078,0.00511834843448102,0.0980477456403337,"NS",-0.0113300492610837,0.954184445505196,0.990832247717225,"NS",-0.238938070783882,0.250026890467524,0.56963421710342,"NS"
"Adipic Acid / 3-Methylglutaric Acid",-0.489655172413793,0.00765114261505056,0.126623816889955,"NS",-0.25740671393626,0.214161234033768,0.466036540642391,"NS",0.208374384236453,0.276771069410897,0.501986743539372,"NS",0.418237814721546,0.0374711349754333,0.33010285573596,"NS"
"ADP",0.406896551724138,0.0293545945175168,0.184946679755869,"NS",0.48595617294693,0.0137828299634783,0.159363971452717,"NS",0.280788177339901,0.139900923170982,0.35454343543331,"NS",0.461331315410427,0.0202744152941403,0.24336643616786,"NS"
