"COMPOUND","FTAG_R_spearman","FTAG_p","FTAG_adj","sig_FTAG","Fmass_R_spearman","Fmass_p","Fmass_adj","sig_Fmass","FrTAG_R_spearman","FrTAG_p","FrTAG_adj","sig_FrTAG","MTAG_R_spearman","MTAG_p","MTAG_adj","sig_MTAG","Mmass_R_spearman","Mmass_p","Mmass_adj","sig_Mmass","MrTAG_R_spearman","MrTAG_p","MrTAG_adj","sig_MrTAG"
"7-Methylguanine",0.316748768472906,0.0944107873511427,0.281709607418732,"NS",-0.150795009897532,0.462149733306718,0.672374658993016,"NS",0.0994871794871795,0.627495874857131,0.943794608524953,"NS",-0.0211822660098522,0.913576577575341,0.988372320768644,"NS",-0.155608764230125,0.447810049018068,0.842044129075084,"NS",0.0646153846153846,0.753331442532334,0.954295132115925,"NS"
"Acetylcarnitine",-0.161083743842365,0.402199445049558,0.609892601099739,"NS",-0.0892460262658864,0.664612744185372,0.814260646849628,"NS",0.00444444444444444,0.984008743068034,0.99733462496961,"NS",-0.136453201970443,0.478670267399694,0.988372320768644,"NS",-0.0666894703843394,0.746174715709522,0.914187565604381,"NS",-0.0509401709401709,0.804662974792705,0.972958498932355,"NS"
"Acetylcholine",0.152709359605911,0.427375033356427,0.61769047789796,"NS",0.337835532378145,0.0914205693957135,0.277259103905033,"NS",-0.158290598290598,0.43820209051311,0.943794608524953,"NS",-0.0428571428571429,0.825136836390499,0.988372320768644,"NS",0.133036943484657,0.517059162624437,0.842044129075084,"NS",-0.0372649572649573,0.85681105560539,0.97833756871677,"NS"
"Adenine",-0.346305418719212,0.0663370973822484,0.237111184051282,"NS",-0.255086343273376,0.208517871546489,0.443400071679317,"NS",0.141196581196581,0.489769966905428,0.943794608524953,"NS",0.106403940886699,0.581357851951895,0.988372320768644,"NS",0.00683994568044507,0.973545397288227,0.981480158046342,"NS",0.193846153846154,0.341106773976277,0.852766934940692,"NS"
"Adenosine",-0.317733990147783,0.093347974685627,0.281709607418732,"NS",-0.109762354143102,0.593499290202499,0.773220906249734,"NS",0.068034188034188,0.740650224396408,0.99733462496961,"NS",-0.0512315270935961,0.791469131564404,0.988372320768644,"NS",0.0762653943369625,0.711163977791067,0.892058589618196,"NS",-0.00581196581196581,0.978679383457699,0.994811461207002,"NS"
"Adenylosuccinate",-0.100985221674877,0.600871313540664,0.754347479640924,"NS",-0.402803903989326,0.0413257307347361,0.171580673099769,"NS",-0.217777777777778,0.283845099359288,0.941650479255857,"NS",0.142364532019704,0.459654232258572,0.988372320768644,"NS",-0.129616970644434,0.527984426879512,0.842044129075084,"NS",0.185641025641026,0.362254125394369,0.870350820752704,"NS"
"Adipic Acid / 3-Methylglutaric Acid",-0.488177339901478,0.00785803423816528,0.0844158779266364,"NS",-0.298854509411436,0.13805961676516,0.346332090484459,"NS",-0.0338461538461538,0.869950876415985,0.99733462496961,"NS",0.205418719211823,0.283762388279925,0.988372320768644,"NS",0.18365254151995,0.369150983174692,0.83448258649606,"NS",0.132307692307692,0.51776339579784,0.935473135699195,"NS"
"ADP",0.494088669950739,0.00705807413973793,0.08160898224072,"NS",0.50230809419382,0.00892292994463485,0.0964065305756309,"NS",-0.113846153846154,0.578316353477098,0.943794608524953,"NS",-0.0137931034482759,0.944017792195622,0.992291429296534,"NS",0.389192909217325,0.0493944352150602,0.351460404414851,"NS",-0.377094017094017,0.0584003044481171,0.711920682295963,"NS"
"Agmatine",0.495566502463054,0.00686930803420594,0.08160898224072,"NS",0.220208585882111,0.279713490428726,0.528030568666472,"NS",0.153504273504273,0.452332702486774,0.943794608524953,"NS",0.0733990147783251,0.704276934246188,0.988372320768644,"NS",0.0834473373014299,0.685270831064947,0.892058589618196,"NS",-0.169230769230769,0.406830485557774,0.911075794663562,"NS"
"Alanine",0.272906403940887,0.151729665969786,0.355316306384943,"NS",-0.10292357818403,0.61684215572056,0.784598951394773,"NS",0.287521367521367,0.154092969239322,0.941650479255857,"NS",0.0369458128078818,0.849093210568081,0.988372320768644,"NS",0.0116279076567566,0.955041750978407,0.970784197423107,"NS",-0.0215384615384615,0.917513936793498,0.97833756871677,"NS"
