"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24"
"Cholecalciferol",0.0865663676515018,0.104852046688494,-0.0282763900691205,-0.0186932679109987,-0.0420314758850236,-0.102512189217969,-0.0156858905771524,-0.0198467849015126,-0.0390353830569837,-0.104274329472465,-0.0262863974316991,0.107849046277837,0.0123247260103855,0.071641754504231,-0.0215714468247995,-0.116534289413018,-0.0834915580684678,-0.0795397107150674,0.0719644762783906,-0.00840509000484847,-0.0157011043171957,-0.0878439990076232,0.0211406080858351,0.129039533339577
"Cholesteryl Sulfate",0.0350775101667484,0.0661814517651269,0.0151352530032742,-0.0181590484048375,-0.0662207040905466,0.0706443765471338,0.0477696075426216,-0.0421275480370131,-0.0128894751759725,-0.0813165286423646,0.0508308351410517,0.0783127743484699,0.0374326192396476,-0.134230202205855,-0.113290861142526,0.158632694217812,0.0193788925586489,0.0256681128738106,-0.0267213064172981,0.0979165231704225,-0.0700320746988303,-0.0677582144330694,-0.0175098566977323,0.135544120100747
"Choline",0.141150671251519,0.0202637620992598,-0.0717291932956291,0.01403831838707,-0.000697060845309404,0.031462326556895,0.00834884499110622,0.0218280069277812,0.0237343198821832,-0.0410545825671436,0.00570556603106822,0.0272097009097813,0.0473381580604256,0.00372384846383879,0.013161166797779,0.0628390801265369,0.00903758958094981,0.0104658612265009,0.00958187218320998,-0.00621499695289024,0.0309513385771529,-0.0403412887331022,-0.0711486466655028,0.0184362461002358
"Citraconic Acid",0.11621648528525,0.0334477546218259,0.0520818809722995,-0.0202760303691625,0.0553305059931816,-0.0658998909774732,-0.0432154773106596,0.0122510568131969,0.0227053596904458,0.0373693456521038,0.0247500553058554,-0.0113920735915258,-0.0771300916609795,-0.0889830685575419,-0.0813601135743003,-0.0536035857995296,-0.0197165015963892,0.0393504976965835,-0.0448253124468071,0.0841297794868084,-0.0490608703316465,0.0488053514563152,0.0108105076433884,0.124723022253004
"Citrulline",0.0707101806946136,-0.0431562906080172,0.0132792235592881,0.107726981907196,0.0115630432347079,0.102829574022097,-0.0529417699954743,-0.0601133744672842,0.153051553564017,-0.00194424300257414,0.0567663456695288,-0.0175688072848119,0.120789472790719,0.104015490500785,-0.0381060602288246,0.0467912996818648,0.0835372770290546,-0.0420320261512434,0.0106094337162728,-0.0274800036716971,0.0791556607193959,-0.0700134391086464,0.0471810109525655,-0.0115502898354945
"Creatine",0.0448105338787143,0.124809716328031,0.0247567624581032,-0.0153121498928676,-0.0782886255568391,-0.0268990049583185,0.0219425680136482,-0.133020811136053,-0.0122339254108649,-0.0480490025756351,0.100575487361019,0.03825275529676,-0.00758539645670042,0.060778621803844,-0.0137450371420999,0.0629365406779995,0.105264875273785,-0.0238867625739786,-0.117319557699194,0.0271136230619468,0.0211977077796835,0.0272714611890359,0.0582651519151264,-0.0363363208349128
"Cystathionine",-0.0430202776976805,-0.0746230603583075,-0.144785213260552,-0.0187635107522029,-0.0491002902465235,0.0266571637256641,0.00758223541038969,-0.101103209886223,-0.0216547834219033,0.0306075968782267,-0.0518912050611808,0.0375210998644157,0.0478509447144957,0.126880900213303,-0.111707394151399,0.0807660334305242,0.0093663771014329,-0.137674964529318,-0.0725102468660681,0.024573839906283,-0.0909124568528726,-0.0735489216392066,-0.054838011429268,-0.0398366341605083
"Cysteinyl-Glycine (Cys-Gly)",-0.0736511270673571,-0.0381909290340741,0.095901610755461,-0.117210994180513,-0.0747861037221277,-0.00261559315021138,0.0630692791583525,0.0492222309723217,-0.0105577570180286,-0.021092429793755,0.118865303784895,0.0367751008594427,0.0672929429097653,0.102954437363756,-0.0231057524211434,-0.0164933401267727,-0.130713708993861,0.158229687145152,-0.0232200158532836,0.00689245145606916,-0.0442622445021089,0.0839379100403248,0.0872151159601704,0.0105405712542949
"Cystine",-0.0654942413735826,0.104589158717645,-0.103805092200635,0.0696826201857309,-0.0168542656630111,0.0545596025111266,0.0355206057792095,0.100995775025331,-0.0831113967399035,-0.0195252796729689,0.00489393924722055,-0.0573784463857004,0.0256071245780117,0.0294484849850199,-0.0374587833296551,-0.0307181254304264,0.0184798942145657,0.0498264464908019,-0.0231216840839001,0.00681261020911613,0.0702648866924534,0.0472994455817544,0.0855911487594659,-0.0741507288653997
"Cytidine",-0.0228139036332473,-0.00640400428524663,-0.106312728035814,-0.1465954537476,0.058484908415577,0.143926708044631,-0.0842794180174838,-0.087928158776767,0.0199023588946212,-0.0366759380867033,-0.0364801499777951,-0.0390640970304392,-0.0672108408081645,0.114434163449226,-0.0621628114404277,0.134725594767782,0.0209754277514841,0.0893855075175521,0.00440638020342658,-0.033937062329872,-0.0347088427800788,-0.0883896554671422,0.0591337869490164,-0.0130555377750395
"D-Leucic Acid",0.0855713161388461,0.118253878448432,-0.0264140278421775,-0.0185360873514129,-0.0191284144931338,-0.0565602150348321,-0.0455849645190943,0.0396269267858344,0.0645076024624192,-0.0784513618900745,0.0604634274114142,-0.0317007260574299,-0.0080538340314216,-0.003265251707419,-0.0166596720656885,-0.0115633461359556,0.0656457188029054,0.122986649886815,0.0596661035762096,-0.029454401047093,0.0353549653867335,0.016529280727352,0.0429111969788204,-0.0566138129833685
"DCDP",-0.0602125655868805,-0.0747367675686288,-0.0987614961171867,0.157405922949594,-0.0876023059342062,0.111671207024704,-0.0165067823466639,0.0403293410885631,-0.00351969768184353,-0.00623780378927833,-0.046375376198616,-0.0434621522352209,-0.03528442389236,-0.100762881701355,0.03146442158376,-0.0419354443995687,0.0378166071958262,0.0125599273083544,0.0681904172211672,0.0101009124681321,0.00423444424844078,0.0179492781538031,0.0440151332635819,-0.0252509304351998
"Deoxycarnitine",-0.0886099079087277,0.065988688195947,0.0318210933807765,0.126286190315587,0.143138310254478,0.0262731153382248,0.0692168610500568,-0.0310968308714527,0.0278882492847622,0.0318836261083216,-0.0431427617232817,0.0778960896761788,0.042477246993134,0.0168641282090485,-0.104348244242575,-0.0548572626144371,0.0736548659566533,-0.0714277203045987,0.0437754114566139,-0.0317823790930799,-0.0635620931242776,0.0673506254333006,-0.0589466373909705,-0.037088705746285
"Deoxyguanosine",-0.0224653772261629,-0.0265250751534351,0.174720913809121,0.117493501904031,0.0159427554224737,0.0862812064426429,-0.106049969157875,0.0302222098993595,0.000459096648317736,-0.0387463400296985,0.0325322586691078,-0.00547325165598475,-0.0665335968517924,-0.0365908268985415,-0.145181686171997,0.00672732009110773,0.0661775407850883,-0.0469968911909994,0.10966661727683,0.0184751881385723,0.0352395708737683,-0.108003419673845,0.0167393948454467,0.0205919732146571
"DHAP/D-GA3P",-0.0909735890567266,0.0892218867481576,0.00588353890053368,0.022631820666942,-0.12175736262765,0.0904980787505715,0.0145152050476144,0.067554767351209,-0.0942223278229515,-0.0160841212060404,-0.0323256925878885,-0.0251839816408678,0.00211977351361629,-0.173216400830043,-0.0440483027382047,0.0163077085720273,0.100460456664907,0.0589538908458191,0.0370787033296011,-0.04630297800647,0.0226829925547956,0.00562122620379328,-0.0804137832462875,-1.59071268131528e-05
"Dimethylarginine (A/SDMA)",-0.0368490838804164,-0.0392218772774698,0.0476459526943138,-0.00756601443379787,0.0804199155155762,0.116601758315578,-0.137292997714437,-0.118318344870175,-0.125770589718814,-0.142578841174281,0.105834287062729,-0.0328322884725914,-0.0147160842905689,0.0998599370258534,0.0904405234592788,-0.123828918574178,0.0519263883443366,0.0959197805035649,0.0468052227536034,-0.0610797013872826,-0.0576466907313916,-0.0548428018893976,-0.083495175972175,0.16170649080811
"Dimethylglycine",0.0330514374336073,-0.090039868448853,-0.0978030971628372,-0.0236374662507146,-0.0780573543343252,-0.0423971318404142,-0.0615925261780879,-0.0650146703311297,-0.0298638413069987,0.0909447652104748,-0.0359519485511865,-0.0888714602778028,0.00960313429191569,-0.0367283256360519,0.0287549072328862,-0.0510014623687602,0.0933997127290078,-0.195840265216744,0.0257928183338267,-0.0214449647613896,0.111360529134505,-0.0340574495045682,-0.0309366786940748,0.0773277767309333
"Ergocalciferol",0.0996139440315964,0.0209446770712744,0.0124044102817949,0.00987645067257478,-0.0582257229275974,-0.107182752962814,-0.0488249840121917,-0.0760901917806619,-0.0224663940578083,-0.0303399898371509,-0.0310751850626386,0.0641355983628808,0.0653853918897534,0.112398507172015,-0.00855225615623562,-0.123778089918639,-0.117135120700945,-0.121028791603004,0.0947180799581012,-0.0643985715007721,-0.0433176080195867,-0.0541221135745716,0.0334085385352819,0.133055885402856
"Erythrose-4-Phosphate",-0.124533818615052,0.0367493300321164,0.100778421216015,-0.104109872052091,0.0429674727125183,0.0156579462759563,0.0327133118372019,-0.0364894066256955,-0.0291447822321979,0.0484156988327097,-0.017423447756323,-0.0117723417640748,0.0176371994719925,-0.0203824586268139,-0.0172402604324107,0.013575005968359,0.0192628252477886,0.0199861171778133,-0.0142716285687736,-0.0834072397989553,0.0585276943797224,-0.0098502858697451,0.0245219989554952,-0.010484054486764
"Ethanolamine",0.0364114648004809,0.038542559964758,-0.172769600581544,0.0349697196050421,-0.0852226957282097,0.104827906336225,-0.00188840863096328,0.0222305689483765,0.0460990375541743,0.05722104490565,0.0514470087337261,-0.0533163367506128,0.00729386229955887,-0.0337381758098907,-0.0672629250377562,0.0131670621071233,0.023251688732181,0.159718561089084,0.0283085888418452,-0.0490522582321625,-0.0449393014874718,0.00974958205156407,0.0142911338815952,-0.101900730500977
"FAD",0.0901811800589931,-0.070919498820454,-0.0568623611236744,-0.00658509979885381,0.0257026846269933,-0.150009255011218,0.065506415973294,0.0519359191496149,-0.0222690249981843,0.110900596363681,0.0446788155633871,0.0339528056821022,-0.0227097515663474,-0.0174669642114895,-0.0927433549596316,-0.0702333194061528,0.0321358350895239,0.0430894284860075,-0.100138816033977,0.0470633590824379,-0.0468557189626813,-0.0103369780004024,0.0354904876215958,-0.106902030505769
"Fructose",-0.0493486870525599,0.0626641575448279,0.13397060026799,0.0608616494093031,0.0361337247177415,-0.0424371776823635,0.0874114154384684,-0.0262998855972361,0.109707244474667,-0.0230817585130468,0.0213443577442441,0.118152092840154,-0.0179557371615263,0.00564143748930945,0.0274490938057825,0.108865822357356,-0.00129320229612935,0.117550701120711,-0.046833036487395,0.0652349403559527,0.00410941423942887,0.0350007668246642,-0.0163903202327183,-0.0438272284470487
"G1P/F1P/F6P",-0.121508723272073,0.0426890393656831,0.103709964443905,-0.114034532496468,0.0312497713470869,0.0180538911536537,0.0392912247535185,-0.0373649572504618,-0.0413367084997707,0.0343810532575389,-0.0201439192907893,-0.00879976690166282,0.0239689662041444,-0.0386787655413654,-0.0225016292859983,0.0152109548613428,0.0230109001475621,0.015617071821678,-0.0075939372044678,-0.0626339198699151,0.0625771936365871,-0.0162662979285871,0.0132581996908368,-0.0192509082837311
"G6P",-0.116442758931441,0.0466787640654188,0.107717916965504,-0.119026145633663,0.0391886306993553,0.0100207534238345,0.036024880606802,-0.0372529323510091,-0.0338176122628074,0.0446266039379779,-0.0221220960570942,-0.00645899524825937,0.0186170583240648,-0.0292523163886803,-0.0181845475842071,0.025806112316161,0.0117281985042451,0.0175720739287391,-0.0114172274433876,-0.0745625253944991,0.0661794475394865,-0.0235001017560767,0.0212264236581805,-0.0113264635633884
"gamma-Aminobutyrate",-0.0609306656232792,-0.00702878290192878,-0.0859094033006743,0.0855804338905207,0.0537129085386841,0.0758502267246033,-0.12902642509165,0.0373727025714419,-0.0522574861881972,0.0602444137425289,-0.0255378262060004,-0.166510917566559,0.104843635122843,0.24391375501778,-0.0090457129269565,-0.027882882281389,-0.0398810981495702,0.0523600026049052,0.00661776284139076,-0.064441775006785,0.0256599823237733,0.00884408524734182,0.0298250745798143,-0.131241670283143
"Glucoronate",0.0436565342064231,-0.0982525330231587,0.00157394964668957,-0.0978544041535841,0.0389940197162747,0.0664868649770315,-0.100396089569906,-0.0030297589531114,0.118587543750897,0.0185865382242857,-0.00999692141951576,0.0706007846605873,-0.00533570837336423,0.0728328960876357,-0.0208133438993499,-0.106502714223668,0.0187102962994328,-0.234822328399581,-0.0977492750236845,-0.0184713650396479,0.108885221558977,0.0434528568514037,0.0184340195816522,-0.078657302230755
"Glucosamine",-0.109737911034223,-0.00706421693530123,0.00311105727796862,0.0247092299225215,0.105353523661351,-0.0440594011180426,0.0483911093741473,0.130632048127662,0.0676504476246532,0.0184771416731177,0.0954231633695313,0.0100861269603394,-0.0639297580314622,0.0173158576790957,0.0372508055943694,-0.101278354541044,-0.029874910096831,-0.0478903053452271,0.0622971807854691,-0.0469582462673884,0.0129381374053263,0.0115676272819043,0.0361161026735854,-0.0664704798353976
"Glucose",-0.112162903020744,0.0143886288147375,-0.00482246617348585,0.0218282344287491,0.056159602502139,-0.0205907577739329,0.0125360999360163,0.178149747202989,0.0766941712427859,-0.0176078222606907,0.122128147231771,0.078086091076693,-0.0952239440078928,0.0430195140536914,0.00753236710404374,-0.0531552436207224,-0.0512820507045799,-0.0692246125214677,-0.00854540176284328,-0.00596806370975285,0.0622431887249818,-0.0400960846726805,0.0188852519246764,-0.0834933737634673
"Glutamic acid",-0.019222953507271,0.0438830770504221,-0.0915888586551452,0.086550397535979,-0.0319021064335441,0.0692428148556346,-0.162075961082397,0.0306886078634295,-0.0428114783770095,-0.0248651751110598,-0.0365127576159256,-0.115896089321997,0.0916628695972265,0.245407198161386,0.0348487092180673,0.00111325723703919,-0.0603660719717907,0.07180364323615,0.051832149349895,0.061153760979083,0.0413845620468104,-0.0671060687509075,-0.004531668825642,-0.165053095099784
"Glutamine",-0.0265063300202132,0.0408129612614667,-0.00820603820384212,0.105864362896528,0.0492155813716219,-0.188240873321629,-0.136094047448423,0.0706033826845991,-0.0967697767906674,0.0904819636951427,0.125495315824237,-0.095178571897116,0.0531445195579496,-0.00582990685524786,0.00576499418122613,-0.000993415171548418,-0.115051470894758,0.0950793958583049,0.064534614004686,0.000293346737667465,-0.0852691702543494,-0.0544651390347435,0.0288424028592971,0.0057734946635903
"Glutaric Acid",0.104566216988737,0.129887523608822,0.0191195007851435,0.0130309088421308,-0.0512530166456412,-0.0711877881625428,-0.0438114393768286,-0.0539274480727667,0.00175360042926282,-0.0601131349364212,0.0034962785917654,0.0379467792032678,0.0235236930672884,0.0255837227284939,-0.0415332353545892,-0.0676967396777924,0.0376118956126236,-0.0259596744651528,0.00822025722795602,0.0272825629046298,0.0342642771402971,-0.0130027913833441,-0.0353242963998412,-0.0270448088762083
"Glyceraldehyde",-0.126152004627298,-0.0076431236258262,-0.0154844277302087,0.0375233688184843,0.0662613620000584,-0.0122112542991019,0.00678398985188601,0.133875027121942,0.0738022256460672,0.00474897475889007,0.110112294292607,0.0401667669940248,-0.0902831097824025,0.0426099980625941,0.0267925030005077,-0.0536815549723692,-0.0290376339078289,-0.0408655669777611,-0.00173507938713604,-0.0416190743755196,0.063422272410965,0.00330549768633311,0.0245744832659966,-0.0548813907300529
"Glycerol-3-P",-0.0554520928433095,0.0884483970970396,-0.0127881377343152,-0.112707435771959,-0.0843239276659341,0.145811065557514,0.0966276333747978,0.0852865341063777,-0.109173395328701,-0.0601030443704041,0.0124295453795328,-0.0387133668778041,0.0243919868878573,0.0410096809677897,0.0143813444213681,0.0463427356686316,0.0380951419049602,0.0362929498597027,-0.00895936643428223,-0.0447007680484254,-0.0433556066052555,0.106259371525739,-0.230997435003242,0.0334160669622789
"Glycerophosphocholine",-0.0572068656318776,0.0173161432888629,-0.158145494072358,-0.00863961740906462,-0.0269054057908828,0.0451703972921029,0.113927205475859,-0.0601256994437028,0.0861350936431758,0.0435443895018554,0.0397987625316516,0.0265732851432746,0.0848970342582127,-0.110033354924453,-0.163601894918803,-0.0422640168318497,-0.156448584641264,-0.00725286234173024,-0.0440664399310933,-0.0258983436214934,0.0137298861992127,-0.0706394785309736,0.0267524887052869,0.00859076898492257
"Glycine",0.00928577678885151,0.0664203661126806,-0.0146116591768773,0.137852143189199,-0.0237586903562682,-0.00428599031309924,0.0535114438730588,-0.0554817694499152,-0.0574127905145856,-0.00632446958976518,-0.0139731110630101,0.102051913398375,-0.106870610282857,0.190851802996529,-0.092791134963376,0.139693537893185,0.0242271203303048,0.152293803873536,0.0772848060353991,0.0772304374751011,0.109579246818828,0.0312245594589167,-0.079058607026402,-0.0887099170333672
"GMP",0.0229202676082013,-0.127689536800278,0.149792940399177,0.0640496193876269,-0.0966553050173192,-0.077534308446124,-0.0258953534201316,0.0268165909274607,-0.0748759157983954,0.0917333334249126,-0.0202323102192518,0.00706252240502734,0.0278627780342813,0.00328066904566591,0.0144499460894083,-0.0459380813776029,0.0192458133050234,0.0155197817705978,0.00319081508846032,0.0523784924763117,-0.0438707874848278,-0.00755300443652441,-0.0312452887259301,-0.0646320341008532
"Guanine",-0.00787065023340426,-0.0213127181140767,0.177417261282398,0.109521459791269,0.0194390397005078,0.083686139976528,-0.109968303443895,0.0349199451317279,0.00946644944457482,-0.037233867208732,0.0345686345960041,-0.00668451642472855,-0.0826874460493378,-0.0415503395028329,-0.151565564784331,0.0127472243873535,0.0690499973711475,-0.0578794548268543,0.108587762269235,0.0365538795143446,0.0466221142218362,-0.10086620675352,0.0224384589271171,0.029958289496899
"Guanosine",0.0131655392984812,-0.0507774179506744,-0.0175658862615108,-0.0988639567303839,0.0918352040674334,0.0473948401276346,-0.187806378054646,0.0546386727191375,-0.106906279038531,0.0299455633788169,0.0129772935002928,0.148169491248375,0.111105888730988,-0.0502379293341839,-0.0472284544353195,-0.149866985905232,-0.0203842339044813,0.0515725990735285,0.0768802077943685,0.239389377664568,-0.0192041924816885,0.039034689988792,0.0135738544255366,-0.0461049573093831
"Histamine",0.0696697795130538,0.0529985788200356,-0.0430675952526503,0.0961429833980544,-0.0299040559748487,-0.0386691381459614,0.19274829689138,-0.0172131599344154,-0.0862783293469632,-0.0341403082561296,0.00754362986650853,-0.05911074724508,0.0806265406997008,0.0566294410868273,0.0303125579182421,0.00696869062012389,0.00940678828707499,0.126047028241446,-0.0308487938506766,-0.112256385311867,0.0483775994531408,-0.159857182582324,0.0667517402209996,0.089218392849515
"Histidine",-0.061041533335278,-0.0473855766822487,-0.0593515408826904,0.0100475965149964,-0.0539362417086729,-0.204380273990049,-0.0272087443356517,0.0295118859139021,-0.0603994062142705,-0.0147712683259213,-0.113602708899547,-0.0853624020446982,-0.0255365891542022,-0.037966205905979,-0.144353911103909,0.133946065246855,-0.0141771623011164,-0.060039036578469,-0.0191571570998191,0.096432638772578,0.0241839580743657,0.048294176505669,-0.108808551620315,0.0748953523023881
"Homoarginine",-0.10347560257604,-0.0059730281475076,0.0132402949514196,0.0524521795590368,0.0598565160427435,0.0175323124252753,-0.0208701770345588,-0.0584524251479373,-0.0181399218135789,-0.0399123914061568,0.224813756965117,-0.0348021749300454,-0.0399966824285452,0.0341566804050584,0.131625066989525,-0.0564833469960651,0.0432857251277424,-0.0284313298370894,0.010199048570951,-0.00140498796364975,-0.135680938262301,-0.116219709086446,-0.0726336703639374,0.0422023173497999
"Homocitrulline",-0.0661083828918688,0.0618012997592401,-0.00367645958707652,-0.0871851038041297,-0.0826251069890065,0.159432461859176,0.0945393555237335,0.0822609624895875,-0.119853856465456,-0.0504349008102058,0.0217180969811393,-0.0338043546499464,0.00879035679248527,0.0407486609329552,0.0253040333861173,0.056264415330097,0.0436069218503075,0.0601847370714913,-0.030150824321868,-0.0164237439937327,-0.0497025390363846,0.106841700800997,-0.250340925106995,0.0409324691885316
"Hydrocinnamic Acid",0.0977084023301722,0.0645119006330269,0.0102421177316421,0.0111451707807172,0.0464561148463257,-0.0398280913129279,-0.0248669789926143,-0.0330992688656715,-0.00470379202392952,-0.063680972754388,-0.0322490862685013,-0.0690503221779225,-0.0179055915321627,0.0223681446856345,0.0509417161919043,0.0375602834748593,-0.0186002509384351,0.0784714625158309,0.0476497638677552,0.120571357906078,0.143070217180008,0.0104645463822486,0.00917301647040849,-0.0161932349240249
"Hypotaurine",0.0249303922299053,-0.0766886539827134,0.0669244539498971,0.0276215365937617,0.00729914783663158,0.00272826452992141,-0.0298728221068585,0.00159993580025817,0.0330129353468123,-0.0564034418840571,-0.0306277217973817,-0.0575378759271479,0.04986717620279,-0.190858623173813,0.178427840349349,0.142135819143228,-0.159582945787168,0.0625821980718947,-0.161999619248186,0.0692103438447405,0.138932439154866,-0.0588963951735626,-0.054700677824246,-0.0357895087344048
"Hypoxanthine",0.0438833869470395,0.00835943607965398,-0.178476383624637,0.111153259567357,0.0693725004893246,0.115652625751971,0.0109358032895896,0.0395584377555107,-0.06452735803285,-0.0201748110036022,-0.0927888432627095,0.0300526129586292,0.0505050898456152,0.0267844348636035,0.0158321197127721,-0.0561932043729898,-0.0165512079286497,-0.0622315598718933,-0.0781716398566126,0.0289174058782052,0.00728685483919533,-0.0279551707732927,0.00435899228837729,-0.072596203559712
"Imidazoleacetic Acid",-0.0894669263321433,0.000915416294176108,-0.0246599067696509,0.141080866109502,-0.0367491370974536,-0.0776551167709709,-0.0148547238339676,-0.063792448526349,0.0632629800498382,0.0167874422759878,-0.0751960888442074,-0.0518492627642388,-0.043309597664248,-0.0498895411094482,-0.0850936541486221,-0.019893491299727,-0.0435223269215873,0.0683815728011853,-0.0983446740951628,0.00815847073335482,-0.00997043968335139,0.0125202658710872,-0.013321840487847,0.132474246415659
"IMP",0.0191661965072267,-0.12426066996152,0.175696612291141,0.0691288729053412,-0.0678060714357529,-0.0873626934366943,-0.0145474303815916,0.0219631015796023,-0.0342446458836385,0.0720588877786578,-0.0152817926928636,0.0187369751576261,-0.0101859598239655,0.00243383080338579,0.00303257900586963,-0.0095948482754256,0.0128347756387048,0.0131699370147584,0.0109710338998687,0.00725125147030147,-0.0232517899587414,-0.0139605335324297,-0.0311081713185486,-0.0118198046980116
"Indole-2-Carboxylic Acid",0.101377373677772,-0.0749764149394118,0.025370885478617,0.0622463275634552,0.021485746563327,0.0730163045212536,0.0196206398966923,0.0743859356781697,-0.0217841004691279,0.0665622679993652,0.119291971976133,-0.0103555739692044,-0.105500889480875,-0.101538794351681,-0.0972818317105164,-0.0241449664681795,-0.0244850339750757,0.115094525373335,-0.108421956104326,-0.00856905484854594,-0.108814266980275,-0.0340254158838014,0.00116702182200173,0.00844299500844002
"Indole-3-Carboxylic Acid",0.108560895027536,-0.0684811249313885,0.0170631164548769,0.0405007834278575,0.0596333798328382,0.0676055806737093,0.0574759184086697,0.0683609507646795,-0.0391541537574938,0.0567313458314009,0.0970214410013226,-0.0205970303653195,-0.10018498666353,-0.0843525749083952,-0.0754988663882904,-0.000158300575387321,-0.0134402558438466,0.0994766041799843,-0.0868428414244159,-0.0393818633907121,-0.122490449606324,-0.0148628743756216,-0.0193191661332116,-0.014473196889253
"Inosine",-0.0250009376910405,0.0735952906026608,-0.126169130375967,-0.074660380189648,0.0328146937458292,0.018205748216615,-0.0838733052234702,-0.019774464777691,0.0681412634167295,-0.0884773721434636,-0.0786667800166853,-0.00502152399659863,0.0638248697237562,-0.139744083292736,-0.0423075351120562,0.0186338423459088,-0.0927842317162398,0.0232007021470247,-0.0496292392307832,-0.0353584470658535,0.108128488266166,-0.208216658722062,-0.0365975398969584,-0.0168853025761222
"iso-Leucine /allo-isoLeucine",0.0446995804263681,-0.0427988731576677,-0.157337545498322,0.00644980599200075,0.112671702243698,-0.13802190002241,-0.0778339433784675,-0.0655025515479473,-0.0693061821036473,0.0643728792167708,0.00603221763175437,0.051490385458703,-0.0864149136795753,0.0141694499225644,0.0553451381274371,0.0535562050797957,-0.00908955459090301,0.0190104037515229,-0.000725262409477644,-0.0752164457937736,-0.0279887809289405,0.0227178463453082,-0.122915238899866,-0.048467698629169
"isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",-0.0320216534817611,0.0932462470642846,-0.0185203312072109,-0.0160113845830429,-0.00698758988442715,-0.0176774623406748,-0.132970101369934,0.17849206855139,-0.0481825147481804,0.0838284513359077,0.0436378513043907,-0.00712901618051241,-0.0200699155258476,0.0586716133340337,-0.0798919281740404,0.0809757304247821,0.00118909284749078,-0.123436876248915,-0.0331771723818154,-0.120175984883648,-0.112048539231921,-0.00263658611286887,-0.0412930195270561,0.0330362578217474
"Kynurenic Acid",-0.0564337639128657,-0.0196706227038358,0.079507787118017,-0.0436219665741405,-0.0899125417589755,-0.0626717579008748,-0.128996934177464,0.00626711224386669,0.115644859259299,-0.150298351003528,0.0223817273715443,-0.162234671131725,-0.160091952970504,-0.0407164414924207,-0.140762246996931,0.0241866135421135,0.06526565799349,-0.0660928531611503,-0.0904237849672263,0.0540366431410283,-0.0226674187142415,-0.0768396918920917,0.0179547411323363,-0.0740884694411273
"L-2-Aminobutyric Acid",-0.0602060234546665,-0.00490934288938666,-0.00178755756982238,0.0282625456735074,-0.0338384907353547,-0.0254240505560447,0.0280530144012172,-0.223066189979588,-0.133753412622406,0.0387508229421337,-0.0160268185462327,-0.0316294837824209,-0.152201547882293,-0.0362694093100714,-0.112418574712639,-0.0415469114054349,-0.0726578674926979,-0.0209085553298223,-0.0864152865975533,-0.137236624653073,0.104008936208926,0.157196238835237,0.145087619104071,0.100125372721414
"L-Kynurenine",-0.0974308975560334,0.0591423718424047,-0.0428535217798993,-0.0257104770419384,0.107503116277075,-0.0380561622671316,0.000529188917527687,-0.0773162193101831,-0.0144986546411965,0.0230707420044625,-0.0364005011076452,-0.0658562329778441,-0.0948560173398395,-0.17253759423457,0.0504126894807337,0.00226548138300546,-0.0108707130841611,-0.0217533428634137,0.0171473742377329,0.0149582224677827,-0.0600000774436207,0.0213588307078914,0.0656765117407401,0.0206712986355453
"Lactate",0.0129813321903537,0.0734755431200247,-0.0460041991408168,-0.136935256841266,-0.140117033287998,-0.042409694274373,0.0364540466870711,-0.0533262240356888,0.0788962011867645,-0.0125681170909001,0.0960656833931564,0.0382943690746498,0.000959257657676999,-0.00515510925879975,0.0122657225213641,0.0967558481258277,0.0564747295381383,-0.0248354026119398,-0.0103893664603173,-0.0883509061220806,0.205959679500526,0.0770977273697917,0.0883231074588536,-0.101219407934651
"Lactose/Trehalose",0.00209677614503341,-0.0215250499880226,-0.121560401085612,0.0330867663304537,-0.0860962165733123,-0.0554075919804822,0.0320675461513626,0.252434016835773,0.103777482029849,-0.0173964187184792,0.0847818062830009,0.0674447090009133,-0.194324804759039,0.0303090369076438,-0.00286431741633046,-0.0434659221514483,-0.0495172803977259,-0.0501376188452122,0.00399232848406433,-0.0390927744523323,-0.045723756653757,0.038004993031081,0.0524852704637997,-0.0670440003842749
"Leucine /D-Norleucine",-0.05731610755858,-0.0184752180391872,-0.189959103959443,0.00297635627794661,0.0542568350318813,-0.106826761213987,-0.0742848044547414,-0.0716417838966286,-0.0630397534697596,0.0826552284057775,0.0147968027227131,0.0922707949977013,-0.0796259942533513,-0.0058497795598979,0.031567021057491,0.0417919224530759,-0.0195259372539226,-0.00201517070434079,0.0257907913856968,-0.0115850246746343,-0.00580999334443691,-0.0139672724398706,-0.0628324546964776,-0.0158327854569214
"Linoleic Acid",0.0848076990840886,-0.059334043303816,-0.0971552795390223,0.0177755403362165,0.0707844883300838,0.0357355688075263,0.154330613558536,0.00957136633034464,0.0477268312206852,0.00539440842011181,0.0690614254402576,-0.0617868146744804,0.0598714390747399,-0.0414875036623927,-0.118499270121965,0.0123997877953422,-0.131249033920322,0.0545688205516145,0.0200808873110234,-0.137916084434693,0.0386223848033831,-0.0482727511336856,-0.0280965289799784,-0.0478963718704218
