"","rowname","colname","pvalue","R_squared"
"236","1-Methylnicotinamide","Guanosine",1.206214169276e-07,0.103989896827775
"237","1-Methylnicotinamide","Histamine",4.68170894826222e-28,0.295192431182842
"238","1-Methylnicotinamide","Histidine",3.43241606691749e-29,-0.342596001541162
"239","1-Methylnicotinamide","Homoarginine",1.79746306963403e-70,-0.536409949056038
"240","1-Methylnicotinamide","Homocitrulline",2.32179911596691e-34,-0.35785778500792
"241","1-Methylnicotinamide","Hydrocinnamic Acid",3.72796414799491e-57,0.565435164176549
"242","1-Methylnicotinamide","Hypotaurine",6.63356284777299e-12,0.175247228049146
"243","1-Methylnicotinamide","Hypoxanthine",1.05650849346717e-20,0.278505072991138
"244","1-Methylnicotinamide","Imidazoleacetic Acid",2.22758896828173e-72,-0.564155143627724
"245","1-Methylnicotinamide","IMP",0.00297163434467798,0.174356778971703
"246","1-Methylnicotinamide","Indole-2-Carboxylic Acid",1.38512574998604e-96,0.659244830686245
"247","1-Methylnicotinamide","Indole-3-Carboxylic Acid",6.85914098574946e-106,0.714855087974656
"248","1-Methylnicotinamide","Inosine",4.05733611270427e-07,-0.208510638297872
"249","1-Methylnicotinamide","iso-Leucine /allo-isoLeucine",2.47049181713637e-20,0.396412517659146
"250","1-Methylnicotinamide","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",1.03934007017853e-22,-0.285692880688386
"251","1-Methylnicotinamide","Kynurenic Acid",2.88068040132876e-43,-0.487931846397534
"252","1-Methylnicotinamide","L-2-Aminobutyric Acid",8.70581211498329e-49,-0.339659231987671
"253","1-Methylnicotinamide","L-Kynurenine",5.0458778896143e-79,-0.565422321161009
"254","1-Methylnicotinamide","Leucine /D-Norleucine",1.01796286047857e-12,-0.241885354681279
"255","1-Methylnicotinamide","Linoleic Acid",1.34991966028539e-63,0.599374973243718
"256","1-Methylnicotinamide","Linolenic Acid",1.42343886684039e-38,0.570777858641209
"257","1-Methylnicotinamide","Lysine",9.23822792498504e-29,-0.342767241748362
"258","1-Methylnicotinamide","Maleic Acid",4.82460228160065e-61,0.599456312342138
"259","1-Methylnicotinamide","Margaric Acid",2.41468503918795e-34,0.274403870028683
"260","1-Methylnicotinamide","Methionine",2.2733948262573e-67,-0.570255576009247
"261","1-Methylnicotinamide","Myristic Acid",7.31175943362529e-30,0.375589708463547
"262","1-Methylnicotinamide","N-Ac-Alanine",1.02800936524169e-31,0.398086390684533
"263","1-Methylnicotinamide","N-Ac-Arginine",0.00210064002140637,0.000500877606061903
"264","1-Methylnicotinamide","N-Ac-L-Glutamine",2.93231745958197e-13,-0.174510895158183
"265","1-Methylnicotinamide","N-Ac-Phenylalanine",4.8597669052137e-45,0.470020120724346
"266","1-Methylnicotinamide","N-AcetylGlycine",7.47149407181234e-07,0.103638854403014
"267","1-Methylnicotinamide","n-Glycylproline",3.64810680601108e-30,-0.362622543773278
"268","1-Methylnicotinamide","N6-Acetyl-Lysine",7.31562669641941e-66,-0.562040327068796
"269","1-Methylnicotinamide","N6-Trimethyllysine",2.29630428589157e-70,-0.576082024059249
"270","1-Methylnicotinamide","NADH",7.13096230005115e-12,0.296100004281005
"271","1-Methylnicotinamide","Neopterin",1.73559132492933e-42,0.498540177233614
"272","1-Methylnicotinamide","Niacinamide",6.58252408213216e-11,0.158559869857443
"273","1-Methylnicotinamide","Nicotinic Acid",9.5549083709534e-05,0.0689841174707821
"274","1-Methylnicotinamide","Orotate",0.000292949645267904,-0.119046192045892
"275","1-Methylnicotinamide","Oxalacetate",3.77119686227105e-216,0.959604435121366
"276","1-Methylnicotinamide","Palmitic Acid",3.7218816489457e-139,0.850250438803031
"277","1-Methylnicotinamide","Pantothenate",1.58972243966579e-22,0.200736332890963
"278","1-Methylnicotinamide","PEP",5.98878522628944e-98,-0.744419709747849
"279","1-Methylnicotinamide","Phenylacetic Acid",1.57830789299178e-106,0.774626482298044
"280","1-Methylnicotinamide","Phenylalanine",1.38613346972908e-08,-0.217950254719808
"281","1-Methylnicotinamide","Phosphotyrosine",7.11911834579421e-14,-0.219735433879875
"282","1-Methylnicotinamide","Proline",3.09716752091253e-24,0.330801832270217
"283","1-Methylnicotinamide","Pseudouridine",3.08288046596705e-29,0.335861980392996
"284","1-Methylnicotinamide","Putrescine",7.91926927247855e-36,-0.293745451431996
"285","1-Methylnicotinamide","Pyridoxamine",1.70494320341059e-107,0.755507513164091
"286","1-Methylnicotinamide","Pyroglutamic Acid",3.5190395108345e-19,0.167481484652596
"287","1-Methylnicotinamide","Pyruvate",2.01238413568945e-40,-0.475825163748448
"288","1-Methylnicotinamide","Reduced Glutathione",2.40381921487983e-06,0.29732865276767
"289","1-Methylnicotinamide","Retinol",2.59794443333353e-74,0.601048846269104
"290","1-Methylnicotinamide","Riboflavin",1.29558652272315e-34,0.330262425617535
"291","1-Methylnicotinamide","Ribose-5-P",1.45021228857393e-49,-0.40261569416499
"292","1-Methylnicotinamide","Ribulose 5-Phosphate",5.21247160064196e-57,-0.603741598527334
"293","1-Methylnicotinamide","S-Adenosylmethionine (SAM)",2.65980688153312e-70,-0.736602594289139
"294","1-Methylnicotinamide","S-Methylcysteine",1.46999945298591e-81,0.653782268076544
"295","1-Methylnicotinamide","SAH",7.22280004336343e-60,-0.633477460507727
"296","1-Methylnicotinamide","Sarcosine",8.0419097007229e-40,0.304567832527077
"297","1-Methylnicotinamide","Sedoheptulose 7-Phosphate",1.1238646518696e-60,-0.450764159424633
"298","1-Methylnicotinamide","Serine",5.84182122057273e-07,0.210723917975941
"299","1-Methylnicotinamide","Sorbitol",5.00048479621529e-12,-0.200774861937583
"300","1-Methylnicotinamide","Spermidine",3.88340293371538e-29,-0.23958645489961
"301","1-Methylnicotinamide","Suberic Acid",1.02153559073311e-17,0.236555503232159
"302","1-Methylnicotinamide","Succinylcarnitine",2.84598361267416e-59,-0.52894815702727
"303","1-Methylnicotinamide","Sucrose",0.000102670878732404,0.123917975940751
"304","1-Methylnicotinamide","Taurine",1.39226638933619e-96,0.703951367781155
"305","1-Methylnicotinamide","Thiamine",5.19722280352349e-22,-0.331294147865919
"306","1-Methylnicotinamide","Threonine",1.62005475144494e-14,0.232043323772422
"307","1-Methylnicotinamide","Trigonelline",1.97043628013778e-06,0.146538807311957
"308","1-Methylnicotinamide","Tyrosine",7.9167195659448e-87,0.654274583672246
"309","1-Methylnicotinamide","UDP-GlcNAc",3.10060279256217e-41,-0.422295474977525
"310","1-Methylnicotinamide","UDP-Glucose",1.31899729380261e-31,-0.255824307547412
"311","1-Methylnicotinamide","Uracil",7.73161425266111e-07,0.209469583458196
"312","1-Methylnicotinamide","Urate",6.8944774140093e-127,0.837544415428743
"313","1-Methylnicotinamide","Uridine",9.96858629082947e-58,-0.466822209854874
"314","1-Methylnicotinamide","Xanthine",5.72290179455831e-60,0.559809923370007
"315","1-Methylnicotinamide","Xanthosine",0.0079326474602438,0.0666424076373132
"316","1/3-Methylhistidine","2'-Deoxycytidine",5.17566758636991e-07,0.0648957575238666
"317","1/3-Methylhistidine","2-Aminoisobutyric Acid",2.70111394201914e-21,-0.271390042381951
"318","1/3-Methylhistidine","2-Hydroxyglutarate",1.38445018820445e-21,0.230532128943876
"319","1/3-Methylhistidine","2-Hydroxyisobutyrate/2-Hydroxybutyrate",3.85815244563797e-26,-0.321636200179802
"320","1/3-Methylhistidine","2-Hydroxyphenylacetate",9.89665362973975e-64,-0.605573868744381
"321","1/3-Methylhistidine","2-isoPropylmalic Acid",1.8403039912724e-37,-0.343041226079884
"322","1/3-Methylhistidine","3-(4-Hydroxyphenyl)Propionate",9.76851329054716e-98,-0.606130399417783
"323","1/3-Methylhistidine","3-Aminoisobutyrate",1.48028240353818e-08,-0.11848966137249
"324","1/3-Methylhistidine","3-Hydroxyisovaleric Acid",3.65437862917151e-112,-0.700239736290081
