"","rowname","colname","p_SD","R_SD"
"716","Adenosine","Spermidine",0.00129440706212217,-0.600985221674877
"717","Adenosine","Suberic Acid",0.0272579992304037,0.615763546798029
"718","Adenosine","Succinylcarnitine",0.00174475209619417,-0.633004926108374
"719","Adenosine","Sucrose",0.0151558255328728,0.414285714285714
"720","Adenosine","Thiamine",0.0494345694224957,-0.610837438423645
"721","Adenosine","Threonine",0.0488173249306154,-0.459605911330049
"722","Adenosine","Tryptophan",0.000170347050390354,-0.634482758620689
"723","Adenosine","UDP-GlcNAc",0.0315307253727167,-0.472413793103448
"724","Adenosine","Uracil",0.0407034251270012,-0.451724137931034
"725","Adenosine","Urate",0.0417943315827265,0.438916256157635
"726","Adenosine","Uridine",0.00354802755660374,-0.494581280788177
"727","Adenosine","Valine",0.0205652831620207,-0.50935960591133
"728","Adenosine","Xanthosine",0.00425990830154805,-0.486206896551724
"729","Adenylosuccinate","ADP",0.00125644178105129,0.401970443349754
"730","Adenylosuccinate","AMP",0.0227226994171468,0.316256157635468
"731","Adenylosuccinate","Cholecalciferol",0.0170020973440953,-0.570443349753694
"732","Adenylosuccinate","Glucoronate",0.0407002329720823,0.424137931034483
"733","Adenylosuccinate","GMP",0.00576325245678291,0.388177339901478
"734","Adenylosuccinate","Hypotaurine",0.00847514102541518,0.525123152709359
"735","Adenylosuccinate","IMP",0.00126397987184966,0.374384236453202
"736","Adenylosuccinate","Inosine",0.0267131151589872,-0.225615763546798
"737","Adenylosuccinate","Myristic Acid",0.0389483398431916,0.368965517241379
"738","Adenylosuccinate","NAD",0.00281392804966841,0.398029556650246
"739","Adenylosuccinate","NADH",0.00247659837310078,0.629064039408867
"740","Adenylosuccinate","Reduced Glutathione",0.0231199090459584,0.477339901477832
"741","Adenylosuccinate","Sorbitol",0.0141989881303344,-0.524630541871921
"742","Adipic Acid / 3-Methylglutaric Acid","Agmatine",0.000125498943076532,-0.70935960591133
"743","Adipic Acid / 3-Methylglutaric Acid","Alpha-Ketoglutaric Acid",0.0135142893087769,-0.671428571428571
"744","Adipic Acid / 3-Methylglutaric Acid","Arabitol/Xylitol",0.0149229756483461,-0.580788177339901
"745","Adipic Acid / 3-Methylglutaric Acid","Arginine",0.00154438600812697,0.700985221674877
"746","Adipic Acid / 3-Methylglutaric Acid","Argininosuccinate",0.000107670397211722,-0.754679802955665
"747","Adipic Acid / 3-Methylglutaric Acid","Aspartic Acid",0.00490744114531504,0.485714285714286
"748","Adipic Acid / 3-Methylglutaric Acid","Azelaic Acid",3.31678817170961e-13,0.944827586206896
"749","Adipic Acid / 3-Methylglutaric Acid","Betaine",9.8173692777313e-07,0.817733990147783
"750","Adipic Acid / 3-Methylglutaric Acid","Cadaverine",0.0234876494309159,0.540394088669951
"751","Adipic Acid / 3-Methylglutaric Acid","Cholecalciferol",7.11046297415405e-07,0.892118226600985
"752","Adipic Acid / 3-Methylglutaric Acid","Cholesteryl Sulfate",0.0326791511686915,0.520689655172414
"753","Adipic Acid / 3-Methylglutaric Acid","Choline",9.19605183289177e-05,0.728571428571428
"754","Adipic Acid / 3-Methylglutaric Acid","Creatine",1.18954616243626e-05,0.847783251231527
"755","Adipic Acid / 3-Methylglutaric Acid","Cystathionine",0.0326791511686915,-0.505911330049261
"756","Adipic Acid / 3-Methylglutaric Acid","D-Leucic Acid",9.5097282305442e-05,0.786206896551724
"757","Adipic Acid / 3-Methylglutaric Acid","DCDP",0.004567562002595,-0.644827586206896
"758","Adipic Acid / 3-Methylglutaric Acid","Dimethylglycine",0.0166306786664187,-0.547783251231527
"759","Adipic Acid / 3-Methylglutaric Acid","Ergocalciferol",0.000151294401275974,0.766502463054187
"760","Adipic Acid / 3-Methylglutaric Acid","Glucosamine",0.000291970365327336,-0.669458128078818
"761","Adipic Acid / 3-Methylglutaric Acid","Glucose",0.00486794949668913,-0.560591133004926
"762","Adipic Acid / 3-Methylglutaric Acid","Glutaric Acid",1.01578890913268e-12,0.902463054187192
"763","Adipic Acid / 3-Methylglutaric Acid","Glyceraldehyde",9.5097282305442e-05,-0.733497536945813
"764","Adipic Acid / 3-Methylglutaric Acid","Glycerophosphocholine",0.0168398681946473,-0.657142857142857
"765","Adipic Acid / 3-Methylglutaric Acid","Glycine",0.0444894112587362,0.404926108374384
"766","Adipic Acid / 3-Methylglutaric Acid","Histamine",0.00141805748385338,0.692610837438424
"767","Adipic Acid / 3-Methylglutaric Acid","Histidine",0.0299528324864264,-0.440394088669951
"768","Adipic Acid / 3-Methylglutaric Acid","Hydrocinnamic Acid",0.00110704604897453,0.61871921182266
"769","Adipic Acid / 3-Methylglutaric Acid","Hypotaurine",0.0372350978937831,-0.504926108374384
"770","Adipic Acid / 3-Methylglutaric Acid","Linolenic Acid",0.00870022599080385,-0.614778325123153
"771","Adipic Acid / 3-Methylglutaric Acid","Maleic Acid",4.26606941338947e-05,0.769458128078818
"772","Adipic Acid / 3-Methylglutaric Acid","Methionine",0.00193334411250376,-0.690147783251231
"773","Adipic Acid / 3-Methylglutaric Acid","Myristic Acid",0.030825990621601,-0.480295566502463
"774","Adipic Acid / 3-Methylglutaric Acid","N-Ac-Arginine",0.018291413496372,-0.560591133004926
"775","Adipic Acid / 3-Methylglutaric Acid","N-Ac-L-Glutamine",0.0161743401478753,-0.589655172413793
"776","Adipic Acid / 3-Methylglutaric Acid","N-Acetyl-Aspartate (NAA)",0.00207243739852536,0.661576354679803
"777","Adipic Acid / 3-Methylglutaric Acid","N-AcetylGlycine",8.10477069397681e-08,0.824137931034483
"778","Adipic Acid / 3-Methylglutaric Acid","n-Glycylproline",0.00354802755660374,-0.61231527093596
"779","Adipic Acid / 3-Methylglutaric Acid","NADH",0.00434973522133092,-0.669458128078818
"780","Adipic Acid / 3-Methylglutaric Acid","Oxalacetate",0.0314995487779136,0.569950738916256
"781","Adipic Acid / 3-Methylglutaric Acid","PEP",0.000390759556875815,-0.683251231527093
"782","Adipic Acid / 3-Methylglutaric Acid","Phenylacetic Acid",0.0134908109823771,0.559113300492611
"783","Adipic Acid / 3-Methylglutaric Acid","Phosphorylcholine",0.0240392614333419,-0.491133004926108
"784","Adipic Acid / 3-Methylglutaric Acid","Phosphoserine",0.0315050939919788,-0.527586206896552
"785","Adipic Acid / 3-Methylglutaric Acid","Pyridoxamine",0.021620601801987,0.496059113300493
"786","Adipic Acid / 3-Methylglutaric Acid","Pyruvate",0.000206108430921989,-0.663054187192118
"787","Adipic Acid / 3-Methylglutaric Acid","Retinol",3.48963176038806e-06,0.877339901477832
"788","Adipic Acid / 3-Methylglutaric Acid","S-Adenosylmethionine (SAM)",3.82849910507404e-07,-0.866502463054187
"789","Adipic Acid / 3-Methylglutaric Acid","SAH",0.00570000743311559,-0.699507389162561
"790","Adipic Acid / 3-Methylglutaric Acid","Spermidine",0.044539910016959,-0.480788177339901
"791","Adipic Acid / 3-Methylglutaric Acid","Suberic Acid",8.03487498666656e-19,0.971428571428571
"792","Adipic Acid / 3-Methylglutaric Acid","Succinylcarnitine",0.000336878975810908,-0.74679802955665
"793","Adipic Acid / 3-Methylglutaric Acid","Sucrose",0.0133251460740437,0.492610837438424
"794","Adipic Acid / 3-Methylglutaric Acid","Thiamine",3.4914918382222e-05,-0.739901477832512
"795","Adipic Acid / 3-Methylglutaric Acid","Trigonelline",0.000229510537798624,0.736453201970443
"796","Adipic Acid / 3-Methylglutaric Acid","Tryptophan",0.0026158660458196,-0.689655172413793
"797","Adipic Acid / 3-Methylglutaric Acid","UDP-GlcNAc",0.00161167103012593,-0.66256157635468
"798","Adipic Acid / 3-Methylglutaric Acid","Uracil",0.000263826845456356,-0.754679802955665
"799","Adipic Acid / 3-Methylglutaric Acid","Urate",0.00473295121181238,0.532512315270936
"800","ADP","Alanine",0.0178927776441437,0.547783251231527
"801","ADP","AMP",3.17001858858959e-07,0.683251231527093
"802","ADP","Cystine",0.00677349928362747,-0.467980295566502
"803","ADP","Deoxyguanosine",0.0110934453871871,0.307881773399015
"804","ADP","Fructose",0.0491895675190768,0.299507389162562
"805","ADP","GMP",4.93832986403644e-07,0.852709359605911
"806","ADP","Guanine",0.0458966787079396,0.158620689655172
"807","ADP","Hypotaurine",0.00793717333193888,0.618226600985222
"808","ADP","IMP",4.12980446681324e-09,0.841871921182266
"809","ADP","Inosine",0.00166746987418265,-0.34384236453202
"810","ADP","L-Kynurenine",0.0458966787079396,-0.246305418719212
"811","ADP","Leucine /D-Norleucine",0.0440314384114122,-0.0541871921182266
"812","ADP","N-Ac-Alanine",0.0284143210300247,0.398522167487685
"813","ADP","N2,N2-Dimethylguanosine",0.00420785080194263,0.448768472906404
"814","ADP","NAD",1.78124392679739e-15,0.89064039408867
"815","ADP","NADH",0.00132032805911426,0.663054187192118
"816","ADP","Niacinamide",0.00464055097830644,-0.420197044334975
"817","ADP","Oxidized Glutathione",0.000178007625819433,0.585714285714286
"818","ADP","Pantothenate",0.0328604591521759,0.546305418719212
"819","ADP","Putrescine",0.00873298014273844,-0.120197044334975
"820","ADP","Reduced Glutathione",0.0289747075559981,0.499507389162561
"821","ADP","Sorbitol",0.0381112348406292,-0.42807881773399
"822","ADP","Taurine",0.0456680791613379,0.0862068965517241
"823","ADP","Uridine",0.00958625558633904,-0.0403940886699507
"824","Agmatine","Arginine",0.037217793972282,-0.636945812807882
"825","Agmatine","Argininosuccinate",0.00161167103012593,0.655665024630542
"826","Agmatine","Aspartic Acid",0.0352827661060519,-0.336453201970443
"827","Agmatine","Azelaic Acid",0.00017788837494547,-0.747290640394089
"828","Agmatine","Betaine",0.000425502907734424,-0.767487684729064
"829","Agmatine","Cadaverine",0.0358357551179121,-0.56256157635468
"830","Agmatine","Cholecalciferol",0.00345228873910624,-0.647783251231527
"831","Agmatine","Choline",0.00166746987418265,-0.675862068965517
"832","Agmatine","Citraconic Acid",0.027367462565859,-0.714778325123153
"833","Agmatine","Creatine",0.0499037035337157,-0.553694581280788
"834","Agmatine","Ergocalciferol",0.00881382369294641,-0.621182266009852
"835","Agmatine","Glucosamine",0.0216966250467928,0.556650246305419
"836","Agmatine","Glucose",0.0257117424628935,0.566502463054187
"837","Agmatine","Glutaric Acid",5.17911881761223e-05,-0.778817733990148
"838","Agmatine","Glyceraldehyde",0.00109057009802136,0.72167487684729
"839","Agmatine","Glycerophosphocholine",0.00584666880402518,0.686699507389162
"840","Agmatine","Hydrocinnamic Acid",0.0313780968216019,-0.567487684729064
"841","Agmatine","Leucine /D-Norleucine",0.042852453005805,0.504433497536946
"842","Agmatine","Linolenic Acid",0.0228270936644037,0.627093596059113
"843","Agmatine","Maleic Acid",0.000908048388701349,-0.75320197044335
"844","Agmatine","N-Acetyl-Aspartate (NAA)",0.0401860973726585,-0.454679802955665
"845","Agmatine","N-AcetylGlycine",0.000960128855535677,-0.667980295566502
"846","Agmatine","n-Glycylproline",0.0494088594893203,0.548275862068965
"847","Agmatine","Oxalacetate",0.0439884375635348,-0.57192118226601
"848","Agmatine","PEP",0.0284143210300247,0.617241379310345
"849","Agmatine","Phosphorylcholine",0.00936400937523739,0.611822660098522
"850","Agmatine","Pyruvate",0.0199804369970973,0.548275862068965
"851","Agmatine","Retinol",0.00940974762804122,-0.592610837438424
"852","Agmatine","S-Adenosylmethionine (SAM)",0.00460522414716311,0.715763546798029
"853","Agmatine","SAH",0.00452313876861677,0.733497536945813
"854","Agmatine","Suberic Acid",9.34597380818164e-05,-0.757142857142857
"855","Agmatine","Succinylcarnitine",0.000211413937187769,0.789655172413793
"856","Agmatine","Sucrose",0.0341261385032097,-0.487684729064039
"857","Agmatine","Thiamine",0.00999563469695313,0.643349753694581
"858","Agmatine","Trigonelline",0.00414831047929009,-0.663546798029557
"859","Agmatine","Tryptophan",0.0177577781725022,0.651231527093596
"860","Agmatine","UDP-GlcNAc",0.00955553613488283,0.666995073891625
"861","Agmatine","Uracil",0.00281192443648714,0.745320197044335
"862","Agmatine","Urate",0.031243622942061,-0.553694581280788
"863","Agmatine","Valine",0.0177985377674146,0.558128078817734
"864","Alanine","Biopterin",0.0078976276157691,0.515270935960591
"865","Alanine","Deoxyguanosine",0.0110989423874512,0.486699507389162
"866","Alanine","DHAP/D-GA3P",0.00813931693557258,-0.563054187192118
"867","Alanine","Glucoronate",0.000495951952261866,0.548768472906404
"868","Alanine","Glycerol-3-P",0.00463540549239615,-0.565024630541872
"869","Alanine","Glycerophosphocholine",0.031142902792396,-0.282758620689655
"870","Alanine","Guanine",0.0158929466821965,0.493103448275862
"871","Alanine","Hypotaurine",0.00204677163057061,0.447783251231527
"872","Alanine","Imidazoleacetic Acid",0.0254217173039475,-0.48128078817734
"873","Alanine","IMP",0.022039217117101,0.57192118226601
"874","Alanine","Inosine",0.0418590368628944,-0.341379310344828
"875","Alanine","L-Kynurenine",0.0104689325002825,-0.44679802955665
"876","Alanine","Myristic Acid",0.0350314529314353,0.239901477832512
"877","Alanine","N-Ac-Alanine",0.000211413937187769,0.467487684729064
"878","Alanine","N-Ac-Phenylalanine",0.0104088376504057,0.445812807881773
"879","Alanine","N2,N2-Dimethylguanosine",0.0149047001189062,0.424630541871921
"880","Alanine","NAD",0.0495949396638643,0.417241379310345
"881","Alanine","NADH",0.0464849755823524,0.372413793103448
"882","Alanine","Neopterin",0.013296351667421,0.492118226600985
"883","Alanine","Oxidized Glutathione",0.0376466915540411,0.473891625615763
"884","Alanine","Phosphotyrosine",0.0174076032077036,0.459113300492611
"885","Alanine","Proline",0.000908048388701349,0.694581280788177
"886","Alanine","Pseudouridine",0.000526607097807122,0.558620689655172
"887","Alanine","Ribulose 5-Phosphate",0.0228050138655109,-0.51871921182266
"888","Alanine","Serine",0.0238692080634414,0.389162561576355
"889","Alanine","Taurine",0.00150127452693525,0.447290640394089
"890","Alanine","Xanthurenic Acid",0.0133035915941212,0.419211822660098
"891","Allantoin","Anthranilic Acid",0.0139721596093793,-0.66551724137931
"892","Alpha-Ketoglutaric Acid","Aspartic Acid",0.0453263708972515,-0.6
"893","Alpha-Ketoglutaric Acid","Azelaic Acid",0.0326510137495351,-0.691133004926108
"894","Alpha-Ketoglutaric Acid","Carnosine",0.0190482671698139,0.452709359605911
"895","Alpha-Ketoglutaric Acid","Creatine",0.0124439546568866,-0.545320197044335
"896","Alpha-Ketoglutaric Acid","D-Leucic Acid",0.00110323802316225,-0.823645320197044
"897","Alpha-Ketoglutaric Acid","Dimethylglycine",0.0437711224864008,0.667487684729064
"898","Alpha-Ketoglutaric Acid","Glucosamine",0.0436401067116545,0.566995073891626
"899","Alpha-Ketoglutaric Acid","Glutaric Acid",0.0140941602929392,-0.704926108374384
"900","Alpha-Ketoglutaric Acid","Glycine",0.0437960190941261,-0.365024630541872
"901","Alpha-Ketoglutaric Acid","Histidine",0.0499037035337157,0.430049261083744
"902","Alpha-Ketoglutaric Acid","L-2-Aminobutyric Acid",0.0384262063395713,0.48423645320197
"903","Alpha-Ketoglutaric Acid","Methionine",0.0235113929816444,0.579802955665024
"904","Alpha-Ketoglutaric Acid","N-AcetylGlycine",0.00289474588708999,-0.651724137931034
"905","Alpha-Ketoglutaric Acid","o-Phosphoethanolamine",0.000602644797789062,0.42807881773399
"906","Alpha-Ketoglutaric Acid","PEP",0.0053263437213956,0.682266009852217
"907","Alpha-Ketoglutaric Acid","Phosphoserine",0.0452624085575862,0.278817733990148
"908","Alpha-Ketoglutaric Acid","Pyruvate",8.24862409884258e-05,0.882758620689655
"909","Alpha-Ketoglutaric Acid","Retinol",0.0262466139157386,-0.599014778325123
"910","Alpha-Ketoglutaric Acid","S-Adenosylmethionine (SAM)",0.0191169900013518,0.63743842364532
"911","Alpha-Ketoglutaric Acid","Sedoheptulose 7-Phosphate",0.0206764401040958,0.403940886699507
"912","Alpha-Ketoglutaric Acid","Suberic Acid",0.0323118120936936,-0.651231527093596
"913","Alpha-Ketoglutaric Acid","Thiamine",0.0380413437276836,0.619704433497537
"914","Alpha-Ketoglutaric Acid","Trigonelline",0.0211804790293316,-0.657142857142857
"915","Alpha-Ketoglutaric Acid","UDP-Glucose",0.0166487307139044,-0.437931034482759
"916","Aminolevulinate","Arginine",0.00446873090245544,-0.696059113300493
"917","Aminolevulinate","Asparagine",0.0326719871577587,0.426108374384236
"918","Aminolevulinate","Betaine",0.00421023978700674,-0.720689655172414
"919","Aminolevulinate","Biopterin",0.00404731800262401,-0.673891625615763
"920","Aminolevulinate","Cadaverine",0.000326637314183145,-0.758128078817734
"921","Aminolevulinate","cAMP",0.0439884375635348,0.546305418719212
"922","Aminolevulinate","Choline",0.0246012692365094,-0.651231527093596
"923","Aminolevulinate","Citraconic Acid",0.000150333116259139,-0.783743842364532
"924","Aminolevulinate","Cystathionine",0.00483236856314464,0.70935960591133
"925","Aminolevulinate","FAD",0.00907366127791413,-0.397536945812808
"926","Aminolevulinate","gamma-Aminobutyrate",0.00128789081989716,0.742857142857143
"927","Aminolevulinate","Glucose",0.0154044071625007,0.585221674876847
"928","Aminolevulinate","Glutamic acid",0.0475554510339023,0.397536945812808
"929","Aminolevulinate","Glyceraldehyde",0.00468825899504919,0.655172413793103
"930","Aminolevulinate","Glycerophosphocholine",0.0358427250729778,0.65320197044335
"931","Aminolevulinate","Homoarginine",0.00300867096152984,0.548275862068965
"932","Aminolevulinate","Homocitrulline",0.0492086839515081,0.385714285714286
"933","Aminolevulinate","Hydrocinnamic Acid",0.0208363186727777,-0.697536945812808
"934","Aminolevulinate","Indole-2-Carboxylic Acid",0.000139486392247809,-0.683251231527093
"935","Aminolevulinate","Indole-3-Carboxylic Acid",0.000279316183160695,-0.661083743842364
"936","Aminolevulinate","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",0.0474149338105797,0.262068965517241
"937","Aminolevulinate","Leucine /D-Norleucine",0.0479526496278902,0.47192118226601
"938","Aminolevulinate","Maleic Acid",0.0205652831620207,-0.637931034482758
"939","Aminolevulinate","Margaric Acid",0.00813002621816319,-0.530049261083744
"940","Aminolevulinate","N-Ac-Arginine",0.0463790691465285,0.415270935960591
"941","Aminolevulinate","N6-Acetyl-Lysine",0.00124936665979935,0.55615763546798
"942","Aminolevulinate","N6-Trimethyllysine",0.00257675143099064,0.457142857142857
"943","Aminolevulinate","Oxalacetate",0.00065423965398398,-0.714285714285714
"944","Aminolevulinate","Palmitic Acid",0.00107643904190512,-0.66256157635468
"945","Aminolevulinate","Putrescine",0.0355052008362919,0.586206896551724
"946","Aminolevulinate","Pyridoxamine",0.00450237317224794,-0.663546798029557
"947","Aminolevulinate","S-Adenosylmethionine (SAM)",0.04840758957155,0.598029556650246
"948","Aminolevulinate","S-Methylcysteine",0.00110868716852229,-0.436945812807882
"949","Aminolevulinate","SAH",1.57592427619891e-05,0.758128078817734
"950","Aminolevulinate","Succinylcarnitine",0.0250635543724114,0.569950738916256
"951","Aminolevulinate","Threonine",0.0372289374433194,0.374384236453202
"952","Aminolevulinate","Tyrosine",0.00047817385412384,-0.520689655172414
"953","Aminolevulinate","UDP-GlcNAc",0.0434636526182373,0.603448275862069
"954","Aminolevulinate","UDP-Glucose",0.015765147194839,0.370935960591133
"955","Aminolevulinate","Urate",0.00216050292140623,-0.74679802955665
"956","AMP","Asparagine",0.0348719274772208,0.0679802955665025
"957","AMP","Cystine",0.0121187077501083,-0.507389162561576
"958","AMP","Cytidine",0.00197468953438411,-0.132019704433498
"959","AMP","Deoxyguanosine",0.0211629208134744,0.110344827586207
"960","AMP","Ethanolamine",0.0204335655807713,-0.499507389162561
"961","AMP","Glycerophosphocholine",0.00242129841870766,-0.0344827586206896
"962","AMP","GMP",1.14468110438764e-11,0.815763546798029
"963","AMP","Guanosine",0.00830673837348427,-0.580295566502463
"964","AMP","IMP",2.44465811257378e-09,0.7
"965","AMP","Inosine",0.00349649073051127,-0.375862068965517
"966","AMP","iso-Leucine /allo-isoLeucine",0.0207383450178229,-0.202463054187192
"967","AMP","L-Kynurenine",0.010932735271386,-0.449261083743842
"968","AMP","Leucine /D-Norleucine",0.000282798611350255,-0.361083743842364
"969","AMP","NAD",8.68544415059277e-11,0.814778325123153
"970","AMP","Niacinamide",0.000125498943076532,-0.493103448275862
"971","AMP","Oxidized Glutathione",0.00109057009802136,0.514778325123153
"972","AMP","Phenylalanine",0.000243766786041737,-0.386206896551724
"973","AMP","Putrescine",0.00033296680850098,-0.30935960591133
"974","AMP","Spermidine",0.0252029724991677,-0.20295566502463
"975","AMP","Sucrose",0.0305786639081675,0.0783251231527093
"976","AMP","Taurine",0.00807612946348587,0.313300492610837
"977","AMP","Tryptophan",0.00110868716852229,-0.0704433497536946
"978","AMP","Uridine",1.88324423095747e-05,-0.429064039408867
"979","AMP","Valine",0.00990863204432905,-0.249261083743842
"980","AMP","Xanthosine",0.00321931254141308,-0.491133004926108
"981","Anthranilic Acid","Riboflavin",0.0109314628847008,-0.567487684729064
"982","Arabitol/Xylitol","Arginine",0.0431048548733741,-0.472906403940887
"983","Arabitol/Xylitol","Aspartic Acid",0.00300912631667851,-0.528571428571428
"984","Arabitol/Xylitol","Azelaic Acid",0.0178291710544092,-0.537931034482758
"985","Arabitol/Xylitol","Cholecalciferol",0.0342749020425945,-0.50935960591133
"986","Arabitol/Xylitol","Glutaric Acid",0.0424318677806602,-0.46256157635468
"987","Arabitol/Xylitol","Myristic Acid",0.00940974762804122,0.41871921182266
"988","Arabitol/Xylitol","N-Acetyl-Aspartate (NAA)",0.0279989996749419,-0.475369458128079
"989","Arabitol/Xylitol","N-AcetylGlycine",0.0253085066799333,-0.505418719211823
"990","Arabitol/Xylitol","NADH",0.0181830786179132,0.515763546798029
"991","Arabitol/Xylitol","Neopterin",0.0360258551590445,0.355665024630542
"992","Arabitol/Xylitol","Pseudouridine",0.0237281291109754,0.447290640394089
"993","Arabitol/Xylitol","Suberic Acid",0.00877512244746267,-0.588669950738916
"994","Arabitol/Xylitol","Xanthosine",0.0400846219343306,0.512807881773399
"995","Arginine","Argininosuccinate",0.00379330409747637,-0.655172413793103
"996","Arginine","Asparagine",0.0198549934295786,-0.464039408866995
"997","Arginine","Azelaic Acid",0.00073761658797812,0.730049261083744
"998","Arginine","Betaine",1.30857963454219e-07,0.870443349753694
"999","Arginine","Biopterin",0.00598032653638019,0.633004926108374
"1000","Arginine","Cadaverine",1.69497163771871e-06,0.816256157635468
"1001","Arginine","Cholecalciferol",0.00185300418412486,0.717733990147783
"1002","Arginine","Choline",1.28876973687991e-05,0.846305418719212
"1003","Arginine","Citraconic Acid",0.000317709866536562,0.811330049261084
"1004","Arginine","Creatine",0.0315765220161647,0.605418719211823
"1005","Arginine","Cystathionine",0.014444181645589,-0.637931034482758
"1006","Arginine","Cytidine",0.0173788114056375,-0.408866995073892
"1007","Arginine","D-Leucic Acid",0.0371339685418939,0.546305418719212
"1008","Arginine","DCDP",0.00166746987418265,-0.718226600985222
"1009","Arginine","Ergocalciferol",0.0110989423874512,0.590147783251231
"1010","Arginine","FAD",0.0462972224066287,0.495566502463054
"1011","Arginine","gamma-Aminobutyrate",0.00163428289531769,-0.666009852216749
"1012","Arginine","Glucosamine",0.00372827378994429,-0.639408866995074
"1013","Arginine","Glucose",0.00458671048558833,-0.636945812807882
"1014","Arginine","Glutaric Acid",0.000605588122139905,0.734482758620689
"1015","Arginine","Glyceraldehyde",7.29416802914393e-05,-0.769950738916256
"1016","Arginine","Glycerophosphocholine",0.0266902400511684,-0.658620689655172
"1017","Arginine","Histamine",0.00299074500130615,0.644334975369458
"1018","Arginine","Homoarginine",0.000638985625003407,-0.636453201970443
"1019","Arginine","Hydrocinnamic Acid",0.000432826794443644,0.72807881773399
"1020","Arginine","Leucine /D-Norleucine",0.00954158047127813,-0.547783251231527
"1021","Arginine","Maleic Acid",0.00013217436846517,0.794581280788177
"1022","Arginine","Margaric Acid",0.0424318677806602,0.385221674876847
"1023","Arginine","Methionine",0.00487453037029178,-0.633990147783251
"1024","Arginine","N-Ac-Arginine",0.000934504369860863,-0.716256157635468
"1025","Arginine","N-AcetylGlycine",0.0266457586646638,0.58423645320197
"1026","Arginine","n-Glycylproline",0.000434021673844266,-0.710344827586207
"1027","Arginine","N6-Acetyl-Lysine",0.000544175317786134,-0.751724137931034
"1028","Arginine","Oxalacetate",8.75607348021465e-06,0.807881773399015
"1029","Arginine","Palmitic Acid",0.0155961951849108,0.578817733990148
"1030","Arginine","PEP",0.00290304104753831,-0.658620689655172
"1031","Arginine","Phenylacetic Acid",0.00490744114531504,0.620689655172414
"1032","Arginine","Phenylalanine",0.0104214713269771,-0.566009852216749
"1033","Arginine","Putrescine",0.0448219047530966,-0.416748768472906
"1034","Arginine","Pyridoxamine",0.00042060262265729,0.668472906403941
"1035","Arginine","Retinol",0.00202473409658173,0.68128078817734
"1036","Arginine","S-Adenosylmethionine (SAM)",6.62878117586399e-05,-0.797044334975369
"1037","Arginine","SAH",1.26929597278988e-05,-0.844827586206896
"1038","Arginine","Suberic Acid",0.000275278404483838,0.767487684729064
"1039","Arginine","Succinylcarnitine",9.27388479684104e-07,-0.880788177339901
"1040","Arginine","Sucrose",0.00382699729888371,0.611330049261084
"1041","Arginine","Taurine",0.0296470717390368,0.464039408866995
"1042","Arginine","Thiamine",0.0274975253035818,-0.539901477832512
"1043","Arginine","Tryptophan",0.00490509285950664,-0.715270935960591
"1044","Arginine","UDP-GlcNAc",0.00108130431252837,-0.721182266009852
"1045","Arginine","Uracil",0.0158090090528454,-0.672906403940887
"1046","Arginine","Urate",5.33123301978639e-06,0.77192118226601
"1047","Arginine","Uridine",0.0207270887538807,-0.475369458128079
"1048","Argininosuccinate","Azelaic Acid",0.000148825657040911,-0.757142857142857
"1049","Argininosuccinate","Betaine",0.000108896337180324,-0.735960591133005
"1050","Argininosuccinate","Cadaverine",0.0191217088763746,-0.511330049261084
"1051","Argininosuccinate","Cholecalciferol",7.41805311142228e-06,-0.794088669950739
"1052","Argininosuccinate","Choline",0.000148347922175855,-0.730541871921182
"1053","Argininosuccinate","Citraconic Acid",0.0160568162246488,-0.598029556650246
"1054","Argininosuccinate","Cysteinyl-Glycine (Cys-Gly)",0.00544538434060285,0.605911330049261
"1055","Argininosuccinate","D-Leucic Acid",0.00179355269661277,-0.689162561576355
"1056","Argininosuccinate","Ergocalciferol",0.0275098778107425,-0.466995073891625
"1057","Argininosuccinate","Glutaric Acid",1.72673976729071e-05,-0.786699507389162
"1058","Argininosuccinate","Glyceraldehyde",0.0127068538945472,0.554679802955665
"1059","Argininosuccinate","Hydrocinnamic Acid",0.00365332259056679,-0.633004926108374
"1060","Argininosuccinate","Hypotaurine",0.0450058825531569,0.492118226600985
"1061","Argininosuccinate","Linolenic Acid",0.0143700427607553,0.545812807881773
"1062","Argininosuccinate","Maleic Acid",1.25189035948618e-06,-0.824630541871921
"1063","Argininosuccinate","Margaric Acid",0.0477683650432491,-0.44679802955665
"1064","Argininosuccinate","Myristic Acid",0.0313787125667169,0.456650246305419
"1065","Argininosuccinate","N-Ac-Alanine",0.0357512756759166,0.53448275862069
"1066","Argininosuccinate","N-Ac-Arginine",0.0191292630878167,0.576354679802956
"1067","Argininosuccinate","N-Ac-L-Glutamine",0.0159647953095712,0.580295566502463
"1068","Argininosuccinate","N-AcetylGlycine",0.0040827667531261,-0.593103448275862
"1069","Argininosuccinate","NADH",0.00520631437026341,0.627093596059113
"1070","Argininosuccinate","Oxalacetate",0.0255944002297937,-0.517241379310345
"1071","Argininosuccinate","Pantothenate",0.0209349070343369,0.524137931034483
"1072","Argininosuccinate","PEP",0.00345228873910624,0.588669950738916
"1073","Argininosuccinate","Phenylacetic Acid",0.0044309926440683,-0.635960591133005
"1074","Argininosuccinate","Phosphotyrosine",0.0284143210300247,0.489162561576355
"1075","Argininosuccinate","Pipecolate",0.0415035710490056,0.467980295566502
