"","rowname","colname","p_means","R_means"
"10044","Pseudouridine","Sucrose",1.48802176849101e-07,0.29151927158633
"10045","Lactate","Phosphorylcholine",1.49824154190407e-07,-0.175920514319112
"10046","2'-Deoxycytidine","Glucosamine",1.50442467487011e-07,0.183426128149128
"10047","Acetylcholine","Glutamic acid",1.52150690441433e-07,-0.136423759574272
"10048","Glutamine","Leucine /D-Norleucine",1.52643221444585e-07,0.272939801285798
"10049","Nicotinic Acid","Sucrose",1.52795930103407e-07,0.175735950044603
"10050","Ergocalciferol","Serine",1.53181322122814e-07,0.0670891137838752
"10051","Sucrose","Valine",1.53246297837044e-07,-0.228152204005045
"10052","n-Glycylproline","Ribulose 5-Phosphate",1.5324920410991e-07,-0.0251315020455874
"10053","ADP","Margaric Acid",1.53728009532606e-07,-0.0789012273524255
"10054","Guanosine","N-Ac-Alanine",1.53937402475476e-07,0.112368882463318
"10055","cAMP","NADH",1.54741416586908e-07,-0.0686271494047802
"10056","gamma-Aminobutyrate","Ribose-5-P",1.55161911871662e-07,0.155372358423821
"10057","Arginine","Dimethylglycine",1.5681376848559e-07,0.110338675443723
"10058","5'-Methylthioadenosine","Agmatine",1.569539486566e-07,0.270417422867514
"10059","Anthranilic Acid","Tyrosine",1.57231387500376e-07,-0.161401458057769
"10060","Aspartic Acid","Tryptophan",1.57466762756532e-07,-0.211418376449599
"10061","2'-Deoxycytidine","Kynurenic Acid",1.57694957065577e-07,0.28844320034452
"10062","Azelaic Acid","Proline",1.58851920250296e-07,0.0940970192869667
"10063","2-Hydroxyisobutyrate/2-Hydroxybutyrate","GMP",1.59957994987537e-07,-0.211787504998616
"10064","Hypoxanthine","Xanthurenic Acid",1.60474598598141e-07,-0.304992463625457
"10065","5-Methylcytidine","Xanthosine",1.60603271823963e-07,0.038297086960534
"10066","5,6-Dihydrouracil","Glyceraldehyde",1.60621443900562e-07,0.129102710018764
"10067","Phosphorylcholine","Spermidine",1.62283949457611e-07,0.160970808083915
"10068","PEP","Sorbitol",1.62596507335055e-07,0.156418222646036
"10069","AMP","Imidazoleacetic Acid",1.62771240270228e-07,0.33181580485404
"10070","Dimethylarginine (A/SDMA)","Sucrose",1.62811284723306e-07,-0.166384693469501
"10071","Arginine","Serine",1.63722949119115e-07,0.119874496293334
"10072","L-2-Aminobutyric Acid","Nicotinic Acid",1.64361836607215e-07,-0.0941585407118029
"10073","Argininosuccinate","Dimethylarginine (A/SDMA)",1.64585894138624e-07,0.171552493155741
"10074","Hypoxanthine","UDP-Glucose",1.64782161481404e-07,-0.119997539143007
"10075","Acetylcarnitine","Oxidized Glutathione",1.6555895754144e-07,-0.00507551754898643
"10076","2-Aminoisobutyric Acid","Thiamine",1.65879998751101e-07,-0.138761573718047
"10077","Carnosine","Phosphoserine",1.66371497021779e-07,0.128610538620074
"10078","6-Methyladenosine","AMP",1.66517624336992e-07,-0.216278569011658
"10079","Alanine","Azelaic Acid",1.67511919629613e-07,0.0312221231043711
"10080","Glycine","Phosphotyrosine",1.67653490359544e-07,-0.158879079639484
"10081","Hypotaurine","iso-Leucine /allo-isoLeucine",1.67813677012573e-07,0.02654649481682
"10082","Cysteinyl-Glycine (Cys-Gly)","Glutamic acid",1.68296719001159e-07,-0.256021409455843
"10083","7-Methylguanine","Indole-3-Carboxylic Acid",1.72408503855127e-07,0.179242671260266
"10084","Anthranilic Acid","Palmitic Acid",1.72408503855127e-07,-0.113476268110369
"10085","5-Methylcytidine","Guanosine",1.72706435007071e-07,0.0575532929342643
"10086","Thiamine","UDP-Glucose",1.73447336872733e-07,0.150019994463072
"10087","Anthranilic Acid","Erythrose-4-Phosphate",1.73497844388116e-07,0.163247100802855
"10088","6-Methyladenosine","Creatine",1.7392409508952e-07,-0.0462948721892399
"10089","Agmatine","Phenylacetic Acid",1.73952253176961e-07,-0.167492079116552
"10090","4-Guanidinobutanoate","5'-Methylthioadenosine",1.74126304062611e-07,-0.256205973730352
"10091","Anthranilic Acid","S-Methylcysteine",1.74411303877002e-07,-0.152050201482666
"10092","Hypotaurine","Pyridoxamine",1.74517775799392e-07,0.101725675966655
"10093","2-Aminoadipate","Dimethylglycine",1.74625523019032e-07,0.124673167430558
"10094","Cholesteryl Sulfate","Lactate",1.74780612920962e-07,0.281368236488357
"10095","Carnitine","N2,N2-Dimethylguanosine",1.75064573242331e-07,0.103571318711741
"10096","2-Aminoadipate","Deoxycarnitine",1.75555387002823e-07,-0.272693715586453
"10097","2'-Deoxycytidine","Glyceraldehyde",1.76212602989771e-07,0.215232704789443
"10098","1-Methylnicotinamide","Acetylcholine",1.76421596605962e-07,0.00322987480390046
"10099","Indole-3-Carboxylic Acid","Phenylalanine",1.77495878961906e-07,-0.265987880279307
"10100","iso-Leucine /allo-isoLeucine","UMP",1.77509010652583e-07,0.183979820972654
"10101","Sarcosine","Succinate",1.7873782142934e-07,0.280568457965486
"10102","Guanosine","Valine",1.79305782988285e-07,0.100249161770587
"10103","5-Methylcytidine","Uridine",1.79646297994014e-07,0.0229782521763204
"10104","Adenine","Phosphoserine",1.79824892325866e-07,-0.202682334122858
"10105","3-Methyl-3-Hydroxyglutaric Acid","N-Ac-Alanine",1.80164555896243e-07,0.278476729521056
"10106","Allantoin","NADH",1.82063863527095e-07,-0.0587222000061521
"10107","Allantoin","Carnitine",1.83275282283536e-07,-0.0533698360454028
"10108","4-Pyridoxic Acid","Margaric Acid",1.84048427067614e-07,0.202620812698022
"10109","Imidazoleacetic Acid","N-AcetylGlycine",1.84696507868156e-07,-0.00919745301301178
"10110","GMP","N-Ac-L-Glutamine",1.84731532321549e-07,0.182380263926913
"10111","N-Ac-L-Glutamine","Xanthine",1.85519790976346e-07,0.0102433172352272
"10112","PEP","Serine",1.85588965402609e-07,-0.0563843858623766
"10113","Inosine","Myristic Acid",1.85912370260051e-07,-0.108677596973146
"10114","Glutaric Acid","GMP",1.85980188396302e-07,-0.253745116736904
"10115","Linoleic Acid","Thiamine",1.87241860716046e-07,-0.0343597157710172
"10116","Carnitine","Sucrose",1.87326186272332e-07,0.054661785966963
"10117","2-Aminoadipate","Phosphorylcholine",1.88060314670606e-07,0.137469623796487
"10118","3-(4-Hydroxyphenyl)Propionate","NAD",1.88060314670606e-07,-0.071641699221754
"10119","Cystathionine","Myristic Acid",1.92086520085993e-07,0.247223845704266
"10120","2-Aminoisobutyric Acid","Tryptophan",1.94964575519637e-07,0.152788458580701
"10121","Biopterin","Uracil",1.95362804960298e-07,0.213571626318865
"10122","2'-Deoxycytidine","Choline",1.960283805837e-07,-0.139315266541573
"10123","Anthranilic Acid","Ornithine",1.96524995621247e-07,0.127503152973023
"10124","Adenosine","Neopterin",1.96817497615866e-07,0.0696114922021594
"10125","Cholesteryl Sulfate","Neopterin",1.97800007905112e-07,0.0602602356270571
"10126","G1P/F1P/F6P","Guanosine",1.98507354531584e-07,-0.134393552554677
"10127","Arabitol/Xylitol","Leucine /D-Norleucine",2.00206832546703e-07,-0.0283306161370697
"10128","Agmatine","Valine",2.0048106172025e-07,0.192838906149066
"10129","G1P/F1P/F6P","Hypotaurine",2.01085613214967e-07,-0.0918822479928635
"10130","Adenylosuccinate","Guanosine",2.01262420609389e-07,0.00353748192808145
"10131","AMP","Valine",2.01962574727377e-07,0.187178935064136
"10132","N2,N2-Dimethylguanosine","Retinol",2.02134298904205e-07,-0.178012242763542
"10133","3HBA","Sorbitol",2.03198374755857e-07,-0.173705743025008
"10134","2-isoPropylmalic Acid","Adenosine",2.0452056577312e-07,0.00310683195422806
"10135","3HBA","Anthranilic Acid",2.05880697117265e-07,-0.261865944815282
"10136","Ethanolamine","Lysine",2.05906787520168e-07,-0.0675197637577286
"10137","Cystathionine","Retinol",2.06242156720001e-07,-0.237564982004983
"10138","Glutamine","Lactate",2.06450323053179e-07,-0.348918760958504
"10139","Cholecalciferol","Threonine",2.06800887067597e-07,0.163677750776708
"10140","G6P","Hypotaurine",2.1141630244226e-07,-0.08400750561383
"10141","3-(4-Hydroxyphenyl)Propionate","Valine",2.11596025966836e-07,0.145651973299702
"10142","4-Guanidinobutanoate","o-Phosphoethanolamine",2.11965308105835e-07,-0.238364760527854
"10143","5,6-Dihydrouracil","Histidine",2.12730018673801e-07,-0.0572456858100833
"10144","Glyceraldehyde","Hypotaurine",2.13737540260767e-07,-0.188347842136024
"10145","Allantoin","Thiamine",2.1375695421412e-07,-0.144729151927159
"10146","Asparagine","Glycerol-3-P",2.14646279889974e-07,-0.0852994555353902
"10147","2-Aminoisobutyric Acid","IMP",2.14823025672725e-07,0.465809468147282
"10148","Glyceraldehyde","N-Ac-Arginine",2.15691391624e-07,-0.225383739887416
"10149","5,6-Dihydrouracil","Lactate",2.17924869306722e-07,-0.0695499707773232
"10150","Aspartic Acid","Fructose",2.19070826982017e-07,-0.0854224983850626
"10151","Glycerophosphocholine","Phosphotyrosine",2.19797379025565e-07,0.158694515364976
"10152","ADP","Erythrose-4-Phosphate",2.21250131423929e-07,0.213140976345012
"10153","6-Methyladenosine","DHAP/D-GA3P",2.21723429751385e-07,0.0502937648035928
"10154","Proline","Succinate",2.22217849500266e-07,0.239349103325233
"10155","Glycerol-3-P","Serine",2.22354849286537e-07,-0.106462825679043
"10156","Acetylcarnitine","Cystine",2.22975424454864e-07,0.0774862345811929
"10157","N-Ac-Arginine","N6-Acetyl-Lysine",2.23171573088486e-07,0.0448183579931711
"10158","2-isoPropylmalic Acid","Dimethylarginine (A/SDMA)",2.23353923294642e-07,-0.150389123012089
"10159","2-Aminoisobutyric Acid","4-Hydroxybenzoic Acid",2.23760960093608e-07,-0.0822233842935802
"10160","3-Aminoisobutyrate","Betaine",2.2572508975998e-07,0.0823464271432526
"10161","UDP-GlcNAc","Xanthurenic Acid",2.25873278285115e-07,0.137654188070996
"10162","5,6-Dihydrouracil","Ergocalciferol",2.2650981993807e-07,-0.103140668737888
"10163","Cholecalciferol","Ribulose 5-Phosphate",2.27380924125695e-07,-0.0905902980713033
"10164","Creatine","Ribose-5-P",2.27380924125695e-07,-0.103017625888216
"10165","2-Aminoisobutyric Acid","Cholecalciferol",2.27484162891072e-07,0.100556768894768
"10166","Dimethylglycine","Oxalacetate",2.31106076405896e-07,0.111569103940447
"10167","L-2-Aminobutyric Acid","NAD",2.31134209739484e-07,-0.0411885939278354
"10168","Orotate","Sucrose",2.31361614744646e-07,-0.332123411978221
"10169","Cystine","L-2-Aminobutyric Acid",2.31410682664161e-07,9.22821372542988e-05
"10170","Glycerol-3-P","Pyruvate",2.32230869207258e-07,0.0907133409209757
"10171","Homoarginine","NADH",2.32937851186106e-07,-0.21172598357378
"10172","4-Hydroxybenzoic Acid","Citraconic Acid",2.36903043126139e-07,-0.195238241717678
"10173","Glycerophosphocholine","Ribose-5-P",2.37523423334434e-07,-0.176043557168784
"10174","Adenine","Alanine",2.37987918101907e-07,0.138207880894521
"10175","DHAP/D-GA3P","gamma-Aminobutyrate",2.38018398124157e-07,0.0593374142545141
"10176","Adenosine","Phosphoserine",2.38740088653632e-07,-0.202251684149005
"10177","4-Hydroxybenzoic Acid","Neopterin",2.38939034072614e-07,-0.0631517425943585
"10178","5,6-Dihydrouracil","Ethanolamine",2.39704185323063e-07,-0.0672736780583838
"10179","5'-Methylthioadenosine","N-Acetyl-Aspartate (NAA)",2.41173063605561e-07,-0.24279430311606
"10180","7-Methylguanine","Aminolevulinate",2.42189107219938e-07,0.160540158110062
"10181","1/3-Methylhistidine","Agmatine",2.42396447244303e-07,0.153711279953244
"10182","Alanine","Oxidized Glutathione",2.44813169130828e-07,-0.0905287766464671
"10183","Lactose/Trehalose","Linolenic Acid",2.47542493678625e-07,0.153588237103571
"10184","Guanine","Pyridoxamine",2.48123855378486e-07,-0.0301147374573195
"10185","Lactate","Sorbitol",2.48202299308418e-07,0.215232704789443
"10186","2'-Deoxycytidine","Xanthurenic Acid",2.505797098408e-07,0.0779168845550463
"10187","Acetylcholine","Adipic Acid / 3-Methylglutaric Acid",2.50715184884903e-07,-0.0950198406595096
"10188","2-Hydroxyglutarate","Glutamine",2.51300564837265e-07,-0.0423575009997231
"10189","NAD","Pseudouridine",2.51706442961232e-07,-0.301670306684303
"10190","Ornithine","Succinate",2.52682971335486e-07,0.0480174720846535
"10191","betaAlanine","Succinylcarnitine",2.52874914133492e-07,0.0496170291303946
"10192","Glycerophosphocholine","Myristic Acid",2.5311127537999e-07,-0.0654280353132978
"10193","Acetylcholine","Alanine",2.55016766663846e-07,-0.0867144483066228
"10194","Adenosine","Pseudouridine",2.5736702801645e-07,0.118890153495955
"10195","3-Methyl-3-Hydroxyglutaric Acid","Aminolevulinate",2.57414669362064e-07,0.0824079485680888
"10196","4-Hydroxybenzoic Acid","Cystine",2.58075253074629e-07,0.0498631148297394
"10197","NADH","PEP",2.58075253074629e-07,-0.0674582423328924
"10198","NAD","Pipecolate",2.58255432711206e-07,0.0884370482020363
"10199","Linolenic Acid","Xanthosine",2.62736458299877e-07,-0.00304531052939186
"10200","Deoxyguanosine","Xanthurenic Acid",2.63658653512674e-07,0.259159002122489
"10201","Agmatine","L-2-Aminobutyric Acid",2.65172656464499e-07,0.133470731182134
"10202","3-Methyl-3-Hydroxyglutaric Acid","N2,N2-Dimethylguanosine",2.67189381822477e-07,0.0619828355224707
"10203","2'-Deoxycytidine","Sorbitol",2.68490507985841e-07,-0.21123381217509
"10204","Linoleic Acid","N-Ac-L-Glutamine",2.68490507985841e-07,-0.0312836445292073
"10205","3-Hydroxypropionic Acid","Histamine",2.70547801232492e-07,-0.0979728690516472
"10206","betaAlanine","cAMP",2.70744156682093e-07,-0.0559537358885232
"10207","Cysteinyl-Glycine (Cys-Gly)","Serine",2.71372596136844e-07,-0.0331908086991295
"10208","2-Hydroxyphenylacetate","GMP",2.71388698680261e-07,-0.272016979913255
"10209","ADP","Asparagine",2.71452733676284e-07,0.141099387861823
"10210","Argininosuccinate","Phenylacetic Acid",2.7148460350221e-07,-0.216647697560675
"10211","Carnosine","Glycine",2.73045004192624e-07,-0.147190008920607
"10212","Aminolevulinate","Sorbitol",2.73101262084655e-07,-0.271155679965548
"10213","Glutaric Acid","iso-Leucine /allo-isoLeucine",2.75480762218509e-07,0.0710880063982282
"10214","Histamine","IMP",2.77025052720957e-07,-0.126272724476299
"10215","7-Methylguanine","Suberic Acid",2.79852621370007e-07,-0.323018241102464
"10216","Anthranilic Acid","L-Kynurenine",2.80976685099065e-07,0.0913900765941739
"10217","3-Hydroxyisovaleric Acid","DCDP",2.8387547644015e-07,-0.174444000123043
"10218","2-isoPropylmalic Acid","Cystine",2.84670600259275e-07,0.0194100095358208
"10219","Aminolevulinate","Orotate",2.86417153049406e-07,0.189762834907256
"10220","Cysteinyl-Glycine (Cys-Gly)","Trigonelline",2.87640539468563e-07,-0.0334984158233105
"10221","L-Kynurenine","Leucine /D-Norleucine",2.88507360961091e-07,0.269002430096281
"10222","Biopterin","N-Ac-Arginine",2.90469477899477e-07,0.0270386662155095
"10223","Aspartic Acid","S-Methylcysteine",2.90570819078052e-07,-0.069796056476668
"10224","Margaric Acid","Valine",2.90978406267387e-07,0.18791719216217
"10225","Citraconic Acid","Nicotinic Acid",2.91062076829073e-07,-0.0156572026208127
"10226","2-Hydroxyphenylacetate","N-Ac-Alanine",2.91260762273893e-07,0.0368820941893014
"10227","Inosine","NAD",2.94508814744987e-07,-0.270109815743333
"10228","Deoxyguanosine","Homocitrulline",3.00596627458455e-07,0.00446030330062444
"10229","Leucine /D-Norleucine","Tyrosine",3.01860593880411e-07,-0.237195853455966
"10230","Guanine","UMP",3.02200522957789e-07,-0.180042449783137
"10231","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Tryptophan",3.02402768814333e-07,-0.19019348488111
"10232","3-Hydroxyisovaleric Acid","Leucine /D-Norleucine",3.03139606101e-07,-0.0977267833523024
"10233","Maleic Acid","Succinate",3.05195177192594e-07,0.193884770371282
"10234","1/3-Methylhistidine","AMP",3.05226203967457e-07,0.286351471900089
"10235","5-Methylcytidine","Valine",3.05957823101039e-07,0.107447168476422
"10236","Dimethylglycine","N-AcetylGlycine",3.06781525807006e-07,-0.232151096619398
"10237","6-Methyladenosine","Agmatine",3.08061792089416e-07,-0.096373312005906
"10238","Dimethylarginine (A/SDMA)","Riboflavin",3.11744835852143e-07,-0.190685656279799
"10239","Deoxyguanosine","Orotate",3.1254306173058e-07,-0.230797625273001
"10240","Neopterin","Proline",3.1254306173058e-07,0.119197760620136
"10241","3-Aminoisobutyrate","AMP",3.1451219140884e-07,0.208526869482297
"10242","2-Hydroxyphenylacetate","Adenylosuccinate",3.14806433950849e-07,-0.0672736780583838
"10243","2-Aminoisobutyric Acid","Guanine",3.15016970527164e-07,-0.0257467162939494
"10244","Creatine","S-Methylcysteine",3.15186735188554e-07,0.190316527730782
"10245","5'-Methylthioadenosine","Sorbitol",3.19423467991896e-07,-0.134947245378203
"10246","Lactate","Sarcosine",3.20240385597613e-07,0.270971115691039
"10247","7-Methylguanine","ADP",3.21007765890148e-07,0.131194438463195
"10248","n-Glycylproline","Tryptophan",3.21813341748245e-07,0.241686917469008
"10249","3-Hydroxypropionic Acid","UDP-GlcNAc",3.22653221648032e-07,0.108431511273801
"10250","5-Methylcytidine","Ribose-5-P",3.24910860510366e-07,-0.0838844627641576
"10251","Anthranilic Acid","o-Phosphoethanolamine",3.26942788588089e-07,-0.0838844627641576
"10252","Alpha-Ketoglutaric Acid","Pipecolate",3.27024627801191e-07,0.192654341874558
"10253","Histamine","Phenylalanine",3.28718711837676e-07,-0.149896951613399
"10254","3-(4-Hydroxyphenyl)Propionate","Uracil",3.32136147905349e-07,0.292688178658218
"10255","3-Methyl-3-Hydroxyglutaric Acid","DCDP",3.32783701095573e-07,0.131071395613522
"10256","Maleic Acid","Xanthurenic Acid",3.33613570813512e-07,-0.148174351717986
"10257","L-2-Aminobutyric Acid","N2,N2-Dimethylguanosine",3.34386548149427e-07,0.216217047586822
"10258","IMP","Linolenic Acid",3.34850661933392e-07,0.259282044972162
"10259","Dimethylarginine (A/SDMA)","Taurine",3.37066215542943e-07,-0.123258174659325
"10260","Histamine","Trigonelline",3.37960689933702e-07,-0.00261466055553847
"10261","Agmatine","Linolenic Acid",3.38444938522737e-07,0.351687225076133
"10262","2-Aminoadipate","Glucose",3.39669378273432e-07,-0.237811067704328
"10263","2-isoPropylmalic Acid","betaAlanine",3.42331445807484e-07,-0.00489095327447784
"10264","betaAlanine","Citrulline",3.42564375353396e-07,0.00538312467316743
"10265","Ergocalciferol","NADH",3.43712045351635e-07,0.0932972407640961
"10266","Acetylcholine","N-AcetylGlycine",3.43713029477155e-07,-0.131994216986065
"10267","Erythrose-4-Phosphate","Hypotaurine",3.44136655945237e-07,-0.0912055123196653
"10268","betaAlanine","Ribose-5-P",3.44517622274316e-07,-0.0746562490387277
"10269","Ergocalciferol","Leucine /D-Norleucine",3.47234825237207e-07,-0.0288843089605955
"10270","2-Hydroxyphenylacetate","Aminolevulinate",3.49168502326817e-07,-0.214371404841736
"10271","2-Aminoadipate","Pantothenate",3.51698645109672e-07,0.152911501430373
"10272","Hypotaurine","Lactate",3.52752790748316e-07,-0.135131809652712
"10273","7-Methylguanine","Ribose-5-P",3.55251396827089e-07,-0.21381771201821
"10274","Dimethylglycine","Phenylalanine",3.55867695629967e-07,0.260450952044049
"10275","Sedoheptulose 7-Phosphate","Thiamine",3.56781953346944e-07,-0.127195545848842
"10276","cGMP","Lactose/Trehalose",3.59145885989317e-07,-0.184779599495524
"10277","Cysteinyl-Glycine (Cys-Gly)","Linolenic Acid",3.59874577181193e-07,-0.00593681749669322
"10278","Putrescine","Valine",3.62106834024027e-07,-0.154880187025131
"10279","Aminolevulinate","N-Acetyl-Aspartate (NAA)",3.69035199074332e-07,-0.0784090559537359
"10280","5'-Methylthioadenosine","Deoxyguanosine",3.6924480751942e-07,-0.167615121966225
"10281","Phosphotyrosine","Ribose-5-P",3.69981184890463e-07,0.0167030668430281
"10282","S-Methylcysteine","Xanthosine",3.74325370777573e-07,0.196591713064075
"10283","Oxidized Glutathione","Ribulose 5-Phosphate",3.74570670465795e-07,0.068258020855763
"10284","2'-Deoxycytidine","Thiamine",3.75087092027173e-07,0.167122950567535
"10285","ADP","G1P/F1P/F6P",3.75643625552759e-07,0.210495555077056
"10286","Dimethylglycine","Urate",3.76611444774794e-07,0.155803008397674
"10287","Argininosuccinate","Choline",3.76674129184856e-07,-0.208403826632625
"10288","Nicotinic Acid","Valine",3.81412964468127e-07,0.143129594881417
"10289","Betaine","Cystine",3.8297157608754e-07,-0.189824356332093
"10290","4-Hydroxybenzoic Acid","Kynurenic Acid",3.83038605622591e-07,0.083084684241287
"10291","5'-Methylthioadenosine","N-AcetylGlycine",3.84824466447755e-07,-0.257990095050601
"10292","Anthranilic Acid","Arginine",3.88960723325986e-07,-0.178812021286413
"10293","Alpha-Ketoglutaric Acid","Linolenic Acid",3.92380385409654e-07,-0.037374265587991
"10294","Allantoin","Suberic Acid",3.94067138626831e-07,-0.0227936879018118
"10295","Azelaic Acid","Oxidized Glutathione",3.95299435882508e-07,-0.0908979051954843
"10296","Cystathionine","Reduced Glutathione",3.95998015834558e-07,0.122027746162601
"10297","Carnosine","cGMP",3.98493956331934e-07,0.320803469808361
"10298","Aminolevulinate","Carnitine",3.9974793477858e-07,0.102648497339198
"10299","3-Hydroxyisovaleric Acid","Phenylalanine",4.02408025057827e-07,-0.14146851641084
"10300","Glycerophosphocholine","Sarcosine",4.04131325493047e-07,0.052508536097696
"10301","Acetylcarnitine","Tryptophan",4.07236306861094e-07,-0.132301824110246
"10302","ADP","Phenylalanine",4.07935377820236e-07,0.0437724937709557
"10303","N-Ac-L-Glutamine","Neopterin",4.08351697223566e-07,-0.135377895352056
"10304","2'-Deoxycytidine","Ethanolamine",4.11774000277679e-07,-0.0929896336399151
"10305","N6-Acetyl-Lysine","Thiamine",4.14173969054192e-07,-0.0398966440062752
"10306","Citraconic Acid","N-Acetyl-Aspartate (NAA)",4.14342502521392e-07,0.13839244516903
"10307","Alanine","Xanthosine",4.1570834721189e-07,0.158079301116614
"10308","Acetylcholine","Neopterin",4.18967598252673e-07,-0.167061429142699
"10309","Cadaverine","Dimethylglycine",4.23138626446237e-07,0.120551231966532
"10310","Lactate","N-AcetylGlycine",4.23246265638914e-07,0.151804115783322
"10311","Hypotaurine","Threonine",4.23877942017101e-07,0.132917038358608
"10312","3-Methyl-3-Hydroxyglutaric Acid","Myristic Acid",4.2500590335701e-07,0.0704727921498662
"10313","Nicotinic Acid","Reduced Glutathione",4.29403556218808e-07,-0.349287889507521
"10314","2-Hydroxyisobutyrate/2-Hydroxybutyrate","UMP",4.30055476149907e-07,-0.284136700605986
"10315","Glycerophosphocholine","Hypoxanthine",4.30055476149907e-07,0.00335291765357286
"10316","6-Methyladenosine","Argininosuccinate",4.30403993933014e-07,-0.135008766803039
"10317","5-Methylcytidine","N6-Acetyl-Lysine",4.30993522047948e-07,0.0427266295487403
"10318","N-Ac-L-Glutamine","Ribose-5-P",4.32445485208398e-07,0.0151650312221231
"10319","L-2-Aminobutyric Acid","Succinate",4.32556545016859e-07,-0.270601987142022
"10320","3-Methyl-3-Hydroxyglutaric Acid","NAD",4.37574520820139e-07,0.0961272263065612
"10321","Leucine /D-Norleucine","Phosphorylcholine",4.40462643079508e-07,0.114337568058076
"10322","Acetylcholine","Glycerophosphocholine",4.43468136305615e-07,0.120243624842351
"10323","Lysine","SAH",4.43712005912178e-07,0.0880063982281829
"10324","Allantoin","Glycerophosphocholine",4.43918836198586e-07,0.0720723491956074
"10325","N-Ac-Phenylalanine","NAD",4.44228442269372e-07,-0.186440677966102
"10326","Ethanolamine","N-AcetylGlycine",4.48473035524894e-07,0.0600756713525485
"10327","3HBA","Dimethylglycine",4.49640238749857e-07,0.114952782306438
"10328","2-Aminoadipate","Cytidine",4.50305433958011e-07,0.275769786828263
"10329","Indole-3-Carboxylic Acid","Valine",4.51421236472256e-07,0.174013350149189
"10330","Cholecalciferol","Neopterin",4.52226230768511e-07,-0.0414962010520164
"10331","6-Methyladenosine","N-Acetyl-Aspartate (NAA)",4.55284893126807e-07,0.03706665846381
"10332","ADP","Xanthine",4.57694463665722e-07,-0.158940601064321
"10333","L-Kynurenine","N-AcetylGlycine",4.58970711768178e-07,-0.211049247900581
"10334","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Glutamine",4.59583731808433e-07,-0.035221015718724
"10335","Anthranilic Acid","G1P/F1P/F6P",4.60242849240596e-07,0.141714602110185
"10336","3-Hydroxypropionic Acid","Argininosuccinate",4.65082567886164e-07,-0.266295487403488
"10337","2-Hydroxyglutarate","N-AcetylGlycine",4.65627514259922e-07,-0.0862222769079332
"10338","Cholecalciferol","Lactate",4.66361702352515e-07,0.279891722292288
"10339","Carnosine","Tryptophan",4.71539138592477e-07,0.13224030268541
"10340","Glycine","Ornithine",4.72478617692095e-07,0.148666523116675
"10341","2-Hydroxyisobutyrate/2-Hydroxybutyrate","4-Hydroxybenzoic Acid",4.72601010404944e-07,-0.196407148789566
"10342","Glycine","Spermidine",4.7304687981488e-07,0.00630594604571042
"10343","5'-Methylthioadenosine","Linolenic Acid",4.7479395339262e-07,0.173090528776646
"10344","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Alanine",4.75085220223896e-07,0.0990802546986988
"10345","Myristic Acid","SAH",4.78028651339899e-07,0.0526931003722046
"10346","Fructose","n-Glycylproline",4.79174090842575e-07,0.0851148912608816
"10347","Neopterin","Phosphoserine",4.79478636621594e-07,0.250053831246732
"10348","Acetylcholine","Arginine",4.80810814000909e-07,-0.00452182472546064
"10349","Choline","Sorbitol",4.8239600080807e-07,-0.133716816881479
"10350","7-Methylguanine","Hypoxanthine",4.82528722116128e-07,0.284013657756314
"10351","2-Hydroxyphenylacetate","Serine",4.8387915588396e-07,0.0321449444769141
"10352","DHAP/D-GA3P","n-Glycylproline",4.87086775986949e-07,-0.0304838660063367
"10353","Cholesteryl Sulfate","Serine",4.88265127389827e-07,0.0765018917838137
"10354","Myristic Acid","Pipecolate",4.89262746626606e-07,0.171798578855086
"10355","Hypoxanthine","IMP",4.89562482994821e-07,-0.36306868867083
"10356","Pyridoxamine","Sucrose",4.94726941519266e-07,0.185394813743886
"10357","Ergocalciferol","Sucrose",5.04544829426262e-07,0.0990802546986988
"10358","Alanine","Aspartic Acid",5.06720407877349e-07,-0.0332523301239657
"10359","Pantothenate","Suberic Acid",5.09042491857237e-07,0.0353440585683964
"10360","D-Leucic Acid","Ornithine",5.12704610080867e-07,0.095142883509182
"10361","3-Hydroxyisovaleric Acid","NADH",5.20212875025649e-07,0.132178781260574
"10362","4-Hydroxybenzoic Acid","Sorbitol",5.20212875025649e-07,0.193208034698084
"10363","Sarcosine","Uracil",5.22781663296165e-07,0.232151096619398
"10364","Agmatine","Lactate",5.24155637514317e-07,-0.130333138515488
"10365","Agmatine","Niacinamide",5.24738995290468e-07,-0.0763173275093051
"10366","Guanosine","Phenylacetic Acid",5.25264467333492e-07,0.0596450213786951
"10367","5-Methylcytidine","PEP",5.27350232628444e-07,-0.101910240241164
"10368","DCDP","Glucosamine",5.27701916989594e-07,0.203236026946384
"10369","Ethanolamine","N-Ac-L-Glutamine",5.28354577988016e-07,-0.04014272970562
"10370","Carnosine","N-Ac-L-Glutamine",5.30738109031734e-07,0.036451444215448
"10371","3-(4-Hydroxyphenyl)Propionate","ADP",5.31627888024068e-07,-0.0915131194438463
"10372","Cystine","Xanthine",5.3671505338878e-07,0.0581069857577901
"10373","1-Methyladenosine","Leucine /D-Norleucine",5.37070683653558e-07,-0.197576055861454
"10374","Choline","NADH",5.37070683653558e-07,0.130579224214833
