"","rowname","colname","p_means","R_means"
"4048","G1P/F1P/F6P","Nicotinic Acid",9.841748336874e-29,-0.54806361315328
"4049","3-Aminoisobutyrate","GMP",9.85298356205389e-29,0.485865452643883
"4050","Ethanolamine","Urate",1.00978623886559e-28,0.297609892645114
"4051","Deoxycarnitine","Guanine",1.01083055017003e-28,0.486111538343228
"4052","4-Pyridoxic Acid","Alanine",1.04138163211823e-28,0.528499800055369
"4053","Ethanolamine","L-Kynurenine",1.04669025210488e-28,-0.33716816881479
"4054","N-Ac-Arginine","Threonine",1.04754548719314e-28,0.40902519302347
"4055","Glucoronate","Oxalacetate",1.10859683623031e-28,0.363929988618536
"4056","Imidazoleacetic Acid","n-Glycylproline",1.11853511987309e-28,0.216032483312313
"4057","FAD","Homoarginine",1.13264497269082e-28,-0.29281122150789
"4058","n-Glycylproline","Trigonelline",1.13531292473545e-28,-0.425328370605063
"4059","cGMP","D-Leucic Acid",1.15447759770423e-28,-0.263096373312006
"4060","N6-Trimethyllysine","S-Adenosylmethionine (SAM)",1.1944663350795e-28,0.315389584422775
"4061","Cysteinyl-Glycine (Cys-Gly)","Linoleic Acid",1.20518289448856e-28,-0.279276508043926
"4062","Alpha-Ketoglutaric Acid","Thiamine",1.22264249105862e-28,0.281491279338029
"4063","Ornithine","Tryptophan",1.23684957822375e-28,-0.35513242486696
"4064","3-Hydroxyisovaleric Acid","Adenine",1.24188962361815e-28,0.227967639730536
"4065","Cystine","Lysine",1.25821635252339e-28,0.266357008828324
"4066","2-Hydroxyglutarate","L-Kynurenine",1.27867343896304e-28,0.239041496201052
"4067","Biopterin","Glutaric Acid",1.3355663376165e-28,0.321049555507705
"4068","Ethanolamine","Uridine",1.34803281400068e-28,-0.269063951521117
"4069","Adenine","Niacinamide",1.35479787771392e-28,0.245316681534344
"4070","Adenylosuccinate","S-Methylcysteine",1.35611992174013e-28,0.208034698083608
"4071","2-Aminoisobutyric Acid","3-Hydroxypropionic Acid",1.36005766760261e-28,-0.24765449567812
"4072","Cystine","Tyrosine",1.36802713102573e-28,-0.361161524500907
"4073","Adenosine","Asparagine",1.37387622732441e-28,-0.253929681011412
"4074","Histamine","Sedoheptulose 7-Phosphate",1.37392626742697e-28,-0.0451874865421883
"4075","Adipic Acid / 3-Methylglutaric Acid","Asparagine",1.39420848472571e-28,-0.464455996800886
"4076","Creatine","Ornithine",1.4110727371971e-28,0.52007136485281
"4077","Asparagine","Niacinamide",1.4363851766151e-28,-0.300009228213725
"4078","6-Methyladenosine","D-Leucic Acid",1.44333113172492e-28,0.286289950475253
"4079","cGMP","L-2-Aminobutyric Acid",1.45966250598153e-28,0.0547233073917992
"4080","5'-Methylthioadenosine","Anthranilic Acid",1.47789116038898e-28,-0.466117075271463
"4081","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Lysine",1.47922069868176e-28,0.211418376449599
"4082","Imidazoleacetic Acid","N-Ac-L-Glutamine",1.52524496053948e-28,0.339936632932419
"4083","Pantothenate","S-Methylcysteine",1.58300554640448e-28,0.224030268541019
"4084","Linoleic Acid","N-Ac-Phenylalanine",1.59184460099668e-28,0.188101756436679
"4085","Biopterin","Glucoronate",1.60726111708394e-28,0.25202251684149
"4086","G6P","SAH",1.60760592180815e-28,0.259589652096342
"4087","Adipic Acid / 3-Methylglutaric Acid","Homoarginine",1.63225195712679e-28,-0.331692762004368
"4088","Allantoin","Fructose",1.68202865491044e-28,-0.249807745547387
"4089","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Pantothenate",1.72307732001386e-28,-0.186932849364791
"4090","D-Leucic Acid","NAD",1.74118823546093e-28,-0.406133686056169
"4091","3-Hydroxypropionic Acid","Palmitic Acid",1.78210876478271e-28,-0.369343874004122
"4092","Histidine","Phosphotyrosine",1.85832088199843e-28,0.160232550985881
"4093","4-Pyridoxic Acid","Phosphorylcholine",1.90055300148841e-28,0.318465655664585
"4094","Ethanolamine","Succinylcarnitine",1.97535834135016e-28,-0.24894644559968
"4095","Azelaic Acid","N-Acetyl-Aspartate (NAA)",2.03592644318337e-28,0.365406502814605
"4096","G6P","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",2.08225105584436e-28,0.260143344919868
"4097","Deoxyguanosine","iso-Leucine /allo-isoLeucine",2.08984272660958e-28,-0.443784798055923
"4098","Acetylcarnitine","Arginine",2.17646321233006e-28,-0.29151927158633
"4099","SAH","Xanthine",2.19776499729684e-28,-0.335753176043557
"4100","N6-Acetyl-Lysine","Pyruvate",2.21901523771093e-28,0.289612107416408
"4101","2-Hydroxyglutarate","UDP-GlcNAc",2.30299841803654e-28,0.335568611769049
"4102","Adenine","Glucosamine",2.31212543708429e-28,-0.28358300778246
"4103","Arginine","Aspartic Acid",2.33718269647833e-28,0.402688486265342
"4104","iso-Leucine /allo-isoLeucine","Oxalacetate",2.42428321439556e-28,0.447783690670276
"4105","Retinol","Thiamine",2.48262990164109e-28,-0.389215294226214
"4106","Histamine","Linoleic Acid",2.49432977885398e-28,0.352548525023839
"4107","Alpha-Ketoglutaric Acid","Deoxycarnitine",2.51270990819941e-28,0.389892029899412
"4108","Allantoin","Deoxycarnitine",2.52891260251224e-28,-0.202928419822203
"4109","Cadaverine","Fructose",2.54243210963951e-28,-0.332677104801747
"4110","Fructose","N-Ac-Alanine",2.63194265193181e-28,-0.260820080593066
"4111","1-Methyladenosine","iso-Leucine /allo-isoLeucine",2.66093646265502e-28,0.288750807468701
"4112","Cholecalciferol","Glucose",2.74258366907081e-28,-0.302777692331354
"4113","3HBA","Niacinamide",2.75494266564168e-28,0.295764249900028
"4114","Putrescine","Uridine",2.86893209111086e-28,0.243963210187948
"4115","cAMP","Myristic Acid",2.93289691134807e-28,-0.334522747546833
"4116","L-Kynurenine","Spermidine",2.94594044383671e-28,0.352917653572857
"4117","Carnosine","Phosphotyrosine",2.97991242519969e-28,0.31206742748162
"4118","5,6-Dihydrouracil","Adenosine",3.09007808102215e-28,-0.38312467316743
"4119","2-Aminoisobutyric Acid","Citraconic Acid",3.23154201598169e-28,0.342889661324556
"4120","Pantothenate","S-Adenosylmethionine (SAM)",3.27871289112701e-28,-0.292442092958873
"4121","Argininosuccinate","Uracil",3.29314467699976e-28,0.59371251038174
"4122","Cystathionine","Valine",3.30235334358354e-28,0.483220031375927
"4123","Ergocalciferol","Neopterin",3.32288225166528e-28,0.239656710449414
"4124","FAD","Uracil",3.361851827942e-28,0.488941523885693
"4125","DHAP/D-GA3P","Uridine",3.37670998486455e-28,0.224091789965856
"4126","2-Hydroxyglutarate","Choline",3.42219636674345e-28,-0.318342612814913
"4127","Aspartic Acid","IMP",3.43058792271659e-28,-0.562767233689132
"4128","2-Hydroxyphenylacetate","Niacinamide",3.45815716370721e-28,0.237872589129164
"4129","Allantoin","DHAP/D-GA3P",3.52815915038138e-28,-0.267279830200867
"4130","Sarcosine","Uridine",3.54475280411433e-28,-0.186379156541265
"4131","Cadaverine","Cholesteryl Sulfate",3.58969400081097e-28,0.256636623704205
"4132","Leucine /D-Norleucine","Valine",3.59971497850355e-28,0.798824940785628
"4133","Argininosuccinate","GMP",3.63647296087763e-28,0.374819280814544
"4134","4-Pyridoxic Acid","Homocitrulline",3.7323092618744e-28,-0.457934725768249
"4135","2-Hydroxyphenylacetate","Indole-2-Carboxylic Acid",3.82404915462414e-28,0.333661447599126
"4136","Cystine","Neopterin",3.8801204033066e-28,-0.37924882340275
"4137","1/3-Methylhistidine","Niacinamide",3.97629367168159e-28,-0.288812328893537
"4138","Myristic Acid","Oxalacetate",4.00523477930723e-28,0.393398751115076
"4139","Adenine","Citraconic Acid",4.03638351441021e-28,0.281429757913193
"4140","G1P/F1P/F6P","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",4.07694083898241e-28,0.253622073887231
"4141","Erythrose-4-Phosphate","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",4.08264882164587e-28,0.258051616475438
"4142","Homocitrulline","Myristic Acid",4.25202863848297e-28,-0.279153465194254
"4143","Hydrocinnamic Acid","Linoleic Acid",4.3965265795019e-28,0.26561875173029
"4144","D-Leucic Acid","Kynurenic Acid",4.5300561032244e-28,-0.151558030083977
"4145","Cholesteryl Sulfate","Glucose",4.54661006995917e-28,-0.384232058814482
"4146","Cholecalciferol","Citrulline",4.60118863947441e-28,0.225814389861269
"4147","Glutaric Acid","Kynurenic Acid",4.66746247337745e-28,-0.181395921129533
"4148","3-Hydroxypropionic Acid","Glucose",4.70087613798128e-28,0.451474976160448
"4149","Alpha-Ketoglutaric Acid","N6-Acetyl-Lysine",4.71151738611092e-28,0.308376141991448
"4150","S-Methylcysteine","Sarcosine",4.7453419951877e-28,0.277984558122366
"4151","Ethanolamine","S-Adenosylmethionine (SAM)",4.79516334288331e-28,-0.300439878187579
"4152","Choline","DHAP/D-GA3P",4.86628790236389e-28,-0.401642622043126
"4153","Adenosine","Ergocalciferol",4.87290755602924e-28,0.271955458488419
"4154","Pantothenate","Pseudouridine",4.9978363511386e-28,0.277307822449168
"4155","Cadaverine","Linolenic Acid",5.12196789221969e-28,0.503706665846381
"4156","Citrulline","Histamine",5.17959858243156e-28,0.0938509335876219
"4157","2-isoPropylmalic Acid","Riboflavin",5.46211304948672e-28,0.113291703835861
"4158","Cystathionine","Phenylalanine",5.46586346043999e-28,0.338952290135039
"4159","6-Methyladenosine","Margaric Acid",5.47347983753485e-28,0.205696883939832
"4160","Ethanolamine","Glucose",5.54507565239719e-28,-0.243163431665077
"4161","Margaric Acid","Spermidine",5.55926917986427e-28,-0.195976498815712
"4162","1/3-Methylhistidine","2-Hydroxyisobutyrate/2-Hydroxybutyrate",5.5652818647628e-28,-0.409763450121505
"4163","Erythrose-4-Phosphate","Nicotinic Acid",5.58909461143254e-28,-0.537235842382109
"4164","2-isoPropylmalic Acid","DHAP/D-GA3P",5.67121736172993e-28,-0.202436248423513
"4165","Choline","iso-Leucine /allo-isoLeucine",5.71159559657001e-28,0.416161678304469
"4166","NADH","UDP-Glucose",5.72427480404883e-28,-0.277000215324987
"4167","4-Pyridoxic Acid","iso-Leucine /allo-isoLeucine",5.76810594917998e-28,0.47313051770279
"4168","Margaric Acid","Threonine",5.86075142683616e-28,0.302593128056846
"4169","Acetylcarnitine","Ribulose 5-Phosphate",5.97995163297848e-28,0.295641207050355
"4170","Cholecalciferol","Ethanolamine",5.98147676920856e-28,0.303700513703897
"4171","Alanine","Maleic Acid",6.03059153330937e-28,0.394075486788274
"4172","Niacinamide","Suberic Acid",6.10673178980748e-28,0.309668091913009
"4173","2-Aminoisobutyric Acid","Allantoin",6.17894531171292e-28,0.187609585037989
"4174","G1P/F1P/F6P","Spermidine",6.24570535149658e-28,0.335691654618721
"4175","2-isoPropylmalic Acid","Tyrosine",6.38997459400527e-28,0.262235073364299
"4176","Dimethylglycine","N-Ac-Arginine",6.60659151513382e-28,0.311575256082931
"4177","cGMP","N6-Trimethyllysine",6.62775940024109e-28,0.316435448644991
"4178","Citraconic Acid","Creatine",6.6466122571188e-28,0.352363960749331
"4179","Citrulline","N6-Trimethyllysine",6.70030828339071e-28,-0.275216094004737
"4180","Homocitrulline","Urate",6.73929249166462e-28,-0.294718385677812
"4181","Fructose","Lysine",6.75449933286184e-28,0.309114399089483
"4182","2-isoPropylmalic Acid","Homoarginine",6.97188055008042e-28,-0.285490171952382
"4183","Glucoronate","Urate",7.0680593703982e-28,0.336922083115445
"4184","3HBA","DHAP/D-GA3P",7.23852070277601e-28,-0.256021409455843
"4185","D-Leucic Acid","Uridine",7.53178575629631e-28,-0.293549478605924
"4186","FAD","Glucosamine",7.53178575629631e-28,-0.235719339259897
"4187","3-Aminoisobutyrate","Linoleic Acid",7.82948192458249e-28,0.339690547233074
"4188","cGMP","Pyroglutamic Acid",8.08949643955853e-28,-0.272509151311944
"4189","3-Aminoisobutyrate","Biopterin",8.2041796814219e-28,0.397028515180411
"4190","2-Hydroxyglutarate","3HBA",8.44001260741467e-28,-0.266480051677997
"4191","Cadaverine","Myristic Acid",8.44001260741467e-28,0.387738780030145
"4192","G6P","Glutaric Acid",8.44581255492909e-28,-0.418622535297917
"4193","Linolenic Acid","Oxalacetate",8.50699634293862e-28,0.49158694515365
"4194","Adenylosuccinate","UDP-Glucose",8.6304445524991e-28,-0.357224153311391
"4195","Arginine","Ethanolamine",8.64086548147417e-28,0.27047894429235
"4196","Glucosamine","Niacinamide",8.75241180137766e-28,-0.290781014488295
"4197","Pyridoxamine","Suberic Acid",8.79304440916235e-28,0.357962410409425
"4198","1-Methyladenosine","Glycerophosphocholine",8.93182631427247e-28,-0.347257682487926
"4199","Alanine","Succinylcarnitine",9.09181799448379e-28,-0.433572241533114
"4200","Fructose","Valine",9.16530574745402e-28,-0.462548832630964
"4201","N-Acetyl-Aspartate (NAA)","Spermidine",9.1800494848523e-28,-0.495708880617675
"4202","2-isoPropylmalic Acid","Citraconic Acid",9.43226192728672e-28,0.23535021071088
"4203","Adenylosuccinate","Glucoronate",9.44826461852116e-28,0.218493340305761
"4204","Betaine","Hypoxanthine",9.50624240183134e-28,0.272140022762927
"4205","Adenylosuccinate","Homocitrulline",9.5506187607528e-28,-0.122704481835799
"4206","Homocitrulline","Phenylacetic Acid",9.67424755688354e-28,-0.320126734135162
"4207","Indole-3-Carboxylic Acid","Pseudouridine",9.82117711725942e-28,0.269433080070134
"4208","cGMP","Imidazoleacetic Acid",9.87493807750031e-28,0.127933802946876
"4209","4-Guanidinobutanoate","Citrulline",9.95050917611037e-28,-0.215786397612969
"4210","Arabitol/Xylitol","D-Leucic Acid",1.0845934108727e-27,-0.20508166969147
"4211","Hydrocinnamic Acid","N-AcetylGlycine",1.09874417955338e-27,0.420652742317512
"4212","Azelaic Acid","Thiamine",1.10089802366958e-27,-0.272878279860961
"4213","Homoarginine","n-Glycylproline",1.11202134170735e-27,0.127441631548187
"4214","4-Guanidinobutanoate","Kynurenic Acid",1.11644200612617e-27,0.116183210803162
"4215","6-Methyladenosine","Taurine",1.12121707454754e-27,0.318650219939094
"4216","Hydrocinnamic Acid","Niacinamide",1.12641442661303e-27,0.296317942723553
"4217","N-Ac-Phenylalanine","n-Glycylproline",1.13495836614593e-27,-0.277984558122366
"4218","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Trigonelline",1.15729609253932e-27,0.398628072226153
"4219","Dimethylglycine","Ribulose 5-Phosphate",1.18562997108231e-27,-0.333784490448799
"4220","2-Hydroxyphenylacetate","Carnitine",1.24245622774312e-27,-0.150573687286598
"4221","Glutamine","N-Ac-Phenylalanine",1.26751881076381e-27,-0.365406502814605
"4222","3HBA","Adenylosuccinate",1.28674507352888e-27,0.258666830723799
"4223","2-Aminoisobutyric Acid","Margaric Acid",1.29476146595152e-27,0.199852348580393
"4224","Indole-3-Carboxylic Acid","Lysine",1.31500073443455e-27,-0.350887446553262
"4225","Cadaverine","Glucoronate",1.31975852077469e-27,0.333661447599126
"4226","3-Aminoisobutyrate","Lysine",1.32416818572173e-27,-0.335199483220031
"4227","Asparagine","N-Ac-L-Glutamine",1.32542332263653e-27,0.426005106278261
"4228","Pantothenate","Pyruvate",1.40322558737108e-27,-0.305976806422837
"4229","GMP","NADH",1.41546363312841e-27,0.42489772063121
"4230","Allantoin","N6-Acetyl-Lysine",1.44676545388801e-27,-0.192162170475868
"4231","Citraconic Acid","DHAP/D-GA3P",1.45390354666307e-27,-0.408040850226091
"4232","Cholesteryl Sulfate","Oxalacetate",1.45463657769521e-27,0.235719339259897
"4233","Pipecolate","Succinate",1.45916807894332e-27,-0.285182564828201
"4234","Citraconic Acid","FAD",1.46262760997391e-27,0.395982650958196
"4235","Glucoronate","iso-Leucine /allo-isoLeucine",1.4831152112561e-27,0.273124365560306
"4236","3-(4-Hydroxyphenyl)Propionate","Deoxyguanosine",1.50057950088862e-27,-0.315328062997939
"4237","1/3-Methylhistidine","DHAP/D-GA3P",1.50179761321438e-27,0.411239964317573
"4238","Betaine","Niacinamide",1.50298078594244e-27,0.222000061521425
"4239","Adenosine","PEP",1.54004879161126e-27,-0.251776431142145
"4240","2-Hydroxyphenylacetate","Ethanolamine",1.55367040376315e-27,0.299824663939217
"4241","Glucose","Threonine",1.60862365804548e-27,-0.351010489402935
"4242","Glutaric Acid","Niacinamide",1.61274959636389e-27,0.250176874096404
"4243","Fructose","Guanine",1.65137701592024e-27,0.358516103232951
"4244","Azelaic Acid","Cadaverine",1.66231541084511e-27,0.381094466147836
"4245","Alpha-Ketoglutaric Acid","Linoleic Acid",1.66262466000683e-27,-0.317296748592697
"4246","3HBA","iso-Leucine /allo-isoLeucine",1.6854108609515e-27,0.343627918422591
"4247","Alanine","Sorbitol",1.69518571496502e-27,-0.362884124396321
"4248","3HBA","Homocitrulline",1.70769444928232e-27,-0.338706204435695
"4249","2-Aminoisobutyric Acid","Sorbitol",1.72238111806839e-27,-0.285674736226891
"4250","Deoxycarnitine","Pyruvate",1.72404279618529e-27,0.311636777507767
"4251","2-Hydroxyphenylacetate","Indole-3-Carboxylic Acid",1.73729526989667e-27,0.32049586268418
"4252","Azelaic Acid","NAD",1.7586570944931e-27,-0.333230797625273
"4253","gamma-Aminobutyrate","Methionine",1.76239054945782e-27,0.319326955612292
"4254","FAD","Imidazoleacetic Acid",1.83817904308318e-27,-0.26383463041004
"4255","1-Methylnicotinamide","Spermidine",1.84078926397805e-27,-0.203051462671875
"4256","Indole-2-Carboxylic Acid","Pseudouridine",1.91035960252614e-27,0.247777538527792
"4257","SAH","Trigonelline",1.93650695766303e-27,-0.522040050447568
"4258","Cystathionine","Uracil",1.97973158596308e-27,0.439724384016734
"4259","Indole-2-Carboxylic Acid","Lysine",2.02948095472529e-27,-0.340797932880125
"4260","3-Hydroxyisovaleric Acid","Acetylcarnitine",2.03061648397963e-27,-0.242855824540896
"4261","Glycerophosphocholine","Pseudouridine",2.03850617162105e-27,-0.424159463533175
"4262","Kynurenic Acid","Ribulose 5-Phosphate",2.11330853452695e-27,0.27306284413547
"4263","Palmitic Acid","Threonine",2.13161855000865e-27,0.272386108462272
"4264","N-Ac-Alanine","NADH",2.14782300677734e-27,0.200529084253591
"4265","L-2-Aminobutyric Acid","Niacinamide",2.15612889781625e-27,-0.271217201390384
"4266","6-Methyladenosine","Retinol",2.22562031129176e-27,0.255652280906826
"4267","Azelaic Acid","Margaric Acid",2.26782899579472e-27,0.368051924082562
"4268","Linolenic Acid","Sedoheptulose 7-Phosphate",2.28278910418862e-27,-0.320311298409671
"4269","Arginine","Myristic Acid",2.31230910143078e-27,0.373342766618475
"4270","Histamine","Ribose-5-P",2.41771651001971e-27,-0.193454120397428
"4271","7-Methylguanine","Myristic Acid",2.42589316623602e-27,0.402626964840506
"4272","2-Hydroxyphenylacetate","NAD",2.44311923821553e-27,-0.395552000984343
"4273","Kynurenic Acid","Threonine",2.44311923821553e-27,-0.381894244670706
"4274","DHAP/D-GA3P","Imidazoleacetic Acid",2.45956815984096e-27,0.340982497154634
"4275","6-Methyladenosine","S-Adenosylmethionine (SAM)",2.46841710425314e-27,-0.285059521978529
"4276","2'-Deoxycytidine","N-AcetylGlycine",2.49503753952902e-27,-0.330769940631825
"4277","Acetylcarnitine","Biopterin",2.4951620888955e-27,-0.240087360423267
"4278","Biopterin","Lysine",2.49635464171991e-27,-0.405087821833954
"4279","Betaine","Ethanolamine",2.50000733054092e-27,0.284567350579839
"4280","Arabitol/Xylitol","Creatine",2.56010164531162e-27,-0.211356855024762
"4281","Asparagine","Cysteinyl-Glycine (Cys-Gly)",2.59182518083682e-27,0.201697991325479
"4282","Cadaverine","iso-Leucine /allo-isoLeucine",2.61855822118495e-27,0.408286935925436
"4283","3-Hydroxypropionic Acid","Sedoheptulose 7-Phosphate",2.69507566733224e-27,0.401950229167307
"4284","Adipic Acid / 3-Methylglutaric Acid","NAD",2.74889069601366e-27,-0.337537297363807
"4285","SAH","Sedoheptulose 7-Phosphate",2.78056534183214e-27,0.176351164292965
"4286","Dimethylglycine","FAD",2.80810500247838e-27,0.343197268448737
"4287","Acetylcarnitine","Ribose-5-P",2.81628596029363e-27,0.273001322710634
"4288","Glucose","Glutamine",2.82828345293077e-27,0.304131163677751
"4289","4-Guanidinobutanoate","S-Adenosylmethionine (SAM)",2.86506296122978e-27,0.344919868344151
"4290","1-Methyladenosine","Glycerol-3-P",2.88223185314933e-27,-0.290165800239933
"4291","cGMP","iso-Leucine /allo-isoLeucine",2.93589473212711e-27,-0.28536712910271
"4292","Deoxycarnitine","Hydrocinnamic Acid",2.94534420657612e-27,-0.310836998984896
"4293","n-Glycylproline","NAD",3.00855223554822e-27,0.369097788304777
"4294","Anthranilic Acid","Xanthosine",3.05789553616707e-27,-0.457381032944723
"4295","Asparagine","Deoxyguanosine",3.07705661284232e-27,0.328186040788705
"4296","Homocitrulline","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",3.08920627034198e-27,0.199052570057522
"4297","Histamine","L-2-Aminobutyric Acid",3.11689301820593e-27,-0.129533359992617
"4298","Glucoronate","N-Ac-Alanine",3.16491250096249e-27,0.252084038266326
"4299","Adenine","SAH",3.1654499185402e-27,-0.211972069273124
"4300","Glutamine","N6-Trimethyllysine",3.17573249138018e-27,0.241748438893845
"4301","Dimethylglycine","Lysine",3.17764661785123e-27,-0.397889815128118
"4302","S-Methylcysteine","UDP-GlcNAc",3.21052106998201e-27,-0.321418684056723
"4303","3-(4-Hydroxyphenyl)Propionate","Aspartic Acid",3.26018876852248e-27,0.34947245378203
"4304","Linolenic Acid","Xanthine",3.31365297799695e-27,0.344919868344151
"4305","Cysteinyl-Glycine (Cys-Gly)","Niacinamide",3.35084544027548e-27,-0.38410901596481
"4306","Alanine","Pyroglutamic Acid",3.36212395405636e-27,0.3195115198868
"4307","Dimethylglycine","o-Phosphoethanolamine",3.37004513684012e-27,0.427912270448183
"4308","L-Kynurenine","Threonine",3.4393494879233e-27,-0.242732781691224
"4309","Adipic Acid / 3-Methylglutaric Acid","Cysteinyl-Glycine (Cys-Gly)",3.54786685224874e-27,-0.287089728998124
"4310","Histamine","N6-Acetyl-Lysine",3.54786685224874e-27,-0.364053031468209
"4311","N-AcetylGlycine","Succinylcarnitine",3.57405477870226e-27,-0.433080070134424
"4312","2-Aminoisobutyric Acid","2-Hydroxyglutarate",3.62341842001899e-27,-0.317911962841059
"4313","Putrescine","Threonine",3.69756353182223e-27,-0.360853917376726
"4314","Acetylcarnitine","Riboflavin",3.70472013216884e-27,-0.253375988187886
"4315","2-Aminoisobutyric Acid","N-Ac-Phenylalanine",3.77124178704829e-27,0.252576209665016
"4316","2-Aminoadipate","Xanthurenic Acid",3.83504733934809e-27,0.692762004368021
"4317","6-Methyladenosine","Asparagine",3.83841804496234e-27,-0.261004644867575
"4318","Indole-2-Carboxylic Acid","Pyroglutamic Acid",3.84812536093838e-27,0.282721707834753
"4319","Fructose","Phenylacetic Acid",3.95583517254727e-27,-0.368605616906087
"4320","2-Aminoisobutyric Acid","Hypotaurine",3.95747791352176e-27,0.387308130056292
"4321","DHAP/D-GA3P","N-Ac-Phenylalanine",3.95747791352176e-27,-0.315512627272448
"4322","Hypoxanthine","Pyroglutamic Acid",3.97280608266243e-27,0.344427696945461
"4323","1-Methyladenosine","betaAlanine",4.10868832729932e-27,-0.429757913193269
"4324","2-isoPropylmalic Acid","3-Aminoisobutyrate",4.16078727484414e-27,0.38232489464456
"4325","6-Methyladenosine","Urate",4.16722463159191e-27,0.289673628841244
"4326","Maleic Acid","N-AcetylGlycine",4.16722463159191e-27,0.475837460395583
"4327","Carnitine","Retinol",4.1734621628541e-27,-0.232089575194561
"4328","Azelaic Acid","Oxalacetate",4.2081577113973e-27,0.370697345350518
"4329","G1P/F1P/F6P","Glycerol-3-P",4.23972351100791e-27,0.456704297271525
"4330","Glucoronate","Sorbitol",4.3346634482437e-27,-0.312621120305146
"4331","Histamine","Methionine",4.36210679792468e-27,-0.162754929404165
"4332","Choline","Niacinamide",4.40257848814828e-27,0.292934264357562
"4333","DHAP/D-GA3P","Glyceraldehyde",4.4427859688422e-27,0.306468977821526
"4334","Citrulline","Deoxycarnitine",4.46881970454563e-27,-0.168784029038112
"4335","Myristic Acid","Urate",4.5055328323886e-27,0.393583315389584
"4336","2-isoPropylmalic Acid","Pyruvate",4.53329509773547e-27,-0.326586483742963
"4337","Glutamine","Neopterin",4.53674346199234e-27,-0.452151711833646
"4338","Acetylcarnitine","Deoxyguanosine",4.58385165584585e-27,0.342212925651358
"4339","2-isoPropylmalic Acid","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",4.70403372390685e-27,-0.318773262788766
"4340","Biopterin","Histidine",4.7599600834472e-27,-0.247531452828447
"4341","G1P/F1P/F6P","Pseudouridine",4.85788791753464e-27,-0.30819157771694
"4342","Erythrose-4-Phosphate","n-Glycylproline",4.93056341988761e-27,0.306222892122181
"4343","G6P","Glycerol-3-P",4.96890850254946e-27,0.441385462487311
"4344","Adipic Acid / 3-Methylglutaric Acid","Arginine",4.99445760228139e-27,0.485680888369375
"4345","G6P","Pseudouridine",5.09748472085191e-27,-0.310283306161371
"4346","Glycerol-3-P","Taurine",5.09748472085191e-27,-0.356485896213356
"4347","Acetylcarnitine","Urate",5.13141745896222e-27,-0.254175766710757
"4348","Cholecalciferol","L-Kynurenine",5.15499095333768e-27,-0.375311452213233
"4349","N6-Acetyl-Lysine","UDP-GlcNAc",5.21709200016284e-27,0.261373773416592
"4350","Cystathionine","Sucrose",5.32016202255537e-27,-0.349226368082685
"4351","Adenosine","Creatine",5.35404430882711e-27,0.0897905195484327
"4352","Adipic Acid / 3-Methylglutaric Acid","Niacinamide",5.58349055171892e-27,0.296440985573226
"4353","Deoxyguanosine","Kynurenic Acid",5.67474388127384e-27,0.38183272324587
"4354","Adenine","Kynurenic Acid",5.69991178762311e-27,-0.365714109938786
"4355","4-Pyridoxic Acid","IMP",5.78502177041489e-27,0.533483035467101
"4356","3-Hydroxyisovaleric Acid","Niacinamide",5.86985854008849e-27,0.316066320095973
"4357","2-Hydroxyphenylacetate","Xanthine",5.96683470148057e-27,0.324925405272386
"4358","Linoleic Acid","UDP-GlcNAc",6.00087007819406e-27,-0.267095265926359
"4359","N-Ac-Phenylalanine","Thiamine",6.12968919134146e-27,-0.313051770279
"4360","Aspartic Acid","Sarcosine",6.20624612543908e-27,0.459103632840136
"4361","Phenylacetic Acid","Thiamine",6.21591193812464e-27,-0.412654957088806
"4362","Cystine","GMP",6.27134249325998e-27,-0.458303854317266
"4363","Suberic Acid","Urate",6.30488768169218e-27,0.38490879448768
"4364","Glucose","Homocitrulline",6.33397515944348e-27,0.221200282998554
"4365","betaAlanine","Glutamine",6.35455710480974e-27,0.401088929219601
"4366","Margaric Acid","Myristic Acid",6.46158768958887e-27,0.39235288689286
"4367","Asparagine","Fructose",6.50283780391111e-27,0.265864837429635
"4368","6-Methyladenosine","Ribose-5-P",6.55884827796354e-27,-0.259774216370851
"4369","Ergocalciferol","Fructose",6.6575124375255e-27,-0.303762035128734
"4370","iso-Leucine /allo-isoLeucine","Phenylacetic Acid",6.66737520119016e-27,0.461810575532929
"4371","Adenine","Arginine",6.72466795723499e-27,0.391614629794826
"4372","Imidazoleacetic Acid","Thiamine",6.83608650066516e-27,0.359377403180658
"4373","Adipic Acid / 3-Methylglutaric Acid","N2,N2-Dimethylguanosine",6.88140703034546e-27,-0.411732135716263
"4374","1/3-Methylhistidine","iso-Leucine /allo-isoLeucine",6.88475427248391e-27,-0.437817219846812
"4375","1-Methyladenosine","Hypoxanthine",6.95507046300918e-27,0.285121043403365
"4376","Alanine","SAH",7.2813647482491e-27,-0.387861822879818
