"","1-Methyladenosine","1-Methylnicotinamide","1/3-Methylhistidine","2'-Deoxycytidine","2-Aminoadipate","2-Aminoisobutyric Acid","2-Hydroxyglutarate","2-Hydroxyisobutyrate/2-Hydroxybutyrate","2-Hydroxyphenylacetate","2-isoPropylmalic Acid","3-(4-Hydroxyphenyl)Propionate","3-Aminoisobutyrate","3-Hydroxyisovaleric Acid","3-Hydroxypropionic Acid","3-Methyl-3-Hydroxyglutaric Acid","3HBA","4-Guanidinobutanoate","4-Hydroxybenzoic Acid","4-Pyridoxic Acid","5'-Methylthioadenosine","5-Methylcytidine","5,6-Dihydrouracil","6-Methyladenosine","7-Methylguanine","Acetylcarnitine","Acetylcholine","Adenine","Adenosine","Adenylosuccinate","Adipic Acid / 3-Methylglutaric Acid","ADP","Agmatine","Alanine","Allantoin","Alpha-Ketoglutaric Acid","Aminolevulinate","AMP","Anthranilic Acid","Arabitol/Xylitol","Arginine","Argininosuccinate","Asparagine","Aspartic Acid","Azelaic Acid","betaAlanine","Betaine","Biopterin","Cadaverine","cAMP","Carnitine","Carnosine","cGMP","Cholecalciferol","Cholesteryl Sulfate","Choline","Citraconic Acid","Citrulline","Creatine","Cystathionine","Cysteinyl-Glycine (Cys-Gly)","Cystine","Cytidine","D-Leucic Acid","DCDP","Deoxycarnitine","Deoxyguanosine","DHAP/D-GA3P","Dimethylarginine (A/SDMA)","Dimethylglycine","Ergocalciferol","Erythrose-4-Phosphate","Ethanolamine","FAD","Fructose","G1P/F1P/F6P","G6P","gamma-Aminobutyrate","Glucoronate","Glucosamine","Glucose","Glutamic acid","Glutamine","Glutaric Acid","Glyceraldehyde","Glycerol-3-P","Glycerophosphocholine","Glycine","GMP","Guanine","Guanosine","Histamine","Histidine","Homoarginine","Homocitrulline","Hydrocinnamic Acid","Hypotaurine","Hypoxanthine","Imidazoleacetic Acid","IMP","Indole-2-Carboxylic Acid","Indole-3-Carboxylic Acid","Inosine","iso-Leucine /allo-isoLeucine","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Kynurenic Acid","L-2-Aminobutyric Acid","L-Kynurenine","Lactate","Lactose/Trehalose","Leucine /D-Norleucine","Linoleic Acid","Linolenic Acid","Lysine","Maleic Acid","Margaric Acid","Methionine","Myristic Acid","N-Ac-Alanine","N-Ac-Arginine","N-Ac-L-Glutamine","N-Ac-Phenylalanine","N-Acetyl-Aspartate (NAA)","N-AcetylGlycine","n-Glycylproline","N2,N2-Dimethylguanosine","N6-Acetyl-Lysine","N6-Trimethyllysine","NAD","NADH","Neopterin","Niacinamide","Nicotinic Acid","o-Phosphoethanolamine","Ornithine","Orotate","Oxalacetate","Oxidized Glutathione","Palmitic Acid","Pantothenate","PEP","Phenylacetic Acid","Phenylalanine","Phosphorylcholine","Phosphoserine","Phosphotyrosine","Pipecolate","Proline","Pseudouridine","Putrescine","Pyridoxamine","Pyroglutamic Acid","Pyruvate","Reduced Glutathione","Retinol","Riboflavin","Ribose-5-P","Ribulose 5-Phosphate","S-Adenosylmethionine (SAM)","S-Methylcysteine","SAH","Sarcosine","Sedoheptulose 7-Phosphate","Serine","Sorbitol","Spermidine","Suberic Acid","Succinate","Succinylcarnitine","Sucrose","Taurine","Thiamine","Threonine","Trigonelline","Tryptophan","Tyrosine","UDP-GlcNAc","UDP-Glucose","UMP","Uracil","Urate","Uridine","Valine","Xanthine","Xanthosine","Xanthurenic Acid"
"1-Methyladenosine",0,7.70384637087272e-89,6.48073790659665e-49,0.777240398073047,2.14973495459921e-06,3.31928044557412e-59,1.18780227947797e-35,9.77015911703799e-07,1.17217522782046e-17,8.00185650353536e-33,5.11103481251909e-57,4.37629843230222e-34,8.25373811855724e-41,3.84611579054664e-30,0.676757856579045,5.63656268149709e-39,1.25955070365986e-67,4.24821456835473e-07,1.04701689519861e-17,0.00318211779054815,1.35461405390158e-11,0.00310114617732393,0.00406844527086771,4.68499056198351e-14,1.0220463602665e-11,0.208269625335783,1.6758469167046e-11,4.1541953156863e-13,3.00570479486102e-57,4.81510957619185e-07,0.171150880113874,0.981365365062955,5.54880760310264e-83,3.23601677728978e-30,5.9696853694207e-22,0.0420352299133056,0.671030703695789,0.000159906013046637,0.00528644743600148,4.96634022264695e-73,0.377607784658533,1.71587504101575e-53,9.28420136584606e-09,6.70991171626237e-10,4.41032885422572e-39,1.35949426570669e-41,1.14830116570916e-108,2.40326308607968e-81,2.06411692227811e-25,7.31156848015307e-21,0.000206441719624686,3.99734233745287e-28,3.50030745090599e-13,2.03211309797726e-06,7.01809188981131e-49,9.8656221508469e-46,1.22557813966791e-47,0.0002680691336879,0.0102445671543287,3.25683076644092e-18,1.48545367212619e-48,0.957875401955738,3.05202506573801e-10,1.48177296302922e-10,2.41040141844894e-56,1.51834226687223e-06,1.80655354068168e-65,0.00492107382875542,9.70177759841705e-19,5.19708731779448e-50,1.37634987548723e-48,1.0576243532779e-05,1.2510350629686e-53,8.69889229587493e-25,3.56087608188181e-50,2.99325777742331e-48,1.33370916627178e-23,2.86683269573289e-34,3.76468461791683e-49,1.32372109723941e-61,1.22269176671208e-08,2.77026357557334e-24,2.39142507056525e-16,1.64687619709286e-54,9.40793897308951e-27,2.15622215561831e-27,0.00360615006265358,4.62268522781261e-14,0.00398782458927065,9.99802849149274e-11,5.88743310470858e-13,8.61796117285445e-24,1.56793394729201e-45,2.64351894777515e-32,9.76468348535568e-30,2.71600779298617e-19,3.67695296049619e-13,1.35891724313526e-60,1.27993035077023e-08,4.76071935608613e-91,1.6720637015478e-95,2.40257342563032e-11,9.43990530968115e-18,1.48952014813982e-34,1.05305089687901e-25,4.34085582040308e-32,8.34861341588654e-77,0.252905144563353,0.712274951940616,8.81424330997447e-11,7.63160898859185e-56,5.35501899308582e-55,5.01463987780351e-40,5.80078101591394e-32,1.15723238143677e-18,9.91047306825431e-49,1.61831280626759e-46,1.02682277680416e-44,1.61330415536336e-06,4.26786679053685e-10,2.12206779482127e-64,0.215579092725846,0.0511970263438233,4.23497489389268e-17,0.0702928856660576,1.78538395927221e-45,4.31201209868563e-76,0.710987927299703,1.24780900380009e-21,1.22474116048433e-81,6.01958293128786e-05,0.0055019144479529,5.28514251185193e-06,0.499332508789076,0.00280679208955731,8.50693425494644e-82,0.576095327281738,1.31237094487818e-101,3.18829397300905e-25,1.31250890636997e-55,1.51197194761816e-52,4.71716862784596e-06,0.0647639545142845,3.51417860854116e-05,8.30769932078464e-07,0.00340595266541696,5.79691859663873e-28,3.16750836371443e-31,1.86621085735855e-33,4.45292257819758e-73,1.78775868838403e-20,3.74227452638408e-21,8.74900184378915e-15,4.87912561221053e-40,1.24705559230671e-33,1.35989182876201e-36,3.60280365484991e-68,1.95741581251205e-36,2.61963573332567e-71,4.98502813425818e-34,1.12478438495039e-32,1.74137773945495e-41,0.000117814034031335,3.6069400947258e-25,1.83754765230982e-16,1.9793456232418e-07,0.159163903886661,2.14935763680246e-29,0.108003735930209,2.0151841154411e-74,2.7774940962401e-14,1.75175804801697e-15,0.0115299623644534,0.303894905611262,1.64285893149936e-70,1.65693471132249e-21,2.89593984796765e-41,0.493870923320284,5.1177358078373e-14,4.28402656670287e-83,3.48713102889427e-38,0.00489898570648009,4.86001088679702e-43,4.54982353793334e-05,0.855721600966398
"1-Methylnicotinamide",7.70384637087272e-89,0,3.72939065525471e-91,0.00729224285934564,0.0116217476302755,2.21595181209546e-41,9.12617139513238e-38,4.96223905054789e-15,8.33595281337826e-36,6.57009410339977e-45,5.43490242961656e-91,1.33355681462192e-20,1.26949443204727e-77,5.84168717456608e-28,0.0397314462436712,6.04065801236809e-64,8.46885973240626e-60,5.74077512286002e-07,2.12432652089122e-09,0.321941093698711,0.00281438143468656,1.07992897581672e-07,5.19113838132236e-06,6.42649321644809e-06,4.24703541411752e-10,0.985824696587628,5.34629987963827e-22,3.46067571170361e-24,3.22835193081269e-42,5.53685782470063e-17,0.142530954119177,0.00705236077494381,1.33510998440821e-71,8.2764903541103e-41,2.17974744634987e-40,0.000129100559911249,0.225108021815085,0.0332630010020293,1.61616303391478e-06,5.13943802455627e-118,0.0140419760664825,4.45261219982666e-60,2.38530411755591e-19,6.55910892604546e-22,3.68174923306279e-27,1.19144132428437e-75,5.9573469556452e-110,5.78524517379149e-206,1.76506284118628e-37,2.19780276017807e-30,0.218492372602217,1.3981968675864e-39,6.16405066416214e-29,1.63921944366292e-12,1.19515365490321e-88,3.18302988137028e-77,1.00669418393291e-49,8.23593438270214e-12,2.74555347492552e-06,1.12153353592863e-34,4.86640532217892e-29,0.0404563932781258,7.35382541573238e-24,3.55572599462332e-16,3.42726210185198e-51,1.58315606152777e-09,1.01795663844705e-53,2.32476827592726e-08,4.96949950063699e-14,1.60309700336358e-84,4.42745773076038e-72,1.58874778004923e-10,4.21782034129012e-58,1.362436628051e-22,3.72638940972718e-71,2.11713864164778e-66,1.16297849283093e-27,3.72229305428372e-19,2.2679870118523e-74,3.55016701902937e-82,3.07778224792183e-05,1.27550651815087e-16,2.17036595824305e-33,5.13949182251182e-84,1.38317702162761e-24,1.4046147633647e-28,0.368070257974427,1.34862007964848e-06,0.000156164734323275,1.206214169276e-07,4.68170894826222e-28,3.43241606691749e-29,1.79746306963403e-70,2.32179911596691e-34,3.72796414799491e-57,6.63356284777299e-12,1.05650849346717e-20,2.22758896828173e-72,0.00297163434467798,1.38512574998604e-96,6.85914098574946e-106,4.05733611270427e-07,2.47049181713637e-20,1.03934007017853e-22,2.88068040132876e-43,8.70581211498329e-49,5.0458778896143e-79,0.67927285723367,0.566637554945604,1.01796286047857e-12,1.34991966028539e-63,1.42343886684039e-38,9.23822792498504e-29,4.82460228160065e-61,2.41468503918795e-34,2.2733948262573e-67,7.31175943362529e-30,1.02800936524169e-31,0.00210064002140637,2.93231745958197e-13,4.8597669052137e-45,0.0478019254020255,7.47149407181234e-07,3.64810680601108e-30,0.067112996176076,7.31562669641941e-66,2.29630428589157e-70,0.0405613641847462,7.13096230005115e-12,1.73559132492933e-42,6.58252408213216e-11,9.5549083709534e-05,0.0340511268216558,0.123010990434332,0.000292949645267904,3.77119686227105e-216,0.0207871392500628,3.7218816489457e-139,1.58972243966579e-22,5.98878522628944e-98,1.57830789299178e-106,1.38613346972908e-08,0.763335774933541,0.156649483116116,7.11911834579421e-14,0.0321566538987789,3.09716752091253e-24,3.08288046596705e-29,7.91926927247855e-36,1.70494320341059e-107,3.5190395108345e-19,2.01238413568945e-40,2.40381921487983e-06,2.59794443333353e-74,1.29558652272315e-34,1.45021228857393e-49,5.21247160064196e-57,2.65980688153312e-70,1.46999945298591e-81,7.22280004336343e-60,8.0419097007229e-40,1.1238646518696e-60,5.84182122057273e-07,5.00048479621529e-12,3.88340293371538e-29,1.02153559073311e-17,0.867952919558571,2.84598361267416e-59,0.000102670878732404,1.39226638933619e-96,5.19722280352349e-22,1.62005475144494e-14,1.97043628013778e-06,0.256813269613843,7.9167195659448e-87,3.10060279256217e-41,1.31899729380261e-31,0.302628254971685,7.73161425266111e-07,6.8944774140093e-127,9.96858629082947e-58,0.0237471315864916,5.72290179455831e-60,0.0079326474602438,0.0301073318228897
"1/3-Methylhistidine",6.48073790659665e-49,3.72939065525471e-91,0,5.17566758636991e-07,0.487637421781321,2.70111394201914e-21,1.38445018820445e-21,3.85815244563797e-26,9.89665362973975e-64,1.8403039912724e-37,9.76851329054716e-98,1.48028240353818e-08,3.65437862917151e-112,3.41251981403909e-24,0.000295513683711384,1.03393192708554e-80,1.25214481453604e-45,5.34097298041171e-07,0.00409397361333798,0.525628537311642,0.511239151106035,1.06044508569531e-15,5.11020484074022e-13,0.00829797703719526,1.60901552672951e-13,0.00475949974103333,4.10846579553092e-35,5.27202128104603e-36,2.33770348320116e-27,1.63476028386282e-33,9.69462093883786e-07,1.22445849256639e-08,6.11152439603967e-39,2.87655379837409e-38,5.39590621954954e-69,1.98819628386603e-06,9.66450868884704e-05,0.0213013478979075,1.12402974947187e-13,4.19384011618244e-94,3.74042906023233e-07,1.58887778183087e-61,2.80724309954848e-37,2.8243037383936e-41,8.03312444227424e-21,8.94715475053897e-105,1.76166298880878e-68,1.92679182954793e-100,3.5760032370875e-51,1.60641265921727e-31,0.0168864634849706,1.39045273113065e-49,2.56863773931199e-54,1.64430629482137e-25,2.98242930828374e-138,9.12368124327204e-82,8.03225571360294e-36,9.54007865746464e-24,6.39754057542199e-08,4.53032425854705e-52,6.06584264642122e-13,0.0584851225485728,1.14062849693852e-44,5.24189928908766e-17,2.87626630439978e-42,1.55219411597462e-13,3.04007906010739e-27,1.34915289352511e-12,1.41145705925866e-09,6.64279788016203e-91,1.29413074956325e-77,3.44054834204286e-20,8.54450890630345e-37,5.21905455657951e-22,1.17947136239488e-69,7.26473371642692e-66,2.66766436516698e-25,2.3904012352844e-09,1.0745265795674e-102,1.29055371883703e-79,0.16755179106563,8.59620469506844e-15,4.71313823115701e-58,1.70763924599146e-104,1.55270266572238e-12,1.09291362914368e-20,0.350655022075258,0.214602799001439,5.85503804559844e-07,7.4772074523057e-06,7.44508513053255e-45,1.5922343514334e-31,7.63047712396861e-74,4.88162544891059e-20,5.89643593440736e-92,3.70659068380281e-05,5.14570368417401e-30,2.14718369499105e-66,0.46211849390743,8.28307943421002e-60,8.56266970886614e-62,0.0391018450833248,1.33823059980395e-17,3.26372741638551e-11,1.31996859884987e-49,7.24337918371222e-56,3.59635333833882e-53,0.00659402122162944,0.342193205508902,1.31882017403455e-11,7.57140475470968e-45,1.7585199869467e-20,6.18067751259454e-18,1.81502034497777e-98,2.98185417937834e-47,9.30730418501377e-61,1.09158327359084e-17,1.65080878532626e-16,0.0102261707589285,5.57099272866328e-18,4.52216881366631e-30,8.87009649065149e-07,1.36371251280167e-14,1.29834052927575e-42,1.71386571641939e-06,2.61025949001783e-62,1.51162234428273e-47,1.29809067648896e-07,0.000466900347129149,1.45404468460882e-24,6.3053500414638e-18,1.30790474968631e-05,0.540578803857183,0.00404809371228259,0.000180818483944199,6.57203775207246e-99,6.5528585488374e-05,1.6280488164863e-73,1.8372175640794e-19,3.69238482987394e-114,1.47811132304033e-119,2.07632472852433e-07,0.00866003324967301,0.284308166649672,1.11235947239869e-25,0.602410589604097,1.0278174431199e-14,4.74987424161982e-20,1.66830713010351e-32,1.19724727945736e-91,7.19033672927368e-14,2.78472167288676e-72,0.204721329734602,5.04233812457893e-96,2.5625717742937e-27,1.79395509107423e-47,3.95565066111434e-32,1.39380902055e-97,9.40973794757394e-50,7.36285844277392e-71,4.0646146962283e-51,1.8738911020928e-68,3.72194532183657e-06,5.88111289398179e-05,6.96384719674408e-47,5.43360973138179e-35,0.0213120429611107,5.29634580209877e-99,4.35308651816675e-08,1.15767593631659e-71,6.56284753735743e-26,7.19343927166699e-13,8.18879792299414e-11,0.00803173659562605,3.62472959511012e-55,1.96718249507176e-67,1.33729506898643e-18,0.240467042416182,0.0180071417635128,4.7841494882691e-97,5.72423572308973e-55,0.0904931433613265,2.51342018563175e-64,0.0936123272190336,4.12842394039139e-05
"2'-Deoxycytidine",0.777240398073047,0.00729224285934564,5.17566758636991e-07,0,3.59382739705112e-09,0.0951675646334134,0.19907956770838,1.02938600724801e-08,1.47264410888319e-22,2.06316297600466e-06,1.82418753217081e-05,7.01911642408589e-05,1.77993865561509e-09,0.257111794510433,8.48802197930077e-08,3.62170712600871e-08,0.874466904976725,0.0844062766509834,1.07358139520618e-10,1.81965823491486e-08,1.16989059266681e-12,5.58335594745902e-09,4.82530526614571e-07,7.16865165663144e-05,0.577596418709002,4.99593758018993e-12,6.10104498940241e-11,1.09944609207154e-12,0.520092456230382,5.59721113454673e-30,1.02349289938638e-24,8.84059089134427e-16,0.931595155956832,1.52664139384219e-07,2.6347973476902e-15,2.27010756085234e-08,6.21863147545363e-05,6.36273164123783e-08,3.59820180114965e-12,0.000113941827812141,2.57864588016114e-28,0.00746133598151321,7.67454826067871e-23,1.16603322565196e-28,0.0175591487642886,9.77867024227575e-10,0.0496766070546666,0.00175349366164301,7.3495760551271e-10,0.00222938935824557,7.78583659718778e-24,2.48787533890859e-08,4.55758340545083e-26,2.63656646498127e-22,7.91412748119553e-08,1.697005052245e-08,0.0399901732949666,1.8423725896561e-30,1.77940067743698e-12,8.96165129985174e-13,8.06092839526259e-05,8.83486302264014e-22,1.59891451318065e-23,0.000628312701807365,0.946663292152659,0.164144164569299,0.0574268481569468,2.19721957437995e-15,0.00361995243558279,5.26416010920765e-09,1.13547555726021e-05,1.34520232930686e-09,0.780937341353302,0.298952057897352,9.31136923319861e-05,0.000126287075397772,1.82361406726454e-05,8.14522583877347e-11,1.90344095155979e-07,0.000176201702371116,0.0133498078490036,0.0437365952202808,3.97951830548087e-24,1.08904872431207e-06,0.635970798397801,0.754614116342492,1.17799370112883e-15,2.19529568292086e-10,0.539866437906552,2.57834803956162e-08,1.58520306305782e-23,8.8798797511566e-05,0.000104828862100011,0.427257448971195,2.10104061535126e-14,0.00938425126517665,1.29190359345556e-05,0.0845758740853004,3.55508764177565e-11,0.100639806853642,0.120390839092237,0.0067838862308001,0.890240695102154,0.14402741725778,1.10133320018107e-06,0.000280527609357423,0.198728806418189,5.65070295398993e-07,0.958043064946846,0.000692606334246745,0.0472912181589271,0.0189950071614037,0.0181567681879587,3.31820862231236e-14,1.69664097565538e-13,1.68290082529405e-05,0.000540239018420274,0.0437502922763148,7.62938747854934e-05,4.17934313188294e-06,0.0872858085616572,5.71220540850393e-22,3.57667483363162e-38,3.5030420244743e-21,2.24152673933855e-18,0.00303977264707298,0.864521380467307,1.56407894987605e-18,8.43172299912996e-12,0.000484470294433248,1.46582211682999e-07,5.87602266865432e-05,0.000109486028579454,4.01534527095249e-23,0.219325024503575,0.00329951791771061,1.2646153778466e-05,0.0787337012059686,0.307567269779514,2.11866074556386e-06,1.82037253010022e-06,5.6488592836976e-06,3.62318163328407e-08,1.63112814510617e-06,1.00242244299734e-13,0.117095893230671,0.150113545273313,0.15179882632319,0.230759212047689,0.00514157897612449,0.0129122003878714,9.70374170211082e-19,4.260981476642e-22,3.43186499957336e-12,0.0661653683700833,2.83819807279947e-07,0.433053749554796,3.12329803116979e-11,0.967057238007614,6.51076153403988e-11,0.000653249070390995,5.51772496596315e-08,0.0221787104616744,9.12500540507412e-13,1.20441821486377e-18,3.64379674246048e-30,0.000117127740327136,2.31908599414007e-14,3.13372876452542e-19,0.00170311480690443,2.95910258026283e-12,0.568658326268902,7.30276056616261e-15,9.95392356492211e-20,0.59200208054384,7.32462057461447e-17,0.465732907911531,0.0855934949483212,3.45733419808881e-11,0.00555576403238087,4.69033413094768e-11,0.000219647990802634,0.00416444209989688,1.58193586990206e-13,3.88825886754905e-06
"2-Aminoadipate",2.14973495459921e-06,0.0116217476302755,0.487637421781321,3.59382739705112e-09,0,5.62342349861029e-08,2.37143604790551e-07,0.68730496991846,0.0276144421522789,0.535861041487898,0.295476152305649,2.26127850468165e-10,0.63449825248517,0.00175721100339045,0.00485869579069905,0.848290515224998,3.82053339473784e-05,0.108882822988372,3.19549122359496e-05,0.0174386331936969,2.07897867169351e-27,3.2691794352488e-05,0.000559516036057866,1.28285951706426e-13,0.18068793609279,5.90761584076861e-07,0.0239412490762367,0.069128536791333,8.40061681164357e-06,0.00246121438011889,2.38816490043211e-12,3.12382099554865e-07,3.80777548672216e-05,0.967356024970292,0.477023066040338,0.563970150563237,0.000315804201340786,0.000217087404891502,0.260755636194057,0.0462965684467037,3.11311182652986e-06,0.0396036666111556,0.0826850123907717,0.00840583548151599,8.23091333229078e-06,0.866203399698976,0.000623255712961171,0.0248964965889614,0.863880332602929,0.0096050737652679,7.43907641996484e-08,0.963376405279486,0.00304011353211532,0.00259202159968214,0.772204560989029,0.218069171370714,2.61538712631454e-07,0.00261894997609991,0.519249694344332,0.0848008733292887,1.81570679150452e-14,1.62524142346907e-06,0.00377546773060838,0.254472479090909,0.000138443422549497,0.00544595832178474,7.46226771568811e-07,2.12083210627422e-17,0.000325082328183435,0.117056474600971,0.591032108477659,3.02437398623203e-05,0.174936919563048,0.00561343633528605,0.443154131415715,0.443396435936409,0.803556765626979,8.96790766650556e-15,0.0510737309803137,0.000820590236298929,0.024192143318979,0.000309480720181288,0.106780125373023,0.0327165717293932,0.000278716462846807,5.31363195740796e-08,4.11110531516401e-10,5.2494890228773e-09,0.00194048037852784,0.000288149833652258,0.000909534016864697,0.00122012126281275,0.760736560964446,0.00180410511604939,0.819794618508906,1.53944767868477e-13,0.0313067541547541,0.00514566077045502,1.42779574238025e-09,0.00195197407241904,0.00295480846179507,1.80081255584987e-06,0.960169087423773,5.58364943621049e-07,0.0586689529048878,0.231212025569623,0.00081680806176776,6.64445023643093e-07,2.95043408067971e-10,0.000420241321827982,0.154838280704187,4.39639913895253e-05,0.00322486129498575,0.55638380792731,0.119806916932447,0.0351487173437404,2.12325587133794e-08,1.04834340093227e-06,0.175755081665526,0.955369331184003,4.04695709522778e-10,1.40124188136029e-06,6.16212801212171e-06,0.251952479960957,9.68040103646181e-18,0.907014307174104,6.73393954196157e-05,2.81426768818212e-07,4.71681981022351e-06,4.87262361504164e-10,0.125248768359171,0.389457436342451,0.0012879047147578,0.0102886665574654,0.906031249503706,0.0124802192466811,0.000888918049569043,0.00222781930411104,0.00493566540296576,0.18767796234863,0.504522261284139,0.0937041704800689,9.26733175687605e-05,1.46964666257445e-11,0.201506304059842,0.00361365727821572,1.25600972386012e-10,0.000132043791698759,0.0524259491616877,0.0140903304790689,3.88169255469915e-05,0.382952473222053,1.88477165479239e-12,0.75974742378276,0.0732292244420729,0.911331258896279,6.29463777609852e-06,0.597052219410668,2.83531763007996e-05,0.358554521984469,0.183722312631251,0.449099100144079,0.0288172593234994,2.36562709097013e-20,0.0884875643655283,0.00218124764297997,0.870544388984796,0.581906725030545,0.00840923953181464,0.0364764390673045,0.46185593788769,0.545306206697104,0.31003707617299,0.0947769728816396,0.000210919642324528,0.272853869054172,8.64715124572501e-05,7.78223651232868e-08,0.000160570633118361,0.0109414893834432,0.916389455053702,0.175586869382241,0.436112313692169,0.00061935807050085,3.32248113188242e-34
"2-Aminoisobutyric Acid",3.31928044557412e-59,2.21595181209546e-41,2.70111394201914e-21,0.0951675646334134,5.62342349861029e-08,0,1.16996432494018e-27,0.0680546617764274,3.43750501541375e-06,1.54872530966081e-33,2.43230060932177e-28,1.05813131258478e-103,1.10448092898154e-20,5.08061973392941e-26,0.00013986421475403,8.90306967323065e-21,1.0475066253126e-43,3.69415530546022e-05,2.91975027966394e-40,9.11522012484867e-05,1.01995184479087e-17,0.777240398073047,0.604807998789814,7.94995094905224e-22,2.52507013776907e-10,0.00100820856749581,0.00776081498092169,0.00512618977682862,2.85291474673979e-57,0.193587585673034,6.93494095685223e-08,0.000244636579970702,2.67838640856186e-103,1.22126639266465e-20,1.31989902090846e-06,0.3459166030354,9.68782878904802e-06,0.000261867908296784,0.0952155843619493,1.10504252046721e-35,0.00665406877135059,7.99578887948688e-26,0.175755081665526,0.0166408476624592,6.9434210486162e-21,1.25408638280379e-17,1.2386156741913e-46,1.70814222238975e-37,3.4135363904958e-14,2.46094245865609e-09,3.34172766221861e-13,9.04375417384291e-15,0.000390964484374026,0.338501957217176,1.84163642929378e-24,1.84171463426029e-22,7.08545080629076e-46,0.748634297666265,0.985107944163559,1.55279736621059e-08,5.15275323299725e-58,0.675058893778012,0.00832086567946428,0.000533361152759709,7.00643995348684e-37,0.00130327949750966,3.98091806623028e-79,0.140528188421166,2.84726277563697e-22,4.81633912737119e-29,2.17692919931056e-31,0.0265465771415961,3.8685301813038e-51,4.27510901963138e-18,1.59983277720532e-34,5.6804074982261e-34,4.70512781668534e-13,1.81493249108982e-43,2.4951921906249e-23,3.10622972819894e-32,9.56873887049254e-11,4.8939468908797e-13,9.8670729084446e-06,1.34837801672637e-25,1.10285609085971e-45,1.7968038990812e-19,0.000155832912769626,6.71824618839544e-34,0.0699215335683174,4.803371912809e-11,8.62969135134775e-06,1.02122953117424e-09,8.66857186428959e-25,3.35713477717872e-45,2.40616955138086e-12,1.55739217904908e-31,1.53142252986763e-07,1.36536571676744e-26,5.32374629848682e-23,1.84161063317869e-51,3.32642455192839e-51,2.15964357847197e-16,9.19980183035699e-18,7.45268883408758e-49,3.93536855310548e-15,1.61861140892493e-21,2.99796978909342e-63,0.000603341627420583,0.403663271953975,3.65067418100394e-05,4.95334555165383e-42,1.18775362916399e-62,6.39369167606312e-38,5.33775017156832e-13,8.25348204993462e-11,1.60337290165609e-22,5.21872778544804e-59,4.58456579670195e-82,1.33285867214189e-10,0.0714443139566408,8.78177814459935e-31,1.39709534614424e-06,0.433767322057896,2.48129628244679e-06,3.52681719106971e-06,1.15300723951545e-25,8.00193500671957e-50,2.17055313369707e-05,8.81226090870604e-44,1.04026717317651e-57,0.228533905460707,0.000404427843113749,3.71622171794377e-08,0.00281783854713488,0.329248059932971,1.10415595177875e-37,0.795350755540774,6.92078427752455e-51,3.43318649804361e-24,3.69918796644638e-28,4.47811924159197e-24,0.0111236692363516,7.29768656712949e-06,5.67244941257702e-08,0.853422592167188,9.92940577098547e-09,4.38357863279632e-22,9.39841804993272e-37,2.72503387499892e-26,2.40455019957101e-28,3.74210783940659e-21,9.36125020695378e-08,2.48253065177054e-22,1.88910959795049e-21,1.35390878829041e-27,4.31240479376787e-27,6.40035935487045e-72,5.03805563199348e-16,3.18179724450254e-47,5.66184675047037e-14,2.32869150980749e-18,6.66027277146361e-24,0.000447403137120283,2.94902159176784e-38,1.94402002627906e-06,0.133276714921503,2.2595905261794e-07,1.76593636324455e-13,0.553532038169483,6.0932110942948e-46,0.000122159117381141,1.19899175480049e-17,0.483103443062811,0.00259749365457196,1.96179919744535e-46,2.33652199961356e-08,1.31307877488409e-52,0.513458859458085,5.81977775504516e-29,7.10499038811092e-34,2.09789790496117e-25,7.67967285529173e-05,2.05119922453146e-26,8.5917925303517e-07,0.0122800836991571
