"","rowname","colname","p_M","R_M"
"12047","Kynurenic Acid","n-Glycylproline",0.00453398874186897,-0.106896551724138
"12048","Asparagine","PEP",0.00453414468924106,0.012807881773399
"12049","Linoleic Acid","o-Phosphoethanolamine",0.00453896528331933,0.0822660098522167
"12050","Creatine","Reduced Glutathione",0.00456010041452761,-0.263546798029557
"12051","Pseudouridine","Sorbitol",0.00456896884002975,-0.0694581280788177
"12052","N6-Trimethyllysine","Phosphorylcholine",0.00457444354434037,-0.0807881773399015
"12053","Glutamic acid","Histamine",0.00458421281259621,-0.101970443349754
"12054","Carnitine","L-2-Aminobutyric Acid",0.00459280829279133,0.00541871921182266
"12055","Imidazoleacetic Acid","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",0.00459373126344048,0.0142857142857143
"12056","Guanosine","Ornithine",0.00462077622195034,0.0541871921182266
"12057","Glucose","o-Phosphoethanolamine",0.00462138843429684,-0.130049261083744
"12058","Alanine","Nicotinic Acid",0.00462522001153522,0.182266009852217
"12059","Imidazoleacetic Acid","Linolenic Acid",0.00463005391808212,0.0369458128078818
"12060","Adenylosuccinate","Glutamic acid",0.0046346740495335,-0.0541871921182266
"12061","3-Methyl-3-Hydroxyglutaric Acid","Adenine",0.00464424832841305,0.141379310344828
"12062","Ethanolamine","Guanosine",0.00464899895063468,-0.183251231527094
"12063","Ribose-5-P","Tryptophan",0.00468170819693206,0.0522167487684729
"12064","Sarcosine","UDP-Glucose",0.0046857830305448,0.124137931034483
"12065","N-Acetyl-Aspartate (NAA)","SAH",0.00469892207771764,-0.101970443349754
"12066","3-Aminoisobutyrate","n-Glycylproline",0.00470267456600299,0.0487684729064039
"12067","Alanine","Lactose/Trehalose",0.00470267456600299,-0.102463054187192
"12068","Glycerol-3-P","Histidine",0.00471633013497788,0.115270935960591
"12069","Glucose","Sorbitol",0.00474548129251214,0.266995073891626
"12070","Adenylosuccinate","D-Leucic Acid",0.00475213496236428,-0.17192118226601
"12071","Azelaic Acid","FAD",0.00476166858807462,0.00443349753694581
"12072","1-Methyladenosine","NADH",0.00479464849347108,0.0911330049261083
"12073","4-Pyridoxic Acid","Alpha-Ketoglutaric Acid",0.00479631444537388,0.402463054187192
"12074","G6P","Niacinamide",0.00479965338810879,0.264532019704433
"12075","Agmatine","Erythrose-4-Phosphate",0.00480047573885914,0.0640394088669951
"12076","3-Methyl-3-Hydroxyglutaric Acid","Fructose",0.00482472862346145,0.138916256157635
"12077","Carnosine","Glucoronate",0.00483150142555506,-0.00394088669950739
"12078","4-Guanidinobutanoate","Xanthosine",0.00483411621674335,-0.178817733990148
"12079","Margaric Acid","Ornithine",0.00485192854945722,0.0886699507389162
"12080","Aspartic Acid","N6-Acetyl-Lysine",0.00485378915510064,0.136945812807882
"12081","Betaine","N2,N2-Dimethylguanosine",0.00490566412627832,0.0354679802955665
"12082","4-Hydroxybenzoic Acid","NADH",0.00490946487607339,-0.108866995073892
"12083","Aminolevulinate","Histidine",0.00491200723678719,-0.10935960591133
"12084","Leucine /D-Norleucine","Reduced Glutathione",0.00491614185925983,-0.203940886699507
"12085","Cholecalciferol","Taurine",0.00493097920066631,-0.0669950738916256
"12086","3-Aminoisobutyrate","5,6-Dihydrouracil",0.00493553925002341,0.131527093596059
"12087","Cysteinyl-Glycine (Cys-Gly)","UMP",0.00494163682587333,0.100985221674877
"12088","2-isoPropylmalic Acid","Reduced Glutathione",0.00494967756592792,0.0108374384236453
"12089","Adenosine","N2,N2-Dimethylguanosine",0.00495831104650992,-0.226600985221675
"12090","2-Aminoadipate","cGMP",0.00496566914543921,-0.16551724137931
"12091","AMP","Lactose/Trehalose",0.00496706175892896,0.159605911330049
"12092","Hypoxanthine","Retinol",0.00498249618701561,-0.127586206896552
"12093","Proline","Uridine",0.00499261809121315,-0.0615763546798029
"12094","Dimethylarginine (A/SDMA)","Orotate",0.00500388439999275,0.0827586206896552
"12095","Guanosine","N6-Trimethyllysine",0.00501216464732282,-0.0610837438423645
"12096","3-Methyl-3-Hydroxyglutaric Acid","Carnosine",0.00501683121482892,0.0738916256157635
"12097","AMP","Homoarginine",0.00502726842980912,-0.102955665024631
"12098","2-Hydroxyglutarate","Acetylcarnitine",0.00505119573839243,-0.192118226600985
"12099","1-Methylnicotinamide","AMP",0.0050960091837431,0.103940886699507
"12100","5,6-Dihydrouracil","Oxidized Glutathione",0.00510056540765689,-0.115270935960591
"12101","Glyceraldehyde","Guanosine",0.00512342044072296,-0.0733990147783251
"12102","Hypotaurine","Pantothenate",0.00512342044072296,-0.0807881773399015
"12103","Cysteinyl-Glycine (Cys-Gly)","Niacinamide",0.00513800908569539,-0.20935960591133
"12104","Glucoronate","Lactate",0.00516048965664427,0
"12105","Dimethylglycine","Hypoxanthine",0.00516577192189343,0.070935960591133
"12106","Inosine","Valine",0.0051702915492971,-0.00886699507389162
"12107","5,6-Dihydrouracil","Pyruvate",0.00517441803453777,0.138916256157635
"12108","Palmitic Acid","Sorbitol",0.00519058518786113,-0.20295566502463
"12109","7-Methylguanine","NAD",0.00520414086670622,0.0310344827586207
"12110","Glyceraldehyde","Linoleic Acid",0.00522809295257209,-0.0857142857142857
"12111","Putrescine","Xanthine",0.00527548842787361,-0.107881773399015
"12112","Guanosine","N-Acetyl-Aspartate (NAA)",0.00529828753788039,0.0458128078817734
"12113","Cytidine","Threonine",0.0052991575749657,-0.415763546798029
"12114","Spermidine","Suberic Acid",0.00531513363696632,-0.216748768472906
"12115","Glucoronate","Pyruvate",0.00532484676724466,-0.0660098522167488
"12116","DCDP","Sarcosine",0.00532562681338808,-0.00492610837438424
"12117","3-Hydroxypropionic Acid","3HBA",0.0053336980088535,-0.0630541871921182
"12118","Citrulline","Glucoronate",0.0053394439776263,0.153694581280788
"12119","Asparagine","DHAP/D-GA3P",0.00534227909869491,-0.0310344827586207
"12120","Glucoronate","Pyroglutamic Acid",0.00534370450811349,0.197044334975369
"12121","Cystine","Linolenic Acid",0.00535666268152938,-0.000492610837438423
"12122","Leucine /D-Norleucine","NADH",0.00538741740084751,0.102463054187192
"12123","ADP","Threonine",0.00539330293779569,-0.0600985221674877
"12124","Acetylcholine","Arginine",0.00539577173378833,0.00147783251231527
"12125","N-Ac-Arginine","Phosphorylcholine",0.00539999775595763,-0.0694581280788177
"12126","GMP","Xanthosine",0.00540013835257214,0.234975369458128
"12127","Argininosuccinate","N-Ac-L-Glutamine",0.00540312735751481,-0.178325123152709
"12128","5'-Methylthioadenosine","UDP-Glucose",0.00541361335406677,-0.0822660098522167
"12129","Adenosine","Carnosine",0.00542085315026743,0.152216748768473
"12130","1-Methylnicotinamide","Spermidine",0.00543018402714463,0.236453201970443
"12131","3-Hydroxypropionic Acid","cGMP",0.0054410082786723,-0.124137931034483
"12132","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Niacinamide",0.00545081096415293,0.0507389162561576
"12133","iso-Leucine /allo-isoLeucine","Tyrosine",0.00545969375804093,0.13448275862069
"12134","Hypotaurine","L-2-Aminobutyric Acid",0.00546960797718273,-0.107389162561576
"12135","N-Ac-Phenylalanine","Sarcosine",0.005496201285779,-0.117733990147783
"12136","N-Ac-L-Glutamine","Xanthurenic Acid",0.00549621981986251,0.0970443349753694
"12137","1-Methylnicotinamide","Guanosine",0.00550594532560371,0.00344827586206897
"12138","7-Methylguanine","Methionine",0.00551379308042744,0.0216748768472906
"12139","Erythrose-4-Phosphate","Histamine",0.00551379308042744,0.0472906403940887
"12140","Adenine","Argininosuccinate",0.00553114147093838,-0.0935960591133005
"12141","N-Ac-Arginine","Orotate",0.00554414516876896,-0.16551724137931
"12142","5'-Methylthioadenosine","Xanthurenic Acid",0.00555015220081873,-0.0975369458128079
"12143","ADP","Succinate",0.00556708915636877,0.0389162561576355
"12144","Deoxyguanosine","Dimethylarginine (A/SDMA)",0.0055695427354889,0.252709359605911
"12145","AMP","Orotate",0.0055820929391438,-0.067487684729064
"12146","o-Phosphoethanolamine","Riboflavin",0.00559753934531567,-0.0527093596059113
"12147","Acetylcarnitine","Arginine",0.00560126339754568,0.141871921182266
"12148","Niacinamide","Pyridoxamine",0.00560566889058543,0.111330049261084
"12149","Acetylcholine","N6-Acetyl-Lysine",0.00560940122485986,0.123645320197044
"12150","Reduced Glutathione","Sucrose",0.0056157854962953,-0.246305418719212
"12151","Phenylacetic Acid","Sarcosine",0.00564700009265605,-0.0113300492610837
"12152","gamma-Aminobutyrate","Phosphorylcholine",0.00567419953782569,-0.0428571428571429
"12153","3-Hydroxyisovaleric Acid","Dimethylglycine",0.00568102356457444,-0.150246305418719
"12154","AMP","UDP-GlcNAc",0.00569538109445759,0.210344827586207
"12155","4-Guanidinobutanoate","Phosphoserine",0.00569569413774891,-0.111330049261084
"12156","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Nicotinic Acid",0.00571011141040104,-0.116748768472906
"12157","Guanosine","Riboflavin",0.00571236636839512,0.145320197044335
"12158","Allantoin","Xanthurenic Acid",0.00572424245768592,0.0172413793103448
"12159","2'-Deoxycytidine","Pipecolate",0.00572704840573932,-0.14679802955665
"12160","2-Hydroxyglutarate","5'-Methylthioadenosine",0.00573621495031219,0.192118226600985
"12161","3-Methyl-3-Hydroxyglutaric Acid","Lactose/Trehalose",0.00575840467285081,-0.280295566502463
"12162","Carnitine","Pyroglutamic Acid",0.00576526909905615,-0.0748768472906404
"12163","Allantoin","iso-Leucine /allo-isoLeucine",0.00579471089819556,0.122167487684729
"12164","Cholecalciferol","Linoleic Acid",0.00580908464157262,-0.247783251231527
"12165","Glucoronate","Succinylcarnitine",0.00581684528034756,0.0477832512315271
"12166","Dimethylglycine","Glucoronate",0.00581847786771147,0.322660098522167
"12167","3-Hydroxyisovaleric Acid","cGMP",0.00582031764731468,-0.0926108374384236
"12168","2-Aminoisobutyric Acid","Cholesteryl Sulfate",0.0058266077752243,-0.110837438423645
"12169","Citrulline","Lysine",0.00583516088870432,0.346305418719212
"12170","Adipic Acid / 3-Methylglutaric Acid","Pipecolate",0.00584656612814688,0.0551724137931034
"12171","2-Aminoisobutyric Acid","Allantoin",0.00585980992262057,-0.0758620689655172
"12172","ADP","Cytidine",0.00586103339265879,-0.212807881773399
"12173","Alpha-Ketoglutaric Acid","Xanthine",0.0058656396639138,0.00344827586206897
"12174","Cystathionine","Sorbitol",0.00587446459504873,-0.192610837438424
"12175","Adenylosuccinate","Histidine",0.00589232278585214,0.0556650246305419
"12176","NAD","Threonine",0.00589232278585214,-0.0586206896551724
"12177","Biopterin","Histamine",0.00589314257491141,0.0738916256157635
"12178","2-Aminoadipate","NAD",0.00591571409669438,-0.0793103448275862
"12179","Neopterin","Ornithine",0.00591694542059388,-0.0827586206896552
"12180","Histamine","Ribose-5-P",0.0059323990123085,-0.0236453201970443
"12181","Adenine","Lysine",0.00593412851646863,0.0679802955665025
"12182","Adenosine","betaAlanine",0.00593431710135923,-0.142857142857143
"12183","Palmitic Acid","Threonine",0.00594080239227978,-0.0596059113300492
"12184","betaAlanine","Spermidine",0.00594829789517286,-0.0305418719211823
"12185","6-Methyladenosine","Suberic Acid",0.00595037085167493,-0.0778325123152709
"12186","2-Hydroxyglutarate","Hypoxanthine",0.00595311297269164,0.199507389162562
"12187","betaAlanine","L-2-Aminobutyric Acid",0.00595489189994274,0.260591133004926
"12188","2-isoPropylmalic Acid","UMP",0.00595988382175767,0.367487684729064
"12189","4-Hydroxybenzoic Acid","Anthranilic Acid",0.00598668683372656,0.263546798029557
"12190","Creatine","Linoleic Acid",0.00600707153675,-0.206896551724138
"12191","3HBA","Arabitol/Xylitol",0.00601608464719834,0.104926108374384
"12192","Guanosine","Homoarginine",0.006026705759469,-0.0295566502463054
"12193","Ethanolamine","Tryptophan",0.00605325629401845,0.125615763546798
"12194","Glucoronate","Maleic Acid",0.00606308228398387,-0.0379310344827586
"12195","6-Methyladenosine","Adipic Acid / 3-Methylglutaric Acid",0.00607069976277129,-0.0926108374384236
"12196","Histidine","Pantothenate",0.0060941310859128,-0.227093596059113
"12197","Glucoronate","Pipecolate",0.00610039057488331,0.126108374384236
"12198","NAD","Sedoheptulose 7-Phosphate",0.00611850744598823,0.111330049261084
"12199","NAD","Succinylcarnitine",0.00613595233543835,0.0729064039408867
"12200","Threonine","UDP-Glucose",0.00615292664686267,-0.255665024630542
"12201","Pyruvate","Spermidine",0.00616489636582946,0.203940886699507
"12202","2'-Deoxycytidine","NAD",0.00618378534043747,0.106403940886699
"12203","3-(4-Hydroxyphenyl)Propionate","Glutamic acid",0.00618893712075777,-0.0394088669950739
"12204","ADP","Succinylcarnitine",0.00619999466476001,0.00344827586206897
"12205","5,6-Dihydrouracil","Arabitol/Xylitol",0.00623054356444263,0.074384236453202
"12206","Allantoin","Trigonelline",0.00623054356444263,0.0832512315270936
"12207","3-Aminoisobutyrate","4-Hydroxybenzoic Acid",0.00623447742973189,-0.122167487684729
"12208","5-Methylcytidine","Dimethylglycine",0.00624153962247128,0.0172413793103448
"12209","iso-Leucine /allo-isoLeucine","Sorbitol",0.00625999643589024,0.0852216748768473
"12210","Niacinamide","Palmitic Acid",0.0062693230552257,0.242857142857143
"12211","Aspartic Acid","betaAlanine",0.00628602452012216,0.0694581280788177
"12212","Glutamine","Guanosine",0.00632109789254771,-0.00443349753694581
"12213","5,6-Dihydrouracil","Xanthurenic Acid",0.00632426084952051,0.196551724137931
"12214","2'-Deoxycytidine","5-Methylcytidine",0.00632574392680566,0.249261083743842
"12215","Carnosine","Threonine",0.0063668435353472,0.180295566502463
"12216","Histidine","Xanthurenic Acid",0.00637098134139692,-0.00886699507389162
"12217","2'-Deoxycytidine","4-Guanidinobutanoate",0.00638768446507323,-0.237931034482759
"12218","Asparagine","S-Adenosylmethionine (SAM)",0.00638807220066109,-0.0472906403940887
"12219","Methionine","Xanthosine",0.00639626172212284,-0.093103448275862
"12220","Acetylcarnitine","Pyroglutamic Acid",0.00641343470980416,-0.23743842364532
"12221","4-Pyridoxic Acid","Anthranilic Acid",0.00642424272457252,-0.108866995073892
"12222","N-Ac-Arginine","Pseudouridine",0.0064327646749554,0.190147783251231
"12223","6-Methyladenosine","Phenylacetic Acid",0.00644029879235209,-0.0133004926108374
"12224","AMP","Glycerophosphocholine",0.00644632237275728,-0.194088669950739
"12225","4-Hydroxybenzoic Acid","Taurine",0.00647792664400076,0.351231527093596
"12226","Glucoronate","Glutaric Acid",0.00649487974971029,0.0108374384236453
"12227","Erythrose-4-Phosphate","Phosphoserine",0.00650707186533415,-0.0600985221674877
"12228","Creatine","Ethanolamine",0.00651653506889366,-0.00788177339901478
"12229","Indole-2-Carboxylic Acid","Oxidized Glutathione",0.00652195275558661,-0.0995073891625616
"12230","Erythrose-4-Phosphate","NADH",0.00652502734468256,-0.21576354679803
"12231","Hypotaurine","N-Ac-Arginine",0.00652638435075381,-0.100492610837438
"12232","betaAlanine","Sorbitol",0.00653733327291852,0.045320197044335
"12233","6-Methyladenosine","Dimethylglycine",0.00653904668681103,-0.0241379310344828
"12234","Cholecalciferol","Margaric Acid",0.00653926742889772,0.101477832512315
"12235","betaAlanine","Uridine",0.00654569197090374,0.0157635467980296
"12236","Niacinamide","Sedoheptulose 7-Phosphate",0.00656157237782367,-0.175369458128079
"12237","2'-Deoxycytidine","Carnitine",0.00656970707416041,-0.151231527093596
"12238","Biopterin","Phosphoserine",0.00657341864342067,0.16256157635468
"12239","DCDP","Oxidized Glutathione",0.00658382376388742,-0.233990147783251
"12240","Choline","Guanosine",0.00658429423541925,-0.000985221674876847
"12241","Lysine","Succinate",0.006624506893083,-0.00788177339901478
"12242","Histidine","Succinate",0.00662946661872411,-0.211330049261084
"12243","Lysine","Pyruvate",0.00663069624981029,-0.177832512315271
"12244","Biopterin","Guanosine",0.00663180123441914,-0.0201970443349754
"12245","Glutamic acid","Leucine /D-Norleucine",0.00664443894349606,0.138423645320197
"12246","2-Hydroxyglutarate","ADP",0.00665130121650076,0.0241379310344828
"12247","n-Glycylproline","N2,N2-Dimethylguanosine",0.00666590803359788,-0.0571428571428571
"12248","N6-Acetyl-Lysine","UMP",0.00666925899368601,0.0187192118226601
"12249","2-Hydroxyglutarate","Dimethylglycine",0.00668010215388275,-0.0118226600985222
"12250","Glycine","Leucine /D-Norleucine",0.00668943249849671,0.096551724137931
"12251","2-Aminoadipate","Linolenic Acid",0.00669547258662638,-0.191133004926108
"12252","5,6-Dihydrouracil","N-Ac-Arginine",0.00670165214776328,-0.0359605911330049
"12253","Acetylcarnitine","Maleic Acid",0.00671464415120234,0.158128078817734
"12254","Alpha-Ketoglutaric Acid","Lactate",0.0067199081216726,-0.103448275862069
"12255","Acetylcarnitine","Hydrocinnamic Acid",0.00673400653251096,0.236453201970443
"12256","Ethanolamine","Linolenic Acid",0.00677066947536377,-0.154679802955665
"12257","3-Methyl-3-Hydroxyglutaric Acid","Spermidine",0.00678410367064442,-0.106403940886699
"12258","GMP","Pyruvate",0.00679595739610164,0.23448275862069
"12259","Putrescine","UDP-GlcNAc",0.00679595739610164,-0.0630541871921182
"12260","Glutamic acid","Ribulose 5-Phosphate",0.00681234820079046,-0.0482758620689655
"12261","Glucoronate","N6-Acetyl-Lysine",0.0068129977848862,0.114285714285714
"12262","Pantothenate","Suberic Acid",0.00681344660642573,-0.15615763546798
"12263","Linoleic Acid","SAH",0.00681923363362787,-0.0477832512315271
"12264","Acetylcholine","Pyruvate",0.00683327750177964,-0.054679802955665
"12265","Reduced Glutathione","Trigonelline",0.00683981522359961,-0.159113300492611
"12266","Dimethylarginine (A/SDMA)","Pyroglutamic Acid",0.00688402663872826,0.21576354679803
"12267","DCDP","Reduced Glutathione",0.00691123842468294,-0.194088669950739
"12268","Arabitol/Xylitol","Argininosuccinate",0.00692687609954404,-0.0443349753694581
