"","rowname","colname","p_F","R_F"
"9764","D-Leucic Acid","Sedoheptulose 7-Phosphate",3.60968851077089e-05,-0.142857142857143
"9765","G6P","Pipecolate",3.61200212819451e-05,-0.378817733990148
"9766","Imidazoleacetic Acid","Urate",3.62105844312971e-05,-0.284729064039409
"9767","FAD","Uracil",3.63441250050491e-05,0.233990147783251
"9768","Thiamine","Tyrosine",3.6409282539328e-05,-0.214778325123153
"9769","Adenine","Leucine /D-Norleucine",3.65277890951389e-05,-0.0783251231527093
"9770","Glucosamine","Lactose/Trehalose",3.65524858507286e-05,0.515270935960591
"9771","Taurine","Urate",3.67163840689137e-05,0.204926108374384
"9772","Argininosuccinate","N6-Trimethyllysine",3.67383667205155e-05,-0.0807881773399015
"9773","Lactate","Phenylalanine",3.72380763777067e-05,-0.0137931034482759
"9774","Ethanolamine","Valine",3.73075734977454e-05,0.277832512315271
"9775","Aminolevulinate","Urate",3.73155319828722e-05,0.016256157635468
"9776","Agmatine","betaAlanine",3.73253958454695e-05,-0.158620689655172
"9777","D-Leucic Acid","Pantothenate",3.78472622103758e-05,-0.232512315270936
"9778","1-Methyladenosine","N-AcetylGlycine",3.78896114662899e-05,-0.323645320197044
"9779","Azelaic Acid","Fructose",3.82635354827675e-05,0.165024630541872
"9780","2-Aminoadipate","3HBA",3.83128616436466e-05,-0.0763546798029557
"9781","Argininosuccinate","N6-Acetyl-Lysine",3.83618940522809e-05,0.0285714285714286
"9782","2-isoPropylmalic Acid","Citraconic Acid",3.86651663784579e-05,0.0221674876847291
"9783","3-(4-Hydroxyphenyl)Propionate","Dimethylglycine",3.87234734165443e-05,-0.210837438423645
"9784","gamma-Aminobutyrate","S-Methylcysteine",3.88639643487781e-05,0.140886699507389
"9785","cAMP","Taurine",3.89037733024227e-05,-0.22512315270936
"9786","Oxalacetate","Oxidized Glutathione",3.89303714325237e-05,-0.0788177339901478
"9787","1-Methyladenosine","3-Hydroxypropionic Acid",3.90385209990941e-05,0.294088669950739
"9788","cGMP","N6-Acetyl-Lysine",3.91817324727325e-05,0.0403940886699507
"9789","2-Aminoisobutyric Acid","Pyridoxamine",3.91932694442558e-05,-0.204926108374384
"9790","Margaric Acid","N2,N2-Dimethylguanosine",3.9591960006386e-05,0.0532019704433497
"9791","Glucose","Glycine",3.95962583182224e-05,-0.204926108374384
"9792","Erythrose-4-Phosphate","Tyrosine",3.97810223583895e-05,-0.110837438423645
"9793","Hypotaurine","Sucrose",3.98395333121224e-05,-0.0586206896551724
"9794","3-Aminoisobutyrate","3-Hydroxypropionic Acid",3.98507657313926e-05,-0.0157635467980296
"9795","Azelaic Acid","Ribose-5-P",4.00191344253053e-05,-0.107881773399015
"9796","N2,N2-Dimethylguanosine","Threonine",4.00794116331865e-05,-0.0211822660098522
"9797","Deoxycarnitine","S-Adenosylmethionine (SAM)",4.04656779101453e-05,-0.18423645320197
"9798","Inosine","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",4.0472936446907e-05,0.100492610837438
"9799","Ribose-5-P","UMP",4.06694140243814e-05,-0.312807881773399
"9800","Creatine","Guanine",4.09122271112718e-05,0.210344827586207
"9801","Biopterin","FAD",4.12356289280716e-05,-0.0295566502463054
"9802","GMP","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",4.18061509799242e-05,-0.141379310344828
"9803","betaAlanine","Phosphorylcholine",4.20276654486775e-05,-0.245320197044335
"9804","Guanosine","Imidazoleacetic Acid",4.23766193943283e-05,-0.362068965517241
"9805","2-isoPropylmalic Acid","Pyridoxamine",4.24162449387524e-05,-0.0315270935960591
"9806","Allantoin","gamma-Aminobutyrate",4.27061252813779e-05,0.0748768472906404
"9807","4-Guanidinobutanoate","Leucine /D-Norleucine",4.27770472091922e-05,-0.0216748768472906
"9808","2-isoPropylmalic Acid","Glycerol-3-P",4.27901554645684e-05,-0.205418719211823
"9809","Aspartic Acid","Glutamic acid",4.30432751799988e-05,0.272906403940887
"9810","3-Aminoisobutyrate","Ergocalciferol",4.35563727255061e-05,-0.0167487684729064
"9811","Leucine /D-Norleucine","Urate",4.36284555747545e-05,-0.161083743842365
"9812","Lysine","Phenylalanine",4.37407981571402e-05,0.0330049261083744
"9813","Glutamine","Ribose-5-P",4.37477602095807e-05,-0.11576354679803
"9814","Choline","N2,N2-Dimethylguanosine",4.38102815714844e-05,-0.0448275862068965
"9815","Arabitol/Xylitol","G1P/F1P/F6P",4.38955275700433e-05,0.0182266009852217
"9816","Aminolevulinate","Glucosamine",4.39044405941255e-05,0.123152709359606
"9817","Adipic Acid / 3-Methylglutaric Acid","Pantothenate",4.3932873128566e-05,-0.118226600985222
"9818","Asparagine","Glucosamine",4.41060927134667e-05,0.109852216748768
"9819","5'-Methylthioadenosine","Glycerophosphocholine",4.42100861119053e-05,-0.253694581280788
"9820","2-Hydroxyglutarate","N2,N2-Dimethylguanosine",4.43447151815909e-05,-0.0532019704433497
"9821","N-Ac-Arginine","N6-Trimethyllysine",4.45012209269689e-05,0.27487684729064
"9822","Cadaverine","Glucosamine",4.47929487281028e-05,-0.00492610837438424
"9823","Adenylosuccinate","Succinylcarnitine",4.48199032233447e-05,0.158620689655172
"9824","4-Hydroxybenzoic Acid","Guanine",4.48648930335585e-05,0.122660098522167
"9825","Oxalacetate","UDP-Glucose",4.48777495029618e-05,-0.140394088669951
"9826","L-Kynurenine","Tyrosine",4.48869358550631e-05,-0.175862068965517
"9827","6-Methyladenosine","Adipic Acid / 3-Methylglutaric Acid",4.5141156757906e-05,-0.0137931034482759
"9828","Adenosine","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",4.51570670259596e-05,0.225615763546798
"9829","5-Methylcytidine","Dimethylglycine",4.56629142892746e-05,0.080295566502463
"9830","1/3-Methylhistidine","Xanthosine",4.56891093708864e-05,0.00492610837438424
"9831","GMP","Leucine /D-Norleucine",4.57140875120556e-05,0.133004926108374
"9832","Hypoxanthine","Sorbitol",4.57816001509252e-05,0.0182266009852217
"9833","Indole-2-Carboxylic Acid","Spermidine",4.59203696682915e-05,-0.179802955665025
"9834","Fructose","N-Ac-Alanine",4.59744643540517e-05,-0.101970443349754
"9835","Histidine","Sorbitol",4.62426694185127e-05,-0.0679802955665025
"9836","Deoxycarnitine","Ornithine",4.65055316280744e-05,0.223645320197044
"9837","2-Hydroxyglutarate","Retinol",4.65831689342377e-05,0.192610837438424
"9838","iso-Leucine /allo-isoLeucine","N-Ac-L-Glutamine",4.68360979375371e-05,0.219211822660098
"9839","Allantoin","Sorbitol",4.6839088980016e-05,-0.074384236453202
"9840","Glucose","Niacinamide",4.70926751547859e-05,-0.240394088669951
"9841","Lactose/Trehalose","Valine",4.70926751547859e-05,0.153694581280788
"9842","Glycerophosphocholine","Lactose/Trehalose",4.72032423508674e-05,0.188669950738916
"9843","cAMP","Niacinamide",4.73360152041722e-05,-0.0758620689655172
"9844","Argininosuccinate","Cytidine",4.7474521321728e-05,-0.0334975369458128
"9845","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Maleic Acid",4.75977413275375e-05,0.137931034482759
"9846","Tryptophan","Uridine",4.79632002799235e-05,0.235960591133005
"9847","5-Methylcytidine","Sarcosine",4.79702474715392e-05,-0.133497536945813
"9848","Cysteinyl-Glycine (Cys-Gly)","Deoxycarnitine",4.81431600245525e-05,-0.170935960591133
"9849","Maleic Acid","Pseudouridine",4.83468726217949e-05,-0.25320197044335
"9850","1/3-Methylhistidine","N-Ac-Phenylalanine",4.87498172068935e-05,-0.235467980295566
"9851","5-Methylcytidine","Phosphotyrosine",4.88250086717115e-05,0.126108374384236
"9852","5-Methylcytidine","Adenosine",4.89808401677202e-05,-0.0339901477832512
"9853","Maleic Acid","Proline",4.90993445862869e-05,-0.140886699507389
"9854","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","NAD",4.91592012878316e-05,-0.252709359605911
"9855","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Uracil",4.93574318519528e-05,-0.0980295566502463
"9856","Phosphoserine","Putrescine",4.959279016097e-05,0.116748768472906
"9857","Fructose","S-Adenosylmethionine (SAM)",4.96515100035075e-05,-0.233004926108374
"9858","Neopterin","Phosphorylcholine",4.98309736759275e-05,0.0236453201970443
"9859","2-Hydroxyglutarate","Glycerol-3-P",5.00354965748081e-05,0.188177339901478
"9860","Asparagine","Urate",5.00354965748081e-05,-0.101477832512315
"9861","Allantoin","Deoxycarnitine",5.01321914108644e-05,-0.16256157635468
"9862","Deoxyguanosine","Uridine",5.02822207445527e-05,-0.281773399014778
"9863","Azelaic Acid","S-Methylcysteine",5.03142180919327e-05,-0.217733990147783
"9864","3HBA","Cytidine",5.06520466803285e-05,-0.0206896551724138
"9865","Imidazoleacetic Acid","Xanthosine",5.09323456527956e-05,-0.364532019704433
"9866","iso-Leucine /allo-isoLeucine","Ornithine",5.1048214554552e-05,-0.270443349753695
"9867","Inosine","Sedoheptulose 7-Phosphate",5.10747390542241e-05,-0.128571428571429
"9868","Cystathionine","Hypoxanthine",5.11179189508542e-05,0.029064039408867
"9869","Glutamic acid","Urate",5.11609445793932e-05,0.0798029556650246
"9870","Cadaverine","UDP-Glucose",5.12193830848313e-05,-0.172906403940887
"9871","Ergocalciferol","Glutamine",5.13051520974597e-05,0.266502463054187
"9872","Dimethylarginine (A/SDMA)","Nicotinic Acid",5.15601671561069e-05,-0.0832512315270936
"9873","Pyroglutamic Acid","Ribose-5-P",5.15922220908883e-05,-0.295073891625616
"9874","Acetylcarnitine","Allantoin",5.16909426073318e-05,0.206896551724138
"9875","Dimethylglycine","N-Ac-Arginine",5.18351691565093e-05,0.108866995073892
"9876","Hydrocinnamic Acid","Niacinamide",5.19930546450386e-05,0.100985221674877
"9877","7-Methylguanine","Putrescine",5.21239973148898e-05,-0.0852216748768473
"9878","Biopterin","Retinol",5.25084736081813e-05,0.144334975369458
"9879","Pantothenate","Phosphoserine",5.27573239890246e-05,0.245320197044335
"9880","3-Aminoisobutyrate","iso-Leucine /allo-isoLeucine",5.28645754008216e-05,0.142364532019704
"9881","Choline","Histidine",5.28647779137574e-05,-0.106896551724138
"9882","Citraconic Acid","Tyrosine",5.29338876102149e-05,0.295566502463054
"9883","Adenylosuccinate","Reduced Glutathione",5.30075114857028e-05,0.232019704433498
"9884","Alanine","Pyruvate",5.30435145741944e-05,0.161083743842365
"9885","Acetylcholine","N2,N2-Dimethylguanosine",5.31868027754655e-05,-0.0364532019704433
"9886","DCDP","Xanthine",5.32792855956634e-05,0.324137931034483
"9887","Acetylcholine","Lactose/Trehalose",5.33513819045997e-05,-0.239901477832512
"9888","Lactate","Threonine",5.33513819045997e-05,-0.135960591133005
"9889","Neopterin","Ornithine",5.34145781968041e-05,-0.116256157635468
"9890","Homoarginine","NADH",5.34830390251074e-05,0.00935960591133005
"9891","Glycerophosphocholine","Ornithine",5.35135904571777e-05,0.193103448275862
"9892","Imidazoleacetic Acid","Xanthurenic Acid",5.35524626683515e-05,0.386206896551724
"9893","3-(4-Hydroxyphenyl)Propionate","Riboflavin",5.41368097627386e-05,0.114285714285714
"9894","IMP","Uridine",5.41385996530781e-05,-0.120689655172414
"9895","Asparagine","Pantothenate",5.44837465956178e-05,0.110344827586207
"9896","Anthranilic Acid","L-Kynurenine",5.46323731217409e-05,-0.199014778325123
"9897","Ergocalciferol","Pipecolate",5.4814107894075e-05,-0.183251231527094
"9898","Kynurenic Acid","Riboflavin",5.50045121268517e-05,-0.0960591133004926
"9899","3-Hydroxypropionic Acid","Retinol",5.54109699950828e-05,0.0448275862068965
"9900","Acetylcarnitine","Indole-2-Carboxylic Acid",5.55713244676075e-05,0.0699507389162561
"9901","FAD","N2,N2-Dimethylguanosine",5.56151332500861e-05,0.141379310344828
"9902","3-(4-Hydroxyphenyl)Propionate","gamma-Aminobutyrate",5.56737025224664e-05,-0.112315270935961
"9903","3-Hydroxypropionic Acid","L-Kynurenine",5.58325381579369e-05,-0.117733990147783
"9904","Phenylacetic Acid","Sarcosine",5.58325381579369e-05,-0.203940886699507
"9905","Carnosine","N-Ac-Phenylalanine",5.59222964651367e-05,0.198029556650246
"9906","3-Hydroxypropionic Acid","N-Ac-Alanine",5.60147204094819e-05,-0.0344827586206896
"9907","1-Methyladenosine","Guanine",5.62775424734051e-05,0.0374384236453202
"9908","2'-Deoxycytidine","Pantothenate",5.62775424734051e-05,0.295566502463054
"9909","Glutaric Acid","Nicotinic Acid",5.64477423531178e-05,0.106403940886699
"9910","4-Guanidinobutanoate","Xanthurenic Acid",5.64727804047393e-05,-0.0876847290640394
"9911","Anthranilic Acid","Citraconic Acid",5.65127921462547e-05,0.0852216748768473
"9912","Glucoronate","Pantothenate",5.67194340294361e-05,-0.0394088669950739
"9913","Allantoin","Cystathionine",5.68604674273761e-05,0.0147783251231527
"9914","DHAP/D-GA3P","G6P",5.69660772554833e-05,0.300492610837438
"9915","5,6-Dihydrouracil","Palmitic Acid",5.69687382377296e-05,0.301970443349754
"9916","Carnosine","Sedoheptulose 7-Phosphate",5.70395643383596e-05,0.173891625615764
"9917","N6-Acetyl-Lysine","Urate",5.74730991065429e-05,-0.1
"9918","Cholecalciferol","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",5.75107185816007e-05,0.158620689655172
"9919","Ethanolamine","FAD",5.77392173973156e-05,0.236945812807882
"9920","Deoxyguanosine","Glucosamine",5.77725842268191e-05,-0.121182266009852
"9921","Asparagine","Reduced Glutathione",5.78460867590919e-05,-0.0512315270935961
"9922","1-Methyladenosine","Citraconic Acid",5.79407776173311e-05,0.195073891625616
"9923","1-Methyladenosine","Sucrose",5.82223134184879e-05,0.179310344827586
"9924","Homoarginine","Linolenic Acid",5.82223134184879e-05,0.00985221674876847
"9925","Adipic Acid / 3-Methylglutaric Acid","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",5.83495869444187e-05,0.121182266009852
"9926","Dimethylarginine (A/SDMA)","Putrescine",5.84972006555092e-05,0.198029556650246
"9927","Citrulline","Hydrocinnamic Acid",5.91141365849986e-05,0.0517241379310345
"9928","Cystathionine","NADH",5.9589813178918e-05,0.124630541871921
"9929","Histamine","Ribose-5-P",5.96473503571717e-05,-0.0408866995073892
"9930","Retinol","Trigonelline",5.97698580766249e-05,-0.0394088669950739
"9931","Fructose","Uridine",5.9865174017963e-05,-0.269458128078818
"9932","Deoxycarnitine","Phenylalanine",6.00492641360676e-05,-0.178325123152709
"9933","4-Hydroxybenzoic Acid","Hypoxanthine",6.01032695758518e-05,0.258128078817734
"9934","Dimethylglycine","UDP-GlcNAc",6.01574849563184e-05,0.125615763546798
"9935","Oxalacetate","Pipecolate",6.02476254577018e-05,-0.17487684729064
"9936","Glucoronate","Retinol",6.02519998689756e-05,-0.169950738916256
"9937","Myristic Acid","N6-Acetyl-Lysine",6.02615808319999e-05,0.0719211822660098
"9938","Arginine","Glutamine",6.03395081381452e-05,0.213793103448276
"9939","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Glutaric Acid",6.04035472462177e-05,0.136453201970443
"9940","N6-Trimethyllysine","Uracil",6.04433865851681e-05,-0.0261083743842364
"9941","Orotate","Succinate",6.0906755967339e-05,0.266009852216749
"9942","Arabitol/Xylitol","Putrescine",6.0939380638932e-05,0.225615763546798
"9943","AMP","Ornithine",6.1164651437494e-05,-0.0142857142857143
"9944","Deoxycarnitine","Glucoronate",6.11786942064529e-05,-0.0344827586206896
"9945","gamma-Aminobutyrate","UDP-GlcNAc",6.1417777284155e-05,0.196551724137931
"9946","Cystine","Glycerol-3-P",6.14351961151507e-05,0.0517241379310345
"9947","Lactate","Niacinamide",6.18123681356054e-05,0.123152709359606
"9948","2-isoPropylmalic Acid","Alpha-Ketoglutaric Acid",6.18433243078746e-05,0.0586206896551724
"9949","Deoxyguanosine","Uracil",6.20100890790093e-05,-0.233004926108374
"9950","Citraconic Acid","Oxidized Glutathione",6.26359894517479e-05,-0.211330049261084
"9951","3-(4-Hydroxyphenyl)Propionate","NADH",6.26412988309186e-05,-0.119704433497537
"9952","G1P/F1P/F6P","Imidazoleacetic Acid",6.26441051739645e-05,-0.22807881773399
"9953","2-isoPropylmalic Acid","DCDP",6.26535222064271e-05,0.240394088669951
"9954","Niacinamide","Tryptophan",6.27005224654172e-05,-0.0330049261083744
"9955","Allantoin","Ribose-5-P",6.27526396035199e-05,-0.229556650246305
"9956","G6P","GMP",6.27685933652578e-05,0.138916256157635
"9957","Deoxycarnitine","Proline",6.29428152104012e-05,-0.198522167487685
"9958","Dimethylglycine","Urate",6.29899251192079e-05,-0.0719211822660098
"9959","FAD","Serine",6.32193650457319e-05,0.238423645320197
"9960","AMP","Sorbitol",6.33372659824888e-05,-0.000985221674876847
"9961","cGMP","Palmitic Acid",6.33540034967479e-05,-0.215270935960591
"9962","AMP","Deoxyguanosine",6.35885077230651e-05,-0.156650246305419
"9963","Lysine","Pseudouridine",6.36735283144491e-05,0.315763546798029
"9964","4-Pyridoxic Acid","Acetylcarnitine",6.42439889182847e-05,-0.233004926108374
"9965","Aspartic Acid","Fructose",6.44022803088463e-05,0.139408866995074
"9966","Guanosine","Homoarginine",6.44879151877845e-05,-0.0103448275862069
"9967","Margaric Acid","Neopterin",6.45267512089937e-05,-0.126108374384236
"9968","Adenosine","Glycine",6.49323003876564e-05,-0.0640394088669951
"9969","2-Hydroxyglutarate","Aminolevulinate",6.51033203638605e-05,0.317241379310345
"9970","Glucosamine","Ornithine",6.53044092428078e-05,0.0285714285714286
"9971","1/3-Methylhistidine","S-Methylcysteine",6.53063696319313e-05,-0.299014778325123
"9972","Thiamine","Uridine",6.54366262704e-05,0.120689655172414
"9973","4-Pyridoxic Acid","Acetylcholine",6.54535922910624e-05,-0.0625615763546798
"9974","Guanosine","Xanthurenic Acid",6.56155064805859e-05,-0.0512315270935961
"9975","Ribose-5-P","Ribulose 5-Phosphate",6.56329298095177e-05,0.501970443349754
"9976","N2,N2-Dimethylguanosine","Valine",6.57829448572707e-05,0.00985221674876847
"9977","FAD","Histamine",6.59061746945792e-05,-0.261083743842364
"9978","Deoxycarnitine","Palmitic Acid",6.59910741652596e-05,-0.191133004926108
"9979","Deoxycarnitine","iso-Leucine /allo-isoLeucine",6.60941988583543e-05,-0.102463054187192
"9980","2-Hydroxyisobutyrate/2-Hydroxybutyrate","N-Ac-Phenylalanine",6.64059535985182e-05,0.219704433497537
"9981","2-Aminoisobutyric Acid","Indole-3-Carboxylic Acid",6.6504101817898e-05,0.291133004926108
"9982","Asparagine","Cytidine",6.65189077811564e-05,-0.0147783251231527
"9983","Acetylcarnitine","S-Adenosylmethionine (SAM)",6.70983253600739e-05,-0.233497536945813
"9984","Glycine","Tyrosine",6.71737952939462e-05,-0.259605911330049
"9985","2-Aminoadipate","Ribose-5-P",6.74167078107352e-05,0.0842364532019704
"9986","Cystathionine","Taurine",6.77587857394022e-05,0.33743842364532
"9987","Anthranilic Acid","Cystathionine",6.78028246792591e-05,-0.0679802955665025
"9988","Alanine","Argininosuccinate",6.78946611633086e-05,0.142857142857143
"9989","Myristic Acid","UDP-Glucose",6.79848356101438e-05,-0.102955665024631
"9990","6-Methyladenosine","Pseudouridine",6.82210101610578e-05,0.338423645320197
"9991","Asparagine","Riboflavin",6.82210101610578e-05,0.13743842364532
"9992","Lysine","S-Methylcysteine",6.83556647442847e-05,0.236945812807882
"9993","1-Methylnicotinamide","Oxidized Glutathione",6.87585095640142e-05,-0.0817733990147783
"9994","L-2-Aminobutyric Acid","Methionine",6.88772348061159e-05,-0.00197044334975369
"9995","N-Ac-L-Glutamine","PEP",6.89277377622583e-05,0.146305418719212
"9996","Hydrocinnamic Acid","Hypotaurine",6.90034749436156e-05,0.0167487684729064
"9997","4-Guanidinobutanoate","Ribose-5-P",6.91036172412343e-05,-0.247290640394089
"9998","Threonine","Tyrosine",6.91222434857662e-05,-0.33448275862069
"9999","Ethanolamine","Sarcosine",6.91523185607404e-05,-0.126600985221675
"10000","Biopterin","Cysteinyl-Glycine (Cys-Gly)",6.93060882021401e-05,-0.0605911330049261
