"","rowname","colname","p_M_all","R_M_all"
"11018","Linoleic Acid","N-Ac-L-Glutamine",3.0847234813533e-05,0.119912312751187
"11019","Adenylosuccinate","Suberic Acid",3.10278696036693e-05,-0.258750456704421
"11020","5'-Methylthioadenosine","Retinol",3.10592797806832e-05,-0.0323712093533065
"11021","Inosine","Oxidized Glutathione",3.10649212564671e-05,-0.34011691633175
"11022","5'-Methylthioadenosine","Methionine",3.16522697262784e-05,0.0861527219583486
"11023","5,6-Dihydrouracil","Anthranilic Acid",3.16768114925569e-05,-0.103945926196566
"11024","3-Hydroxypropionic Acid","S-Adenosylmethionine (SAM)",3.17378326135404e-05,0.0680672268907563
"11025","cGMP","N2,N2-Dimethylguanosine",3.19551705769226e-05,-0.140811107051516
"11026","2-Aminoisobutyric Acid","Argininosuccinate",3.2104587960211e-05,-0.223712093533065
"11027","L-Kynurenine","Valine",3.21621077226782e-05,0.0836317135549872
"11028","Glyceraldehyde","Xanthosine",3.21722079132324e-05,0.12360248447205
"11029","Myristic Acid","Valine",3.2247037065157e-05,0.0168432590427475
"11030","4-Pyridoxic Acid","Oxalacetate",3.24055826519602e-05,0.185933503836317
"11031","6-Methyladenosine","Ergocalciferol",3.24849217569062e-05,-0.111033978808915
"11032","6-Methyladenosine","Pantothenate",3.27016824302917e-05,0.135878699305809
"11033","Asparagine","Uracil",3.2750209267214e-05,0.0388381439532335
"11034","Dimethylarginine (A/SDMA)","Ribulose 5-Phosphate",3.27800726780924e-05,0.148227986846913
"11035","Glutamic acid","Pantothenate",3.28515228002662e-05,0.11381074168798
"11036","3-Methyl-3-Hydroxyglutaric Acid","Ornithine",3.31292537284857e-05,-0.00843989769820972
"11037","Glutaric Acid","Hypoxanthine",3.33743715017086e-05,-0.132590427475338
"11038","Adenylosuccinate","Reduced Glutathione",3.33810905735753e-05,0.0559006211180124
"11039","betaAlanine","Glycine",3.34076439303449e-05,0.147716477895506
"11040","Retinol","Xanthosine",3.34857227815566e-05,-0.0486664230909755
"11041","Aminolevulinate","Dimethylglycine",3.3625786200049e-05,0.153014249177932
"11042","Adenylosuccinate","Carnosine",3.36383410856933e-05,0.0864084764340519
"11043","Biopterin","Phosphorylcholine",3.37320419616696e-05,-0.0694556083302886
"11044","Glycine","Pipecolate",3.39781832188971e-05,-0.101644135915236
"11045","2-Aminoadipate","Dimethylarginine (A/SDMA)",3.39849104865707e-05,0.339313116550968
"11046","5'-Methylthioadenosine","N-AcetylGlycine",3.39849104865707e-05,-0.0698940445743515
"11047","Homoarginine","Myristic Acid",3.40119283612601e-05,0.319327731092437
"11048","2'-Deoxycytidine","Hypoxanthine",3.4259313262245e-05,-0.149470222871757
"11049","betaAlanine","Lactose/Trehalose",3.45648216058288e-05,0.0680672268907563
"11050","G1P/F1P/F6P","Nicotinic Acid",3.48162147486161e-05,-0.401826817683595
"11051","5'-Methylthioadenosine","Biopterin",3.48524668972032e-05,-0.0200584581658751
"11052","2'-Deoxycytidine","Nicotinic Acid",3.4893730191649e-05,-0.101132626963829
"11053","NAD","Xanthine",3.49280159333148e-05,-0.170222871757399
"11054","3-(4-Hydroxyphenyl)Propionate","Threonine",3.50178274832939e-05,-0.0385823894775301
"11055","DCDP","Glutamine",3.50938851220915e-05,-0.0928754110339788
"11056","2-Hydroxyglutarate","Adenine",3.52196161422736e-05,-0.243734015345269
"11057","N-Ac-L-Glutamine","Succinylcarnitine",3.55183496039936e-05,-0.0680306905370844
"11058","Sarcosine","Thiamine",3.5558640524404e-05,-0.17179393496529
"11059","Argininosuccinate","L-Kynurenine",3.56189045644355e-05,0.1879064669346
"11060","Cysteinyl-Glycine (Cys-Gly)","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",3.56654490630911e-05,0.193715747168433
"11061","Linoleic Acid","Pyroglutamic Acid",3.65276984711632e-05,0.0677749360613811
"11062","3-Hydroxyisovaleric Acid","Putrescine",3.66102808103816e-05,-0.0662404092071611
"11063","Aminolevulinate","NAD",3.67830327146147e-05,0.245999269272927
"11064","FAD","Spermidine",3.68922740375843e-05,0.217062477164779
"11065","5-Methylcytidine","Cholesteryl Sulfate",3.70397673442356e-05,-0.00354402630617464
"11066","ADP","Deoxycarnitine",3.72659341834907e-05,-0.197661673364998
"11067","Glyceraldehyde","N-Acetyl-Aspartate (NAA)",3.73182335496606e-05,-0.0442455242966752
"11068","Histidine","Linolenic Acid",3.73182335496606e-05,0.138107416879795
"11069","Alpha-Ketoglutaric Acid","Lactate",3.73713875807748e-05,-0.0298136645962733
"11070","Adipic Acid / 3-Methylglutaric Acid","betaAlanine",3.76661414202514e-05,-0.119327731092437
"11071","Cystathionine","Spermidine",3.76969810699975e-05,0.139532334673
"11072","Citraconic Acid","Linoleic Acid",3.77769763531783e-05,0.0675191815856778
"11073","Reduced Glutathione","Retinol",3.78629459335125e-05,0.0648885641213007
"11074","Lactate","Reduced Glutathione",3.78983133206469e-05,-0.163025210084034
"11075","2'-Deoxycytidine","2-Hydroxyphenylacetate",3.81029519831131e-05,-0.169930580928023
"11076","Dimethylglycine","Lactose/Trehalose",3.82220543960291e-05,-0.0118377785896967
"11077","Imidazoleacetic Acid","Pipecolate",3.82429551593716e-05,0.0801607599561564
"11078","UMP","Uridine",3.84864169713817e-05,-0.151735476799415
"11079","4-Guanidinobutanoate","5'-Methylthioadenosine",3.85255676622483e-05,0.0785166240409207
"11080","Glyceraldehyde","Succinate",3.87608603663529e-05,0.0568505663134819
"11081","5'-Methylthioadenosine","Hydrocinnamic Acid",3.88510159009344e-05,-0.0553525758129339
"11082","Fructose","Hypotaurine",3.8913448090365e-05,0.0975886006576544
"11083","Niacinamide","Proline",3.9098254173694e-05,0.394081110705152
"11084","Dimethylarginine (A/SDMA)","Margaric Acid",3.91050890790025e-05,0.0238217025940811
"11085","5-Methylcytidine","N6-Acetyl-Lysine",3.91810294458429e-05,0.250602849835586
"11086","4-Hydroxybenzoic Acid","Carnosine",3.92100447052686e-05,-0.232115454877603
"11087","Arginine","Histamine",3.93933552248842e-05,0.0440628425283157
"11088","n-Glycylproline","Spermidine",3.93933552248842e-05,0.14683960540738
"11089","Cysteinyl-Glycine (Cys-Gly)","N-Ac-Phenylalanine",3.94781027805173e-05,0.00248447204968944
"11090","Choline","NAD",3.95481213818936e-05,-0.265875045670442
"11091","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Histidine",3.95863509180764e-05,0.180379978078188
"11092","4-Hydroxybenzoic Acid","Phosphoserine",3.9698425144653e-05,0.176616733649982
"11093","Lactose/Trehalose","Sedoheptulose 7-Phosphate",4.00193089885494e-05,-0.0332480818414322
"11094","betaAlanine","Phosphotyrosine",4.00756344004407e-05,0.228425283156741
"11095","2'-Deoxycytidine","cGMP",4.00772613900977e-05,0.188344903178663
"11096","3-Hydroxypropionic Acid","5,6-Dihydrouracil",4.00945525224715e-05,0.150748995250274
"11097","Glyceraldehyde","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",4.01258785763578e-05,0.278772378516624
"11098","Biopterin","Uracil",4.0482672865176e-05,-0.0148337595907928
"11099","2-Aminoadipate","Homoarginine",4.04940970634694e-05,-0.00277676287906467
"11100","Arginine","Nicotinic Acid",4.05345874670895e-05,-0.229265619291195
"11101","Citrulline","Uracil",4.06359860966258e-05,-0.0381804895871392
"11102","Acetylcarnitine","Glycerol-3-P",4.07064321841133e-05,-0.113335769090245
"11103","Maleic Acid","Riboflavin",4.07532834392532e-05,0.159371574716843
"11104","Putrescine","Ribose-5-P",4.08243425004189e-05,0.0695652173913044
"11105","Glycerol-3-P","Xanthosine",4.10132837967871e-05,0.10825721592985
"11106","2'-Deoxycytidine","Maleic Acid",4.10961162728591e-05,-0.209864815491414
"11107","Riboflavin","Uridine",4.11024887136216e-05,-0.0287175739861162
"11108","Adenosine","FAD",4.1188615818088e-05,0.0442455242966752
"11109","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Serine",4.12854479495944e-05,-0.0650347095359883
"11110","6-Methyladenosine","Glucosamine",4.13015080929699e-05,0.170770917062477
"11111","Azelaic Acid","Spermidine",4.1384193969692e-05,-0.187979539641944
"11112","Glycine","Orotate",4.14937734204673e-05,-0.163792473511144
"11113","3HBA","Acetylcarnitine",4.16242001640536e-05,0.0142857142857143
"11114","Betaine","Glycine",4.16478654461801e-05,0.0599926927292656
"11115","Agmatine","Guanine",4.16754862564612e-05,-0.0251735476799415
"11116","FAD","Glycine",4.18889468709981e-05,0.108914870295944
"11117","5-Methylcytidine","Hydrocinnamic Acid",4.1895144015022e-05,-0.188783339422726
"11118","2-Hydroxyglutarate","Acetylcholine",4.19671055849721e-05,-0.276872488125685
"11119","betaAlanine","N2,N2-Dimethylguanosine",4.20466956296244e-05,-0.167884545122397
"11120","Choline","N-Ac-L-Glutamine",4.23743443896948e-05,-0.0701132626963829
"11121","Hydrocinnamic Acid","Lysine",4.24037323914996e-05,-0.0554256485202777
"11122","Allantoin","Riboflavin",4.25565013256784e-05,0.0349287541103398
"11123","Indole-3-Carboxylic Acid","Trigonelline",4.26775017273034e-05,-0.00763609791742784
"11124","Aminolevulinate","Glycine",4.27197487572375e-05,-0.022725611983924
"11125","cGMP","Glucosamine",4.27574353959579e-05,0.0442455242966752
"11126","3-Aminoisobutyrate","Glucosamine",4.27777335971026e-05,-0.0350748995250274
"11127","2-Aminoadipate","Sedoheptulose 7-Phosphate",4.28397352259423e-05,-0.090537084398977
"11128","1/3-Methylhistidine","Putrescine",4.29805570802056e-05,0.111216660577274
"11129","5'-Methylthioadenosine","Arginine",4.31518131785303e-05,0.0271099744245524
"11130","2'-Deoxycytidine","N-Ac-Phenylalanine",4.33021999754561e-05,0.375484106686153
"11131","Imidazoleacetic Acid","iso-Leucine /allo-isoLeucine",4.35447191735109e-05,0.169565217391304
"11132","Myristic Acid","S-Adenosylmethionine (SAM)",4.35565573305386e-05,0.10902447935696
"11133","2-Aminoadipate","IMP",4.35984875996353e-05,0.00562659846547315
"11134","GMP","Pyridoxamine",4.36620521740515e-05,-0.00529777128242601
"11135","Cystine","Nicotinic Acid",4.38647269212062e-05,0.282352941176471
"11136","Alanine","betaAlanine",4.38733074167608e-05,-0.0692363902082572
"11137","5'-Methylthioadenosine","Betaine",4.39761025141169e-05,-0.0190354402630618
"11138","DCDP","L-Kynurenine",4.47336179242572e-05,-0.0470222871757399
"11139","Acetylcarnitine","gamma-Aminobutyrate",4.47702653050958e-05,-0.104457435147972
"11140","Erythrose-4-Phosphate","Oxidized Glutathione",4.50190804104271e-05,0.217062477164779
"11141","3-Hydroxypropionic Acid","Phenylacetic Acid",4.50693733158581e-05,-0.0568871026671538
"11142","Oxidized Glutathione","Phenylacetic Acid",4.50693733158581e-05,-0.311399342345634
"11143","Adenosine","L-Kynurenine",4.53948283595371e-05,0.0489221775666789
"11144","Glutamine","N-Ac-Alanine",4.55822038863345e-05,-0.0504201680672269
"11145","Hypotaurine","Suberic Acid",4.56625007591283e-05,0.0668249908659116
"11146","5-Methylcytidine","Lysine",4.5699307040113e-05,-0.147862623310194
"11147","Adenylosuccinate","Cystine",4.57431329823882e-05,-0.120168067226891
"11148","S-Adenosylmethionine (SAM)","Succinate",4.60464873198353e-05,0.0157106320789185
"11149","Dimethylarginine (A/SDMA)","Hydrocinnamic Acid",4.60867030760339e-05,-0.00800146145414688
"11150","Neopterin","Sucrose",4.64001598447883e-05,-0.00690537084398977
"11151","Nicotinic Acid","Pyroglutamic Acid",4.65329594466373e-05,0.329192546583851
"11152","Homocitrulline","Hypoxanthine",4.67835484517553e-05,0.133796127146511
"11153","IMP","Thiamine",4.69294255989887e-05,-0.0756302521008403
"11154","Margaric Acid","Uracil",4.71275558047501e-05,-0.0649616368286445
"11155","2-Hydroxyisobutyrate/2-Hydroxybutyrate","gamma-Aminobutyrate",4.71338838608697e-05,-0.0319693094629156
"11156","Anthranilic Acid","Putrescine",4.73295038572857e-05,-0.0742784070149799
"11157","N-Ac-L-Glutamine","Spermidine",4.73764027444599e-05,0.0519181585677749
"11158","Linoleic Acid","Sarcosine",4.73875804569491e-05,-0.203397880891487
"11159","Myristic Acid","UDP-Glucose",4.7441211464926e-05,-0.207928388746803
"11160","2-Aminoisobutyric Acid","Valine",4.74418312855694e-05,-0.169053708439898
"11161","Homocitrulline","Trigonelline",4.74814378170505e-05,-0.00675922542930216
"11162","Adenosine","Glutamic acid",4.76167836294143e-05,-0.173438070880526
"11163","Cadaverine","Xanthosine",4.78410891572667e-05,-0.093204238217026
"11164","Glucoronate","Glycerol-3-P",4.79014950062133e-05,-0.157690902447936
"11165","Citrulline","Trigonelline",4.79583793078319e-05,0.000840336134453782
"11166","Hypoxanthine","N2,N2-Dimethylguanosine",4.79958854598254e-05,-0.220241139934235
"11167","Hypoxanthine","Indole-2-Carboxylic Acid",4.81769357234496e-05,-0.0447935696017538
"11168","NAD","Thiamine",4.83758805548963e-05,0.146547314578005
"11169","Arabitol/Xylitol","Xanthurenic Acid",4.84749362267931e-05,-0.109061015710632
"11170","Indole-3-Carboxylic Acid","Threonine",4.86272409499254e-05,-0.0714285714285714
"11171","Myristic Acid","SAH",4.86272409499254e-05,0.20365363536719
"11172","3-Hydroxyisovaleric Acid","3-Hydroxypropionic Acid",4.87300375668848e-05,-0.0408841797588601
"11173","Agmatine","Sedoheptulose 7-Phosphate",4.90775443848924e-05,0.0167701863354037
"11174","Erythrose-4-Phosphate","Glutamic acid",4.90775443848924e-05,-0.0630617464377055
"11175","Sorbitol","Xanthine",4.91245546409317e-05,-0.265436609426379
"11176","Cholecalciferol","L-Kynurenine",4.91778532340712e-05,-0.0195469492144684
"11177","Glucosamine","Histamine",4.92316117799838e-05,-0.0639751552795031
"11178","3-Aminoisobutyrate","S-Adenosylmethionine (SAM)",4.925300733502e-05,-0.121629521373767
"11179","Dimethylglycine","Imidazoleacetic Acid",4.94845151932468e-05,0.0782608695652174
"11180","Erythrose-4-Phosphate","Xanthosine",4.95763961909313e-05,0.0477530142491779
"11181","Agmatine","Dimethylarginine (A/SDMA)",4.96391259050976e-05,0.149251004749726
"11182","Dimethylarginine (A/SDMA)","o-Phosphoethanolamine",4.97273792175308e-05,0.0459992692729266
"11183","Histidine","Homocitrulline",4.97564431119739e-05,0.0547679941541834
"11184","Cytidine","Lysine",4.97705793057003e-05,0.0404822798684691
"11185","3HBA","Xanthosine",4.98085106794698e-05,-0.036755571793935
"11186","6-Methyladenosine","Pyridoxamine",5.00193054784786e-05,-0.113481914504932
"11187","Asparagine","Glucoronate",5.01235041966104e-05,-0.0940080379978078
"11188","Sedoheptulose 7-Phosphate","UMP",5.01235041966104e-05,-0.0666423090975521
"11189","Glutamine","Uracil",5.02332453308489e-05,-0.0878333942272561
"11190","Cholesteryl Sulfate","Erythrose-4-Phosphate",5.02440138394043e-05,-0.0442455242966752
"11191","Glyceraldehyde","Kynurenic Acid",5.07775899225291e-05,-0.146145414687614
"11192","Acetylcholine","Ribulose 5-Phosphate",5.10737545575224e-05,-0.127694556083303
"11193","2-Aminoadipate","DCDP",5.11594399832e-05,-0.100657654366094
"11194","2'-Deoxycytidine","Choline",5.12557333034225e-05,-0.148739495798319
"11195","Niacinamide","Suberic Acid",5.12706174000788e-05,0.174826452320059
"11196","3HBA","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",5.13495968705667e-05,-0.144976251370113
"11197","Allantoin","DCDP",5.16054755640148e-05,0.00862257946656924
"11198","Glyceraldehyde","Myristic Acid",5.17016012415079e-05,0.216222141030325
"11199","Aspartic Acid","Glycine",5.20031454191518e-05,0.167336499817318
"11200","Linoleic Acid","SAH",5.20772291757325e-05,-0.115564486664231
"11201","3-Methyl-3-Hydroxyglutaric Acid","Cystine",5.22797138701921e-05,-0.113153087321885
"11202","6-Methyladenosine","Methionine",5.27040710269823e-05,0.094336865180855
"11203","Creatine","FAD",5.281157179525e-05,-0.00942637924735112
"11204","Linoleic Acid","S-Adenosylmethionine (SAM)",5.33138117752417e-05,-0.168724881256851
"11205","3-(4-Hydroxyphenyl)Propionate","Acetylcarnitine",5.34675981011986e-05,-0.0107416879795396
"11206","Glutaric Acid","IMP",5.34759516271161e-05,0.0367921081476069
"11207","Ornithine","Succinate",5.35247869388357e-05,-0.154731457800512
"11208","5-Methylcytidine","Homoarginine",5.37739436677357e-05,0.241761052246986
"11209","N6-Acetyl-Lysine","Uracil",5.3788958850199e-05,0.00179028132992327
"11210","2-Aminoadipate","Tyrosine",5.39873805609931e-05,0.0917062477164779
"11211","Glyceraldehyde","GMP",5.40127549375985e-05,-0.118706613080015
"11212","N-Ac-L-Glutamine","PEP",5.40143766471626e-05,0.158786993058093
"11213","4-Guanidinobutanoate","NAD",5.40875405111173e-05,-0.229302155644867
"11214","Agmatine","Linolenic Acid",5.41982089469919e-05,0.107599561563756
"11215","Acetylcarnitine","Leucine /D-Norleucine",5.42804219787325e-05,-0.109901351845086
"11216","Succinylcarnitine","Xanthosine",5.470104993361e-05,0.0374132261600292
"11217","2'-Deoxycytidine","UDP-GlcNAc",5.47790192627793e-05,0.143222506393862
"11218","Adipic Acid / 3-Methylglutaric Acid","Sorbitol",5.48668583201961e-05,0.305991962002192
"11219","Acetylcarnitine","Erythrose-4-Phosphate",5.49574810467277e-05,-0.0207161125319693
"11220","Glucoronate","Indole-3-Carboxylic Acid",5.5024871348195e-05,0.0567409572524662
"11221","3-Aminoisobutyrate","Pyroglutamic Acid",5.53511194232311e-05,0.052283522104494
"11222","3-(4-Hydroxyphenyl)Propionate","3-Hydroxypropionic Acid",5.53903296199634e-05,-0.0169528681037632
"11223","3-Hydroxypropionic Acid","Adenosine",5.53903296199634e-05,-0.090902447935696
"11224","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Serine",5.54129583627946e-05,0.0858969674826452
"11225","Taurine","Valine",5.58165046002607e-05,0.0340153452685422
"11226","Adenylosuccinate","N-Ac-Arginine",5.59521799485085e-05,0.0616733649981732
"11227","Deoxycarnitine","Guanosine",5.59552124176496e-05,-0.131275118743149
"11228","Glycine","Thiamine",5.61203257379974e-05,-0.17563025210084
"11229","Pyridoxamine","Riboflavin",5.62320786847859e-05,0.160723419802704
"11230","Dimethylarginine (A/SDMA)","N-Acetyl-Aspartate (NAA)",5.64231007227624e-05,-0.236572890025575
"11231","Adenylosuccinate","Sarcosine",5.66618363749823e-05,-0.0584581658750457
"11232","3-Hydroxypropionic Acid","Glycerol-3-P",5.6790324420265e-05,0.0420898794300329
"11233","2-Aminoadipate","S-Methylcysteine",5.68539096453776e-05,0.103982462550237
"11234","Phosphotyrosine","S-Methylcysteine",5.70528650340393e-05,-0.0222871757398612
"11235","7-Methylguanine","Thiamine",5.72236009637059e-05,0.0698940445743515
"11236","Glutamic acid","Serine",5.72247293452816e-05,0.0571428571428571
"11237","gamma-Aminobutyrate","Histidine",5.72537253216539e-05,0.0121666057727439
"11238","Hypoxanthine","Ribulose 5-Phosphate",5.73021975949671e-05,0.148081841432225
"11239","3-Hydroxypropionic Acid","Indole-3-Carboxylic Acid",5.80329346947764e-05,-0.0849470222871757
"11240","GMP","Succinylcarnitine",5.80833252559952e-05,-0.178991596638655
"11241","Dimethylarginine (A/SDMA)","Tyrosine",5.81959834579995e-05,-0.0499086591158203
"11242","Acetylcarnitine","Sorbitol",5.82233589632498e-05,0.19251004749726
"11243","Carnosine","Myristic Acid",5.83059749210006e-05,0.199926927292656
"11244","Cystine","Margaric Acid",5.83385275665384e-05,-0.0225063938618926
"11245","N6-Acetyl-Lysine","Xanthosine",5.8430714375432e-05,0.133613445378151
"11246","Adenine","n-Glycylproline",5.84693157306751e-05,0.0677018633540373
