"rowname","colname","p_means","R_means","pvalue","R_squared","p_F_all","R_F_all","p_F","R_F","p_M_all","R_M_all","p_M","R_M","p_SD","R_SD"
"N-Ac-L-Glutamine","N-AcetylGlycine",1.19268307349204e-29,-0.318342612814913,2.36103871201043e-18,-0.183667965238238,9.45765812588636e-09,-0.165123159045598,7.20349996929505e-15,-0.304433497536946,8.64366736319267e-10,-0.214724150529777,3.61156894102806e-28,-0.363546798029557,NA,NA
"2-Hydroxyglutarate","Choline",3.42219636674345e-28,-0.318342612814913,2.55114049092235e-19,-0.217873196626568,NA,NA,NA,NA,7.54857966708182e-67,-0.53262696382901,3.11513620066349e-59,-0.555665024630542,NA,NA
"7-Methylguanine","Succinate",1.25310556300478e-21,-0.318342612814913,1.7235895356578e-09,-0.130035532342994,2.76614071151137e-10,-0.136536111647051,2.29174645796155e-26,-0.354679802955665,0.000140125630373145,-0.140263061746438,1.05329978891183e-18,-0.361083743842364,NA,NA
"Ribose-5-P","Sucrose",6.84702568181869e-06,-0.318096527115568,2.14877989489694e-05,-0.232950896870585,4.49194468143464e-39,-0.480770467554184,3.28941119107983e-30,-0.549753694581281,8.13952200146588e-09,-0.234672999634637,6.80169100195458e-12,-0.338916256157635,NA,NA
"L-2-Aminobutyric Acid","Proline",1.88393067150141e-17,-0.317973484265896,7.19930352294089e-25,-0.284755340553962,NA,NA,NA,NA,1.18885763957337e-25,-0.228352210449397,8.35155802331011e-19,-0.277832512315271,NA,NA
"ADP","N-Acetyl-Aspartate (NAA)",1.86833840685209e-38,-0.317911962841059,7.74481549358497e-34,-0.256295218117214,1.83514859218216e-46,-0.315486526464724,2.8460384792247e-45,-0.356650246305419,2.47303708721268e-15,-0.184398976982097,8.72663942269651e-20,-0.252216748768473,NA,NA
"2-Aminoisobutyric Acid","2-Hydroxyglutarate",3.62341842001899e-27,-0.317911962841059,1.16996432494018e-27,-0.316490431953423,1.0344752218518e-17,-0.301723583510194,2.43094175258848e-06,-0.102463054187192,6.96768727702245e-27,-0.283047131896237,2.03718260539016e-26,-0.316748768472906,NA,NA
"Hypoxanthine","Sorbitol",1.37899751711526e-10,-0.317911962841059,0.00111114569242579,-0.164703112290766,0.00403659159783533,0.0107723969387099,4.57816001509252e-05,0.0182266009852217,NA,NA,1.83626061455526e-14,-0.404926108374384,NA,NA
"L-Kynurenine","Sarcosine",1.02851074185271e-41,-0.317788919991387,1.91157452141793e-34,-0.262228691296716,3.40492858095819e-16,0.291722940382018,3.10211510373168e-10,0.15320197044335,0.000524070668646413,0.121592985020095,NA,NA,NA,NA
"Ribose-5-P","Urate",5.49346016790914e-40,-0.317542834292042,1.0646591534461e-41,-0.335348259771394,4.21867123200511e-18,-0.193999614123095,6.22806273198882e-09,-0.0231527093596059,8.41543396242853e-09,-0.108878333942273,1.46666298742248e-07,-0.0817733990147783,NA,NA
"FAD","Guanine",5.12679371987937e-17,-0.317358270017534,4.83080186582685e-12,-0.332295903078043,0.00221489573560889,-0.346581773747508,4.8941916566462e-08,-0.494088669950739,8.04362179408775e-12,0.0639386189258312,2.69868581063338e-13,0.156650246305419,NA,NA
"Alpha-Ketoglutaric Acid","Linoleic Acid",1.66262466000683e-27,-0.317296748592697,1.63778802325359e-21,-0.247031122907659,NA,NA,NA,NA,0.0258850785097287,-0.046583850931677,NA,NA,NA,NA
"Cholecalciferol","Uridine",3.3301948871401e-26,-0.317235227167861,2.74537628760675e-33,-0.315582858855259,5.86518193524193e-24,-0.332658048749116,9.5710400571574e-19,-0.316256157635468,4.24093850286671e-18,-0.127694556083303,6.28076469347915e-07,-0.0748768472906404,NA,NA
"N-Acetyl-Aspartate (NAA)","Succinylcarnitine",7.34610245471796e-14,-0.317173705743025,1.95520678004084e-12,-0.305693736889422,4.3441433459103e-46,-0.443404720560808,3.44895125154955e-53,-0.50935960591133,1.51303241898083e-09,-0.285239313116551,1.08582923497079e-06,-0.244827586206897,NA,NA
"2-Hydroxyisobutyrate/2-Hydroxybutyrate","Cysteinyl-Glycine (Cys-Gly)",2.07548934576336e-21,-0.317050662893353,7.38359148814776e-23,-0.269009803501862,6.74367264930713e-06,-0.236574699337578,1.89599737068926e-05,-0.291625615763547,9.35467044802599e-16,-0.201278772378517,6.20500653190257e-09,-0.226600985221675,NA,NA
"Histamine","S-Adenosylmethionine (SAM)",1.32238274886519e-39,-0.316989141468516,4.75290805620487e-46,-0.344209940494028,4.68296402315799e-34,-0.444240787188887,2.01614913129005e-18,-0.33448275862069,3.10865872608134e-08,-0.106466934599927,NA,NA,0.00118113860412929,-0.731527093596059
"Cadaverine","Lysine",1.71249511765708e-21,-0.316989141468516,6.18324224429704e-27,-0.32626824778458,NA,NA,0.000734027276556399,0.00344827586206897,1.82744872913947e-09,-0.194738765071246,4.8337873921047e-06,-0.18423645320197,NA,NA
"Carnosine","Glutaric Acid",2.75599190823803e-15,-0.316989141468516,4.24286472186232e-10,-0.293604178261056,3.27184278890566e-48,-0.522605955366905,4.50226251883006e-54,-0.573399014778325,1.46931831811137e-05,0.0396419437340153,0.000311294986318024,0.0684729064039409,NA,NA
"Aminolevulinate","Tyrosine",0.000141005547300377,-0.316989141468516,1.15084017956253e-05,-0.248756367995205,0.000383545647190737,-0.224387420412888,0.000190529526563485,-0.27192118226601,2.32250390069533e-40,-0.423200584581659,1.72111318286528e-45,-0.55615763546798,0.00047817385412384,-0.520689655172414
"Indole-3-Carboxylic Acid","L-2-Aminobutyric Acid",4.22600260781437e-43,-0.31692762004368,2.61008024215815e-38,-0.241166145811036,0.0134525871266353,-0.057881535790083,NA,NA,4.04322742320093e-20,-0.172816952868104,8.49538145314146e-13,-0.166502463054187,NA,NA
"4-Pyridoxic Acid","Trigonelline",3.94972581779705e-12,-0.31692762004368,7.42811908410625e-14,-0.3209726443769,1.65626505843777e-22,-0.331082384719275,3.24525580378312e-26,-0.442857142857143,3.04023069890489e-08,-0.362294483010596,0.00108663973892144,-0.327586206896552,NA,NA
"7-Methylguanine","Lactate",8.65461426185049e-16,-0.316866098618844,1.79678836917656e-12,-0.270439659231988,2.61678510680187e-20,-0.314939867515596,7.45760806939187e-35,-0.540394088669951,1.13120472424573e-11,-0.313591523565948,3.73315835457685e-10,-0.226108374384236,0.0134162886622299,-0.379310344827586
"cAMP","Pyroglutamic Acid",1.45272820400991e-29,-0.316804577194008,4.95619373627934e-18,-0.187555117941693,NA,NA,NA,NA,5.84864731792345e-29,-0.290135184508586,4.39159740072379e-24,-0.458128078817734,NA,NA
"D-Leucic Acid","Sedoheptulose 7-Phosphate",9.27480926197009e-31,-0.316681534344335,1.72169528097413e-29,-0.272828460122437,1.28888053042419e-13,-0.268859733744935,3.60968851077089e-05,-0.142857142857143,2.94423542775851e-24,-0.194336865180855,2.15115242227798e-19,-0.266995073891626,NA,NA
"Biopterin","Kynurenic Acid",1.0400986589392e-42,-0.316558491494663,1.26700832074043e-29,-0.26049916520399,3.15753749516778e-08,-0.0739275837674449,1.01638605538544e-06,-0.0596059113300492,1.76754826743138e-06,0.101169163317501,0.00167862172639955,-0.00295566502463054,NA,NA
"NAD","Suberic Acid",7.35071763022917e-27,-0.316558491494663,6.00355682407948e-20,-0.278295303737318,1.97514942747804e-29,-0.334008617917551,2.28382901134857e-27,-0.320197044334975,1.28642794837557e-08,-0.27044208987943,5.81417267985058e-09,-0.28423645320197,NA,NA
"2'-Deoxycytidine","2-Hydroxyphenylacetate",4.36861446571356e-18,-0.316435448644991,1.47264410888319e-22,-0.320908429299199,1.20005747825802e-54,-0.46597851951894,3.95809491619957e-43,-0.517733990147783,3.81029519831131e-05,-0.169930580928023,0.0466896222444425,-0.103940886699507,0.00223032314839285,-0.657142857142857
"2-Hydroxyphenylacetate","Histidine",4.15333714270084e-38,-0.316373927220154,2.10534435530404e-24,-0.189695620531701,0.00208728794528506,-0.0545694256865393,2.01737521079793e-07,-0.127093596059113,1.37232785558077e-15,-0.164852027767629,3.90206788055542e-18,-0.290147783251231,NA,NA
"Asparagine","Myristic Acid",1.66350486576294e-21,-0.316250884370482,5.64081511207719e-22,-0.283834924440259,0.00788136880414697,-0.0168499581966686,5.81443060791905e-17,0.101477832512315,0.0421183832624882,0.07197661673365,0.00200481159313522,0.138916256157635,NA,NA
"Leucine /D-Norleucine","Pyridoxamine",1.2268597034983e-13,-0.316189362945646,3.5445021498807e-20,-0.3789845455713,7.62308322406226e-21,-0.397195961155058,2.02344170618578e-06,-0.212315270935961,1.73608059748089e-52,-0.516550968213372,5.66417377039798e-43,-0.513300492610837,0.01671040902429,-0.447783251231527
"Imidazoleacetic Acid","Suberic Acid",1.70793374724344e-24,-0.31612784152081,3.18701665471682e-19,-0.244162849437048,NA,NA,NA,NA,2.07462851681329e-34,-0.314724150529777,2.70635990596119e-48,-0.466009852216749,NA,NA
"betaAlanine","Pyridoxamine",7.62485725617932e-18,-0.31612784152081,3.00210119431132e-29,-0.314598227663855,1.34494927016989e-08,-0.217923982249662,NA,NA,6.65183755542608e-11,-0.225429302155645,0.000288997222449439,-0.191625615763547,0.0349675027896301,-0.599507389162562
"Deoxyguanosine","Linolenic Acid",5.19405665494481e-18,-0.316004798671137,9.64682524960774e-09,-0.172811336101717,8.34297405695064e-07,0.125956653160975,NA,NA,0.00081473425819136,0.0861527219583486,0.0341623472548017,0.0310344827586207,NA,NA
"Glutaric Acid","Phosphorylcholine",2.87498356056031e-08,-0.315943277246301,9.78952198791135e-12,-0.290641722676484,1.94786825021924e-21,-0.337545822882501,3.94010981135164e-25,-0.419704433497537,9.79955285160245e-19,-0.320898794300329,0.000158137028460036,-0.272906403940887,0.0219056084480638,-0.486206896551724
"Homoarginine","S-Methylcysteine",1.00884237087758e-31,-0.315697191546956,3.02950012062194e-44,-0.370212765957447,0.00186767155628936,-0.253103093446524,NA,NA,2.04796051561088e-36,-0.292473511143588,9.09995057972157e-19,-0.195073891625616,0.0342338119580826,-0.504433497536946
"Adenine","N2,N2-Dimethylguanosine",2.40432443705937e-24,-0.315697191546956,2.87811332535613e-19,-0.303660259428914,1.13629861833992e-12,-0.198630136986301,8.87218157580973e-17,-0.216748768472906,9.73071135842295e-14,-0.294190719766167,3.3776336124173e-17,-0.275862068965517,NA,NA
"betaAlanine","Urate",3.44331340449163e-19,-0.31563567012212,3.57665032575456e-31,-0.364908600539407,5.97492787200491e-08,-0.250112547430703,NA,NA,4.26218149349627e-13,-0.302557544757033,8.65458585106695e-08,-0.299014778325123,NA,NA
"2-Hydroxyisobutyrate/2-Hydroxybutyrate","SAH",9.20640297621992e-33,-0.315574148697284,2.73801712763987e-28,-0.251654608502076,4.56545040276627e-11,-0.224516046047977,1.46190930548131e-09,-0.255172413793103,1.05399282750386e-18,-0.222725611983924,1.62559362487673e-18,-0.306403940886699,NA,NA
"DHAP/D-GA3P","N-Ac-Phenylalanine",3.95747791352176e-27,-0.315512627272448,6.5885033013754e-29,-0.217916006678368,2.40759483403158e-12,-0.136214547559329,4.43917702981738e-06,-0.152709359605911,6.18571993744788e-17,-0.109061015710632,5.16594815046155e-24,-0.287684729064039,NA,NA
"Citraconic Acid","Leucine /D-Norleucine",6.8619669699927e-16,-0.315512627272448,5.11477935400066e-20,-0.292615266064472,6.24917029818518e-06,-0.120875940574957,2.32128118637174e-05,-0.150246305418719,4.82258520896843e-44,-0.445158933138473,8.37940573760931e-36,-0.462068965517241,0.0190481316595133,-0.635960591133005
"Azelaic Acid","L-Kynurenine",2.0326218909949e-20,-0.315389584422775,1.91261715112726e-14,-0.245245943747592,NA,NA,0.000852190732696244,-0.119704433497537,1.55110399884672e-07,-0.108147606868835,3.13507155843353e-17,-0.294581280788177,NA,NA
"3-(4-Hydroxyphenyl)Propionate","Deoxyguanosine",1.50057950088862e-27,-0.315328062997939,5.63682332027164e-13,-0.161218374074233,1.4773496785471e-06,0.121647694385491,NA,NA,1.83733940629529e-12,0.126013883814395,4.7125865734567e-24,0.226600985221675,NA,NA
"Glucose","S-Methylcysteine",8.00568452206516e-43,-0.315081977298594,3.95508111823857e-48,-0.333344749347147,0.00954494520702562,-0.0462409158145218,NA,NA,9.94238810276077e-34,-0.289806357325539,4.70449352759668e-36,-0.432019704433497,NA,NA
"Asparagine","N-Ac-Phenylalanine",4.55610775740558e-42,-0.315020455873758,1.65676117710336e-41,-0.3474506614153,0.00349757396611391,-0.146954788089266,NA,NA,3.39262208773194e-31,-0.279539641943734,1.57228152552176e-09,-0.212315270935961,NA,NA
"Adipic Acid / 3-Methylglutaric Acid","Glucose",4.69637665898527e-19,-0.314958934448922,1.73224106463068e-21,-0.330416541804016,0.000232377151444371,-0.0844748858447489,0.00313070873739138,-0.0724137931034483,2.9375367727317e-51,-0.535257581293387,1.81948317088518e-27,-0.401970443349754,0.00486794949668913,-0.560591133004926
"N-Acetyl-Aspartate (NAA)","Valine",1.84958689054031e-10,-0.314712848749577,1.62632202538086e-11,-0.27102187593647,1.71861342296473e-05,-0.202746157309152,9.99577194705442e-06,-0.295566502463054,5.54824215708482e-17,-0.330873218852759,1.71422208911665e-17,-0.353694581280788,NA,NA
"ADP","Betaine",1.02658865439548e-16,-0.314528284475068,7.46179049634872e-08,-0.253508283745023,6.5586672797577e-50,-0.499196089780693,3.82523131478818e-69,-0.566009852216749,0.000283809891530218,-0.216550968213372,0.000451337068580789,-0.179802955665025,NA,NA
"2-Hydroxyphenylacetate","DCDP",1.07300094235946e-14,-0.31434372020056,5.65002409909428e-21,-0.291506485722848,4.45160173809912e-07,-0.222168628207602,1.32659926350304e-07,-0.217241379310345,2.14721629494467e-35,-0.364742418706613,3.95622223706731e-25,-0.415270935960591,0.0458966787079396,-0.507389162561576
"Cytidine","Fructose",7.74249133562072e-06,-0.314282198775724,1.34487861753614e-06,-0.260071064685988,0.0258005549682414,-0.0328960061740305,0.000512773379418587,-0.201970443349754,8.73933719798153e-15,-0.214797223237121,NA,NA,NA,NA
"cGMP","Myristic Acid",1.80049547410658e-26,-0.314220677350887,1.59779907290485e-16,-0.215227535425318,0.00444051993554865,0.025403562930092,3.05080277607562e-09,0.176847290640394,0.00105474670666586,-0.0502740226525393,8.3439139158039e-13,-0.201477832512315,NA,NA
"Glyceraldehyde","Threonine",7.62167570369787e-23,-0.314220677350887,7.79708149695475e-13,-0.217894601652468,0.000101882485042261,0.0974660749887453,7.41873784682065e-07,0.112315270935961,7.44285754605601e-16,0.21592985020095,0.000545368438997779,0.0822660098522167,NA,NA
"Phenylalanine","Trigonelline",5.25571335654554e-23,-0.314036113076379,1.40090349467477e-27,-0.345198852690612,4.13071793689294e-24,-0.356743198919545,5.10077339395517e-20,-0.433990147783251,3.15244544038714e-24,-0.34855681402996,1.8252344689033e-14,-0.245320197044335,NA,NA
"Argininosuccinate","D-Leucic Acid",5.22895306489575e-20,-0.313974591651543,3.00011254197494e-21,-0.276608587696391,9.85719909164051e-36,-0.316386905910348,1.22058074061636e-43,-0.450738916256158,2.89360758113495e-35,-0.339093898428937,5.07734029554191e-18,-0.308866995073892,0.00179355269661277,-0.689162561576355
"Putrescine","Suberic Acid",2.76619195380012e-15,-0.313974591651543,5.18342633284212e-12,-0.25523352883257,8.39729110797203e-08,-0.248922760306129,3.69386577915621e-10,-0.323645320197044,0.0029797347532692,-0.102922908293752,3.90327940799936e-05,-0.167980295566502,NA,NA
"Citrulline","Glycerol-3-P",5.32975281564916e-22,-0.313913070226706,4.98594981689537e-32,-0.334825977139432,4.63999621184465e-12,-0.299858511801402,4.51451803352228e-10,-0.306403940886699,7.09177650092242e-32,-0.337376689806357,5.75056795140466e-22,-0.319704433497537,NA,NA
"Linolenic Acid","Ribose-5-P",8.95596233134861e-27,-0.31385154880187,1.37851168978637e-26,-0.290932831028726,NA,NA,NA,NA,4.52994464177001e-07,-0.114103032517355,1.33286518494915e-06,-0.173891625615764,NA,NA
"cGMP","Ergocalciferol",1.60538093222516e-45,-0.313790027377034,6.02139494619389e-46,-0.312179459737146,1.8732918464385e-19,-0.156569554312174,1.30671419647022e-16,-0.228571428571429,5.99146359548463e-06,-0.112349287541103,NA,NA,NA,NA
"2-isoPropylmalic Acid","Glyceraldehyde",4.74672024167989e-33,-0.313790027377034,1.81906267432696e-33,-0.227402714157284,5.52635556789527e-09,-0.107241623255515,6.78149847362785e-13,-0.207389162561576,1.91456011382073e-15,-0.119985385458531,4.49037529232318e-12,-0.136453201970443,NA,NA
"Aspartic Acid","L-2-Aminobutyric Acid",1.67883132387517e-31,-0.313790027377034,5.62569998922441e-22,-0.180213194057965,3.15110211507666e-08,-0.179014727635218,1.0136123309105e-20,-0.426108374384236,1.36711938625946e-09,-0.0148702959444647,5.71420715239927e-05,-0.0177339901477832,NA,NA
"5,6-Dihydrouracil","Adipic Acid / 3-Methylglutaric Acid",5.57859002906692e-25,-0.313790027377034,2.21057777856957e-33,-0.343619161779186,1.19353633045068e-45,-0.436587561901087,3.3733255822347e-44,-0.482758620689655,1.69233020587222e-13,-0.235476799415418,0.00357267782296017,-0.135467980295566,NA,NA
"2-isoPropylmalic Acid","Inosine",1.97129221951301e-10,-0.313790027377034,1.77207783569202e-08,-0.223104584956548,0.0316186784208482,-0.0910026368255193,NA,NA,1.3756215030709e-25,-0.364194373401535,4.44739210955064e-41,-0.539901477832512,NA,NA
"Adenosine","DCDP",4.10088211981243e-21,-0.313728505952198,1.1013472637395e-26,-0.269763260413545,1.80195448693089e-09,-0.115473663901216,4.77139048858393e-14,-0.187684729064039,9.58301264226802e-32,-0.331494336865181,3.98447171378512e-18,-0.306403940886699,NA,NA
"gamma-Aminobutyrate","Pyridoxamine",5.82703337646388e-19,-0.313728505952198,1.64402595149407e-34,-0.390919988013186,4.07878384381959e-07,-0.207730400668853,0.00465489463069861,-0.105418719211823,5.63444329011582e-34,-0.422469857508221,1.26310588715769e-14,-0.338916256157635,0.00360687697063154,-0.666995073891625
"Dimethylarginine (A/SDMA)","Sorbitol",0.00234020249553606,-0.313728505952198,0.000386244033487117,-0.29998287597928,8.48283279011829e-20,-0.299215383625957,5.99982877658881e-20,-0.245812807881773,2.58880376318062e-08,-0.348702959444647,2.37549657182207e-06,-0.372413793103448,NA,NA
"2-Hydroxyglutarate","Cholesteryl Sulfate",2.63576028763621e-21,-0.313666984527362,1.22991690113051e-05,-0.0650199066740871,0.00156201208383496,0.0541513923724998,NA,NA,3.22003292903997e-13,-0.110266715381805,4.74078135976093e-29,-0.390147783251231,NA,NA
"Fructose","Xanthosine",1.08347823431664e-13,-0.313605463102525,8.48801131680509e-12,-0.250764159424633,2.92459481950531e-09,-0.222586661521641,5.21212663012772e-10,-0.276847290640394,2.02358663062139e-08,-0.22341980270369,5.87512500832114e-06,-0.329064039408867,NA,NA
"Glucose","Niacinamide",1.62202045720539e-23,-0.313482420252853,5.71370157515382e-15,-0.222526649257246,2.8672108221687e-06,-0.220271400090038,4.70926751547859e-05,-0.240394088669951,NA,NA,0.00720531491465436,-0.087192118226601,NA,NA
"Sarcosine","Spermidine",1.17292292227831e-29,-0.313359377403181,1.67373791221275e-24,-0.262798064985659,0.0134490357415285,0.0635410637340022,0.0167241785330795,0.0142857142857143,7.25348760032229e-12,-0.292985020094995,1.10340674126113e-08,-0.322167487684729,NA,NA
"Riboflavin","Succinylcarnitine",8.96368075217913e-24,-0.313174813128672,3.19265479702311e-16,-0.218061560854489,NA,NA,0.00300534266165867,-0.175862068965517,0.000122495727661423,-0.167811472415053,3.32043383361402e-15,-0.375862068965517,NA,NA
"N-Ac-Phenylalanine","Thiamine",6.12968919134146e-27,-0.313051770279,7.29804560860581e-17,-0.202170469626268,0.0020282870442022,-0.0806804296096212,0.00419225650331102,-0.0822660098522167,1.41476892630106e-27,-0.292071611253197,5.60420783136063e-45,-0.45615763546798,NA,NA
