"COMPOUND","best_fit","R_squared","R_adj","sex_p","geno_p","int_p","sex_eta","geno_eta","int_eta","sex_p_adj","geno_p_adj","int_p_adj","deltaTAG_R_spearman","deltaTAG_p","deltaTAG_adj","sig_deltaTAG","deltaPC1_R_spearman","deltaPC1_p","deltaPC1_adj","sig_deltaPC1","deltaPC2_R_spearman","deltaPC2_p","deltaPC2_adj","sig_deltaPC2","TAG_R_spearman.x","TAG_p.x","TAG_adj.x","sig_TAG.x","mass_R_spearman.x","mass_p.x","mass_adj.x","sig_mass.x","rTAG_R_spearman.x","rTAG_p.x","rTAG_adj.x","sig_rTAG.x","TAG_R_spearman.y","TAG_p.y","TAG_adj.y","sig_TAG.y","mass_R_spearman.y","mass_p.y","mass_adj.y","sig_mass.y","rTAG_R_spearman.y","rTAG_p.y","rTAG_adj.y","sig_rTAG.y"
"Indole-3-Carboxylic Acid","AIC_sex_geno",0.705707599146437,0.503603179283147,0.0269855482960286,0.0188207194129576,0.0782977229777488,0.0268813795548098,0.271182567658844,0.223924377416881,0.116909203064615,0.0234246317197387,0.0959276738469108,-0.434975369458128,0.019212945672923,0.0799472364273014,"NS",-0.610837438423645,0.000561235826180531,0.00199670438160381,"SIG",0.188669950738916,0.325525121932033,0.495570416252496,"NS",-0.330646897782153,0.0115677422375641,0.0332936632416818,"NS",-0.463489082894398,0.000539372168521561,0.00221741891503308,"SIG",0.199948774865534,0.154911590794229,0.53459864609592,"NS",-0.315804643349495,0.00015244926846873,0.000613111188406848,"SIG",-0.404727262895538,1.27098656920012e-05,5.4681980302796e-05,"SIG",0.121119451394681,0.209296857705798,0.42549361181948,"NS"
"Inosine","AIC_int",0.669734753631198,0.442926090462262,0.234910366955629,0.000103221691248365,0.0183634546844156,0.00660999017270694,0.373291664806403,0.236833355781021,0.375589367688035,0.000181866789342358,0.0285482278707301,0.12512315270936,0.516238403980682,0.687079890190117,"NS",0.155172413793103,0.419880676266865,0.514423345095166,"NS",0.0123152709359606,0.950116836825366,0.987480982093779,"NS",-0.194930634593497,0.142296543940165,0.218539443876316,"NS",-0.183226963597933,0.193536304145078,0.273314627991141,"NS",0.104584649534705,0.45946313146341,0.745619994041499,"NS",-0.0935203576828313,0.273501752527461,0.34656043984644,"NS",-0.0808574129890336,0.403259828683295,0.484435508483179,"NS",0.0794180335464739,0.411129971118574,0.603643211562986,"NS"
"iso-Leucine /allo-isoLeucine","AIC_int",0.720290146459262,0.52820024703972,0.0774423160732662,0.00012184958551546,0.031091388524038,0.014879579765907,0.371971208086757,0.223909748948331,0.188510900967819,0.000212662012456227,0.0419847217295404,-0.025615763546798,0.895367289979333,0.963040399105678,"NS",0.131527093596059,0.494825982410684,0.583075202203672,"NS",0.080295566502463,0.677836559703946,0.769323702731472,"NS",-0.405272386108462,0.00173599736767163,0.00805695097148849,"SIG",-0.321629064246697,0.0200679879573992,0.0424813308420479,"NS",-0.135575855886622,0.336867481711593,0.662983873581327,"NS",-0.33406543326138,5.84220170294439e-05,0.00029211008514722,"SIG",-0.240816080828256,0.011654187431726,0.0224585903632221,"NS",-0.086284867018812,0.371766542385833,0.573140086178159,"NS"
"isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","AIC_sex_geno",0.578823338564292,0.289581534927722,0.185350194800502,0.032310847327241,0.237546198769159,0.0106785899135809,0.286565462115609,0.20529370818325,0.329709481135509,0.0394953153216918,0.255500271931945,0.565024630541872,0.00168155496153629,0.0187056978803913,"NS",0.40295566502463,0.0310777637622545,0.0598894405835112,"NS",-0.0911330049261083,0.637055595573333,0.750670606248832,"NS",0.108493032698637,0.416526615570566,0.517163918661441,"NS",0.261435676857815,0.0611905553850869,0.106794837228689,"NS",-0.136856484248271,0.33228995983087,0.662983873581327,"NS",0.105585482548142,0.216066879485721,0.289654874672887,"NS",0.196170741335457,0.0409160399989558,0.0615403853642832,"NS",-0.173811509591326,0.0707437697762055,0.256619557031334,"NS"
"Kynurenic Acid","AIC_int",0.927225010998466,0.877247006503437,0.130840547633881,8.58253719428881e-23,0.0200196079661108,0.00399915598246933,0.758068223506804,0.087213476669488,0.268950014580756,3.96942345235857e-21,0.0303576022436927,0.0472906403940887,0.807270269985859,0.89966867438183,"NS",-0.204433497536946,0.286118055397008,0.389204707709165,"NS",0.134975369458128,0.483487774149444,0.634363391614519,"NS",0.510227936879018,5.47130427511426e-05,0.000843492742413449,"SIG",0.597920981396236,2.86007116901786e-06,4.81011969334822e-05,"SIG",-0.117817809271749,0.404376338674573,0.729386174170189,"NS",0.425175000253532,1.81640315863691e-07,3.05485985770754e-06,"SIG",0.535748707576221,1.93773996059279e-09,3.2589262973606e-08,"SIG",-0.100657955703827,0.29718417766551,0.509065489519623,"NS"
"L-2-Aminobutyric Acid","AIC_int",0.824047652323917,0.703212907534317,0.85967693588642,3.55342172082472e-11,0.00749928076424634,7.03831290820275e-05,0.391205386463423,0.12659526865931,0.934484495034076,1.60337321549408e-10,0.013340066744092,0.070935960591133,0.713805565960735,0.820211364613267,"NS",0.289655172413793,0.127421340257809,0.210472749532988,"NS",-0.355172413793103,0.0593454360638324,0.17262194629114,"NS",0.388230951428835,0.00277765357196812,0.0116481330095229,"NS",0.390872804916746,0.00416945991068588,0.0118669243611829,"NS",-0.0133185349611543,0.925307914813206,0.951010912446906,"NS",0.31194827195736,0.000185245161359607,0.00070427273759836,"SIG",0.27805219376693,0.00341763670811045,0.0075269379881004,"SIG",0.0235659345751089,0.807549860960033,0.884004285666308,"NS"
"L-Kynurenine","AIC_int",0.676975629849037,0.455139616612833,0.173844989776585,0.0577991414507967,0.03274886742076,0.00996050046774817,0.234032700677731,0.252939472327787,0.324328752033779,0.0676762099265657,0.0435866221067669,0.516748768472906,0.0046012397909686,0.0343424151960257,"NS",0.429556650246305,0.0209014953544441,0.0434469285457546,"NS",-0.265024630541872,0.164271114354395,0.333238664928621,"NS",0.421883170814236,0.00107338252412835,0.00536691262064173,"SIG",0.512540290064487,0.000102498879531751,0.000592571647292937,"SIG",-0.0771792025954068,0.58554602370061,0.790700834924181,"NS",0.32642418751335,8.79226584430692e-05,0.0003967241905358,"SIG",0.489259170354503,6.72160289590717e-08,5.65225698064921e-07,"SIG",-0.194402743026596,0.0429495585988088,0.251099576317623,"NS"
"Lactate","AIC_sex_geno",0.576041746773917,0.284889693353594,5.48630402994192e-05,0.211142316175027,0.431192468544493,0.108186066069899,0.210529481542912,0.173863585395252,0.00169161040923209,0.228428821592866,0.450681393676447,0.016256157635468,0.933859877418863,0.969360616199537,"NS",0.114285714285714,0.553494054661437,0.639977500702287,"NS",0.177832512315271,0.354486177859068,0.524639543231421,"NS",-0.290165800239934,0.0274950740501963,0.0554257671225167,"NS",-0.202096096382249,0.150779792961414,0.221383029348108,"NS",-0.0890463587466917,0.529069452582602,0.76707252583253,"NS",-0.140681590211899,0.0985631817122047,0.143576288320928,"NS",-0.154898708241284,0.107776387734877,0.151050240386001,"NS",0.0469557964970809,0.627282896998486,0.773648906298133,"NS"
"Lactose/Trehalose","AIC_int",0.899804751936019,0.830995967120995,0.000917258618215702,1.89886611432829e-21,0.000128736742587638,0.0184981837529134,0.627929848388739,0.124541870636971,0.0154266222154459,5.96587823353567e-20,0.000490215331983309,0.236945812807882,0.214998138889754,0.38244861244812,"NS",0.447783251231527,0.0156687120977196,0.0341024910362132,"NS",-0.170443349753695,0.375097564392456,0.533792687789264,"NS",-0.236334553508259,0.0742238778466169,0.127142753718742,"NS",-0.160344938321024,0.256156677922574,0.338492752969115,"NS",-0.195423887987706,0.164614798886492,0.53459864609592,"NS",-0.212866785424574,0.0118727708963953,0.0224128838350319,"NS",-0.123046911285031,0.202420068747398,0.265505734368873,"NS",-0.122203688258734,0.205225190012595,0.42549361181948,"NS"
"Leucine /D-Norleucine","AIC_int",0.704217801291952,0.501090267239437,0.402593362547794,0.000241564765126146,0.000132490630265759,0.00294570713005861,0.316509451455048,0.330603276534236,0.524505437122126,0.000392012996038044,0.000490215331983309,0.472413793103448,0.0103778996040517,0.0548546121928446,"NS",0.599014778325123,0.000756279130547445,0.00245459016054873,"SIG",-0.170443349753695,0.375097564392456,0.533792687789264,"NS",-0.0515241933003168,0.70019080310633,0.771043443896852,"NS",0.0341949668783654,0.80981899549215,0.86101444923016,"NS",-0.160078545206181,0.256139806935926,0.662983873581327,"NS",-0.100719215519133,0.238103010702382,0.312172292916427,"NS",0.0536948826198808,0.579217313512995,0.653385384145756,"NS",-0.18222592901492,0.0579984518541029,0.255764071141685,"NS"
"Linoleic Acid","AIC_sex_geno",0.754249804502355,0.58548159795578,0.00206748361135326,0.000220367175841587,0.10490339146895,0.0466649397727492,0.353210908320515,0.185749935242104,0.023905279256272,0.000363999352952621,0.125207273688746,-0.378325123152709,0.0438171841711723,0.120987747338312,"NS",-0.139901477832512,0.467527881940458,0.558017149412804,"NS",0.00541871921182266,0.978610584247344,0.996217205585254,"NS",-0.387492694330801,0.00283332965096503,0.0116481330095229,"NS",-0.577088092711289,7.52111960938331e-06,9.9386223409708e-05,"SIG",0.234867241526509,0.0937737027935737,0.53459864609592,"NS",-0.32994988511288,7.29075250275192e-05,0.000345843387951053,"SIG",-0.479639686723257,1.31365325615384e-07,1.0566341408194e-06,"SIG",0.194791956259846,0.0425283089225925,0.251099576317623,"NS"
"Linolenic Acid","AIC_int",0.761739560423261,0.598114921195862,0.000198338292406225,2.91868507436053e-07,0.00143290500869901,0.0497043930790325,0.377164849247106,0.216368777414207,0.00407695378835018,7.29671268590131e-07,0.00358226252174752,-0.0689655172413793,0.72145949340289,0.823888927651448,"NS",0.251724137931034,0.187100350754677,0.281411096663538,"NS",-0.195566502463054,0.307887091446792,0.486830016390227,"NS",-0.394444615337291,0.00234640866519545,0.0100950140246781,"NS",-0.512881812829814,0.000101229193003466,0.000592571647292937,"SIG",-0.00554938956714761,0.968981667070309,0.973308099801291,"NS",-0.370334539175932,7.21115083665412e-06,5.80027349904788e-05,"SIG",-0.448811929209444,9.84610924788383e-07,6.07176736952836e-06,"SIG",0.0401538318969512,0.678021513111131,0.80406397388179,"NS"
"Lysine","AIC_int",0.914476114283564,0.855742843369867,0.0106510079059766,1.93487942709265e-21,2.43156394146503e-06,0.0112817550116524,0.662719687234032,0.169207138424871,0.0708023637199885,5.96587823353567e-20,1.79935731668412e-05,0.224137931034483,0.241394707683434,0.413500193716994,"NS",0.183251231527094,0.339816143189293,0.436569350625134,"NS",-0.00246305418719212,0.990832247717226,0.996217205585254,"NS",0.235042603586699,0.0758554957041383,0.127575151866051,"NS",0.163930927356958,0.245535066470925,0.326791275518857,"NS",0.188337744386579,0.180697565838691,0.540974273513027,"NS",0.234887872586148,0.00538038974739244,0.0113110466280409,"NS",0.224079291388921,0.0191625214044024,0.0334440232057967,"NS",0.069150217774071,0.474342754946034,0.654876191529973,"NS"
"Maleic Acid","AIC_sex",0.576606708522603,0.2858426408815,0.940341001803748,0.128759686957114,0.0270921289432684,3.29919147918664e-05,0.227421000423608,0.28655355867643,0.966461585187186,0.141788940994441,0.0385541834961896,-0.426600985221675,0.0218733174579518,0.0809312745944216,"NS",-0.843349753694581,1.02870028975746e-06,1.46623404178895e-05,"SIG",0.532019704433497,0.00339606708984016,0.0544410328673176,"NS",-0.499154080408502,8.28840024558845e-05,0.00102223603028924,"SIG",-0.503916840239981,0.000139804348924638,0.000783751653062362,"SIG",0.143430376504738,0.30941397733976,0.662983873581327,"NS",-0.339126082857663,4.43005926132108e-05,0.000236887328888547,"SIG",-0.379686950013433,4.66276498602963e-05,0.000169139514199114,"SIG",0.125474932814382,0.193286464078809,0.41418669616514,"NS"
"Margaric Acid","AIC_int",0.699781053054818,0.493606595514152,0.792466087202605,9.32410878765736e-06,0.0426738220342488,0.000308227333882212,0.418383370801778,0.204101316731622,0.890331491471016,2.02936485378425e-05,0.054445910871283,-0.430049261083744,0.0207430667487052,0.0799472364273014,"NS",-0.559113300492611,0.00191663965895511,0.00529221398368203,"SIG",0.329556650246305,0.0812986308398759,0.214860667219672,"NS",-0.314405241625396,0.0165848189431402,0.0393357885189863,"NS",-0.349292408238184,0.0111471549059612,0.0281272175760271,"NS",-0.0875949799368223,0.535828545972931,0.76707252583253,"NS",-0.261245701852085,0.00189407367217049,0.00486671707432696,"SIG",-0.172807814327394,0.0723497844861776,0.102959308691868,"NS",-0.145621351125938,0.130690236640598,0.340723949901851,"NS"
"Methionine","AIC_int",0.743788821182176,0.567836565849453,0.731874231969846,4.38712845931001e-05,3.01623008448983e-05,0.000459856110665376,0.333436078768485,0.341741636980996,0.83065480315596,8.37902429792097e-05,0.000150811504224492,0.336945812807882,0.0744043889160833,0.172060149368443,"NS",0.614285714285714,0.00051336668900193,0.00189945674930714,"SIG",-0.3,0.113931574136717,0.26680178753535,"NS",0.376234273585776,0.00381491728755099,0.0138129228080451,"NS",0.326495763652607,0.0181618662691355,0.0399993483308342,"NS",-0.0103304021173056,0.942086547118594,0.96290613932011,"NS",0.246452518197786,0.00344849959372034,0.00787620277578103,"SIG",0.323744741015347,0.000594754575339424,0.00157185137768276,"SIG",-0.0886108794365675,0.358975589199927,0.559169088959191,"NS"
"Myristic Acid","AIC_int",0.683753647286173,0.466572417109207,0.0133769740586513,0.00706175430918303,0.0214830738371812,0.0310556833819659,0.276628609710466,0.244737807459088,0.0778600895954496,0.00926542232055929,0.0320513601603107,0.144827586206897,0.451852304699748,0.637190199100783,"NS",0.169458128078818,0.377898318784531,0.48062406090251,"NS",-0.146305418719212,0.447205829441653,0.599515061208014,"NS",-0.313297855978344,0.016986384425694,0.0397782420095366,"NS",-0.53465388911941,4.44629549025868e-05,0.000357636811172981,"SIG",0.166993938359088,0.235960282426463,0.651532123117846,"NS",-0.263517967035052,0.00172224546521216,0.0045239195112583,"SIG",-0.385678275801101,3.44909882271544e-05,0.000127616656440471,"SIG",0.172801408581225,0.0724159318057851,0.257633603539812,"NS"
"N-Ac-Alanine","AIC_int",0.796085391446747,0.656047648223429,0.0337710656304772,1.40579136540507e-05,0.00494596616791937,0.0188625116940483,0.373276102300893,0.238713841713549,0.122502885130162,2.92215059101054e-05,0.00963161832700088,-0.14384236453202,0.454964429455096,0.637190199100783,"NS",0.0655172413793103,0.734918043779435,0.790464174995323,"NS",-0.24679802955665,0.19609923147991,0.359191661621617,"NS",-0.0699190993263404,0.601087650742643,0.682216045321405,"NS",-0.204870968850531,0.145133784614537,0.214798001229515,"NS",0.271237086997353,0.0520798559330045,0.533124095945809,"NS",-0.088966890187368,0.297643926248936,0.37205490781117,"NS",-0.171070190839091,0.0753103234804461,0.106354273617424,"NS",0.173978315262719,0.0704706705476189,0.256619557031334,"NS"
"N-Ac-Arginine","AIC_int",0.936095898294769,0.892209948930936,0.0376579902314168,3.25470505110593e-25,0.0131479773759976,0.00662926758033243,0.774371018822194,0.0791537772486637,0.129532577734181,3.01060217227299e-23,0.0215254496863678,0.578325123152709,0.00124210203589126,0.0164134911885631,"NS",0.565024630541872,0.00168155496153629,0.00481813430252505,"SIG",-0.188177339901478,0.32680859882597,0.495570416252496,"NS",-0.198498877233997,0.135028530223922,0.211697271961234,"NS",-0.280262119296465,0.0441778583133169,0.0793485804656664,"NS",0.0932297447280799,0.509827620971339,0.76707252583253,"NS",-0.194829423750935,0.0215428615938135,0.0386934892704417,"NS",-0.266393898576076,0.00511100235565109,0.0108682233999477,"NS",0.137420072282458,0.153976066175587,0.355211351197507,"NS"
"N-Ac-L-Glutamine","AIC_int",0.774875221282726,0.620271457585321,0.0444246408822704,3.25018782163426e-11,3.32289749592607e-05,0.0118886876593617,0.500684922653216,0.249087889584708,0.139328293245758,1.50321186750584e-10,0.000161772641249032,0.108866995073892,0.57258312233861,0.730537087121675,"NS",0.500985221674877,0.00621356032352671,0.0141914649364499,"NS",-0.429556650246305,0.0209014953544441,0.101757280015057,"NS",0.180596142606663,0.174476121156291,0.254158129243415,"NS",0.16649234809691,0.238134156012283,0.323932491634355,"NS",-0.112951421497481,0.42416981155136,0.737233003253975,"NS",0.0770179480059459,0.367499014286496,0.444361553222234,"NS",0.116309565813051,0.228434837330297,0.293475311847951,"NS",-0.176554536187564,0.0663604076475723,0.255764071141685,"NS"
"N-Ac-Phenylalanine","AIC_sex_geno",0.801094334717,0.664496468197349,0.0759701736523465,2.89187123685057e-10,0.183321360484116,0.0110457018405412,0.547040503634643,0.124111346512972,0.188510900967819,1.16303517134208e-09,0.205542131451887,-0.0369458128078818,0.849093210568081,0.924013199735853,"NS",-0.210344827586207,0.27217321456117,0.375761527565794,"NS",0.178817733990148,0.351790797079861,0.524639543231421,"NS",-0.195976498815713,0.14013644125999,0.217859173387379,"NS",-0.133321949514526,0.346068240213124,0.438511126297452,"NS",0.0244173140954495,0.863328065386012,0.925708926756164,"NS",-0.168737474088511,0.0470685435787919,0.0784475726313198,"NS",-0.0848655311687192,0.380273981025451,0.459808408429467,"NS",-0.0547863960707997,0.570971264475953,0.735970868236332,"NS"
"N-Acetyl-Aspartate (NAA)","AIC_int",0.832687568715927,0.717786260484697,0.116814983650981,1.31442368036091e-13,0.0227491822225368,0.00702694361728536,0.609795530583106,0.13990703020975,0.251288046225947,8.10561269555896e-13,0.0336687896893545,-0.205911330049261,0.28258928604738,0.462646176272259,"NS",-0.223152709359606,0.243511873742476,0.349222454591923,"NS",0.100985221674877,0.600871313540664,0.726543745130868,"NS",-0.233381525116122,0.0779952576225189,0.129992096037532,"NS",-0.247006340022749,0.0775038654233987,0.130347410030261,"NS",0.0437121147443012,0.75771776821105,0.865294982216323,"NS",-0.175442555518288,0.0388464240525258,0.0659320041258466,"NS",-0.191379534170376,0.0462075739308086,0.0689387191709645,"NS",0.0504957835233065,0.601532331524581,0.751915414405727,"NS"
"N-AcetylGlycine","AIC_int",0.721685426948305,0.53055373220196,0.138816172526794,3.26220245305322e-08,2.68299775794459e-09,0.00620345309685555,0.357312595694969,0.402203565193102,0.27288571368847,9.73399119056202e-08,4.13628821016458e-08,-0.241871921182266,0.205397456603017,0.376223064074833,"NS",-0.530541871921182,0.00349934521975747,0.00874836304939369,"SIG",0.460098522167488,0.0127945291434434,0.0741235062247352,"NS",-0.0973576548032853,0.466164074903104,0.571128171238902,"NS",0.0115690836754519,0.93512343341236,0.965764997105109,"NS",-0.0191240502006318,0.892808585013392,0.932597802682132,"NS",-0.0321535577660517,0.707096205303223,0.747501702749121,"NS",0.014660908578642,0.879732882759433,0.89917449342815,"NS",-0.00316930775646372,0.97390220696898,0.994099787323673,"NS"
"n-Glycylproline","AIC_int",0.763019448074991,0.600273767837334,0.505703323166603,6.35093394383913e-07,6.15641256336599e-05,0.0015756228668044,0.389258693612592,0.295412928598081,0.62788667641491,1.52587373975356e-06,0.000277789347371392,0.476354679802956,0.00969135514900366,0.0527323736048729,"NS",0.749261083743842,6.12662923106538e-06,4.35933233748883e-05,"SIG",-0.265024630541872,0.164271114354395,0.333238664928621,"NS",0.0859761912085884,0.520053390648333,0.613154803070257,"NS",0.289141711194967,0.0376191105412872,0.0702983378801831,"NS",-0.317937334585503,0.0220337481744981,0.490862039774034,"NS",0.0422860283705298,0.621119661978365,0.67197156412864,"NS",0.225066261530277,0.0186254570613822,0.032816281489102,"NS",-0.272764340654249,0.00422353478565097,0.0868171039272699,"NS"
"N2,N2-Dimethylguanosine","AIC_int",0.70995619806446,0.510769490711137,0.978688865592888,0.000131631614702425,0.00841386375948996,3.26979130102892e-06,0.361986987334925,0.254589311398478,0.985221196154011,0.000227587371214473,0.0145473345374359,0.10935960591133,0.57083543983143,0.730537087121675,"NS",0.111822660098522,0.56213377409585,0.645930113091505,"NS",-0.116256157635468,0.546627510772601,0.683284388465751,"NS",0.300809006736596,0.0221245533693185,0.045989240149707,"NS",0.232961216298676,0.0965076942280399,0.153913133036098,"NS",0.0468709980363698,0.740787225795195,0.865294982216323,"NS",0.199943696124397,0.0182800794774441,0.0331550461110505,"NS",0.187130465533646,0.0513642868685887,0.0754158180213406,"NS",0.0183208229079789,0.849815568616037,0.908762313259924,"NS"
"N6-Acetyl-Lysine","AIC_int",0.800515242345914,0.663519685884675,0.171225183300666,1.12761476449712e-06,5.6322468479206e-05,0.00684126316003933,0.384102104633905,0.302663683762605,0.323231213373706,2.6406168535692e-06,0.000260491416716328,0.618226600985222,0.000463065483931261,0.00867848669272836,"SIG",0.77487684729064,2.60335910927597e-06,2.0940062400698e-05,"SIG",-0.355665024630542,0.0589748535027447,0.17262194629114,"NS",0.422559906487434,0.00105204992247785,0.00536691262064173,"SIG",0.409485795627067,0.00257442739372251,0.00807235708201127,"SIG",0.159907794757961,0.256652446222858,0.662983873581327,"NS",0.389544899100365,2.13933733199079e-06,1.97888703209148e-05,"SIG",0.441036643307118,1.58742421723753e-06,8.39067086254124e-06,"SIG",0.0249189139097396,0.796731826549469,0.883016832890366,"NS"
"N6-Trimethyllysine","AIC_int",0.915858128202086,0.858073951184241,0.00187634463287648,6.13678300539218e-17,1.10377982094337e-06,0.0210357573242164,0.584367708742748,0.218333638107422,0.0231415838054766,7.22484083261633e-16,8.6367517679646e-06,0.617733990147783,0.000469107388796128,0.00867848669272836,"SIG",0.622167487684729,0.000417131023071301,0.00157488243404471,"SIG",-0.259113300492611,0.174155793387875,0.34050025699231,"NS",0.364176074317881,0.00519099309071931,0.0177839578107976,"NS",0.406155948665129,0.00281199343463537,0.00867031309012571,"SIG",-0.0309058311278067,0.827446864248286,0.905785028910846,"NS",0.324319493509068,9.8215233638127e-05,0.000422553912164035,"SIG",0.413985320841216,7.64960045835543e-06,3.45164898730672e-05,"SIG",-0.0412936706514688,0.669409564207513,0.802643858601093,"NS"
"NAD","AIC_int",0.875193831832139,0.789483571765053,0.00238758012078409,3.86786037335672e-06,7.77197403210454e-14,0.0235367128383789,0.238966743953084,0.532848934653621,0.0259824895497092,8.62113456712041e-06,1.43781519593934e-11,-0.114778325123153,0.551773627205334,0.718860007274555,"NS",0.166009852216749,0.387797747993003,0.481493848179232,"NS",-0.390147783251231,0.0372587027681966,0.143601250252424,"NS",0.187732627887662,0.157847333245381,0.237150527817002,"NS",0.314414395829165,0.0232035447231289,0.0461575889653639,"NS",-0.319986339964142,0.0211571189883544,0.490862039774034,"NS",0.0811960560611552,0.342004072098524,0.416254956172545,"NS",0.176106982123852,0.0669875095762329,0.0960673586945975,"NS",-0.183254563988509,0.0565788269517772,0.255764071141685,"NS"
"NADH","AIC_int",0.766871205596118,0.606770708234416,0.0262181000798615,3.06793906408471e-07,1.03614884890963e-05,0.0165036658726244,0.369752600660398,0.302697275858867,0.116909203064615,7.5675830247423e-07,6.18346893704134e-05,0.294581280788177,0.120856653866621,0.259982336806104,"NS",0.407389162561576,0.0291448238543379,0.0573594937558778,"NS",-0.340394088669951,0.0713475680832471,0.203066155313857,"NS",-0.216032483312314,0.103332671876477,0.166230819975203,"NS",-0.139981643438402,0.322287493556839,0.41119438833114,"NS",-0.134295227524972,0.341484430730074,0.664995996684881,"NS",-0.214553668623335,0.0112025429583029,0.0215882338258962,"NS",-0.209140363052151,0.0290717359641104,0.0471778171347406,"NS",-0.0996756556389584,0.301941779698536,0.510152455311377,"NS"
"Neopterin","AIC_int",0.743638351828271,0.567582762119975,0.0334411952873697,2.04724387474144e-05,0.029605302584941,0.0203352197297584,0.391503119100162,0.210439504943228,0.122502885130162,4.16197930579304e-05,0.0405670847511689,-0.0197044334975369,0.919656484303602,0.969360616199537,"NS",-0.224630541871921,0.240340792434898,0.347367551566063,"NS",0.130541871921182,0.4980902978806,0.644382553202174,"NS",-0.330154726383463,0.0116977735714017,0.0332936632416818,"NS",-0.337082969377744,0.0145400858635793,0.0336546144212367,"NS",-0.0478955007256894,0.735322047646948,0.865294982216323,"NS",-0.336147784441837,5.21654218255334e-05,0.000268072306603436,"SIG",-0.319384464475365,0.000711410430078294,0.00182792957728451,"SIG",-0.0805764062644796,0.404323317929487,0.599361293888274,"NS"
"Niacinamide","AIC_int",0.649875385508318,0.409428361098368,0.794079438339015,0.762914151807312,0.00693643412813677,0.000422829445140933,0.135379058725225,0.351586040508365,0.890331491471016,0.762914151807312,0.0124586438223816,-0.103448275862069,0.591966371660323,0.741734703108786,"NS",-0.15320197044335,0.425870217827837,0.51832888354046,"NS",0.354679802955665,0.0597178625007187,0.17262194629114,"NS",-0.205881448214341,0.120887722740723,0.191147253906272,"NS",-0.167516916392891,0.235217004820223,0.322334414012898,"NS",0.0455049944506104,0.748094023099165,0.865294982216323,"NS",-0.0971778779429263,0.255095385373349,0.327726710375484,"NS",-0.136651344782784,0.156515103741035,0.208311469007853,"NS",0.14924474098786,0.121306726577506,0.333272689141951,"NS"
"Nicotinic Acid","AIC_sex_geno",0.726946264104884,0.539427433429925,0.908422780099163,1.11180929262915e-05,0.119126824098178,6.06710211670778e-05,0.426388785307417,0.179514830017703,0.960332653247687,2.39168278065573e-05,0.138606682126811,0.117733990147783,0.541504295939424,0.710484359920521,"NS",0.0374384236453202,0.847091423357364,0.872679133083861,"NS",0.242857142857143,0.203513710399631,0.369118004156194,"NS",-0.143006552031745,0.283379265695875,0.374465458240978,"NS",-0.332344341008832,0.0160765874098911,0.0362703496442664,"NS",0.230342354648681,0.100414781333211,0.53459864609592,"NS",-0.161087291210951,0.0581676245668883,0.0935740047380377,"NS",-0.287356588338964,0.00244819001691768,0.00559154510036754,"SIG",0.145593550180706,0.130764326719089,0.340723949901851,"NS"
"o-Phosphoethanolamine","AIC_int",0.895294841612843,0.823388889467445,0.0404909853445443,1.64846023992258e-17,0.00532132536752568,0.00969119001379871,0.670374775990431,0.13098513413935,0.131418110328784,2.1783224598977e-16,0.010148919515384,0.0995073891625616,0.606241961568285,0.741734703108786,"NS",0.252216748768473,0.186216798205718,0.281411096663538,"NS",-0.335467980295566,0.075745357334716,0.212316531923068,"NS",-0.118090374973084,0.376309356451934,0.470386695564918,"NS",-0.143567632474335,0.309921650686117,0.398163231784248,"NS",-0.1173909331512,0.406090680754213,0.729386174170189,"NS",-0.210523023205368,0.0128622555064776,0.0237951726869835,"NS",-0.225571330757544,0.0183556790980413,0.032651929164785,"NS",-0.0238810119544064,0.805027256442233,0.884004285666308,"NS"
"Ornithine","AIC_int",0.571392537440085,0.277047653513397,0.000310280362746831,0.444186750487453,0.00214245201677191,0.0747084176213826,0.151732227722031,0.33600658290067,0.00574018671081637,0.456525271334326,0.00495442028878503,-0.196059113300493,0.306650875710332,0.48905527591734,"NS",-0.279802955665025,0.141341189363994,0.227374956802947,"NS",0.120689655172414,0.531327342021308,0.682608043569041,"NS",0.135377895352056,0.310053373535702,0.395585338648999,"NS",0.244231467554467,0.0810027882838409,0.132615184358501,"NS",-0.0440536156407411,0.755881790758447,0.865294982216323,"NS",0.232608904556033,0.00585924115220185,0.0121793214961499,"NS",0.227869627424739,0.017170228835877,0.0308397314042451,"NS",0.0633398202205542,0.512328072539599,0.68574755262226,"NS"
"Orotate","AIC_int",0.730116024486671,0.544774017206433,0.204502809524592,1.17061583443427e-07,0.026369265911112,0.00639767076972822,0.47206674944906,0.192102217570733,0.350676707681509,3.13860767203392e-07,0.0378163890973312,0.0980295566502463,0.611633091600749,0.741734703108786,"NS",0.268965517241379,0.157910143546939,0.245490559295661,"NS",-0.117733990147783,0.541504295939424,0.683284388465751,"NS",-0.174444000123043,0.189810179025954,0.270066803710515,"NS",-0.0564793273159518,0.690854723287338,0.769928456675647,"NS",-0.188081618714249,0.18129948625842,0.540974273513027,"NS",-0.116926699921533,0.170436109861758,0.238081057167575,"NS",-0.0510397939297539,0.598143983135432,0.662614592096137,"NS",-0.08912056343249,0.356209787259164,0.559169088959191,"NS"
