"COMPOUND","best_fit","R_squared","R_adj","sex_p","geno_p","int_p","sex_eta","geno_eta","int_eta","sex_p_adj","geno_p_adj","int_p_adj","deltaTAG_R_spearman","deltaTAG_p","deltaTAG_adj","sig_deltaTAG","deltaPC1_R_spearman","deltaPC1_p","deltaPC1_adj","sig_deltaPC1","deltaPC2_R_spearman","deltaPC2_p","deltaPC2_adj","sig_deltaPC2","TAG_R_spearman.x","TAG_p.x","TAG_adj.x","sig_TAG.x","mass_R_spearman.x","mass_p.x","mass_adj.x","sig_mass.x","rTAG_R_spearman.x","rTAG_p.x","rTAG_adj.x","sig_rTAG.x","TAG_R_spearman.y","TAG_p.y","TAG_adj.y","sig_TAG.y","mass_R_spearman.y","mass_p.y","mass_adj.y","sig_mass.y","rTAG_R_spearman.y","rTAG_p.y","rTAG_adj.y","sig_rTAG.y"
"ADP","AIC_int",0.835879416019114,0.723170099309349,0.0287196988091809,0.000225012334742115,6.02814655638369e-11,0.0147252208161088,0.227178363456089,0.508091606845194,0.116909203064615,0.000368383025905232,1.39400889116373e-09,0.0990147783251231,0.608036740567188,0.741734703108786,"NS",0.291133004926108,0.125424683243619,0.210146043731528,"NS",-0.320197044334975,0.0907311071154688,0.229934997484407,"NS",0.187240456488972,0.158954948374639,0.237150527817002,"NS",0.26924801011467,0.0535835748331785,0.0953169360013272,"NS",-0.259626056518398,0.0633092606738686,0.533124095945809,"NS",0.065886753176506,0.440934221867767,0.497395311253273,"NS",0.0959260838795973,0.321079469690995,0.393375509224067,"NS",-0.1250579186359,0.194779689547931,0.41418669616514,"NS"
"Agmatine","AIC_int",0.584832966936585,0.299718257483396,0.212034345209452,0.00179215064321605,0.0253568090280416,0.00796115352084967,0.325916575266388,0.248374881532866,0.35660321694317,0.00271760548356532,0.0369370840172259,0.386206896551724,0.0393497574009521,0.111995463371941,"NS",0.670443349753694,0.000102684331419205,0.000527683369793139,"SIG",-0.526108374384236,0.00382558609337907,0.0544410328673176,"NS",0.149773908763727,0.261030081174327,0.349931630559786,"NS",0.0743238918042873,0.600519337913745,0.685778256259524,"NS",-0.071971313924699,0.61116473597032,0.807747927980436,"NS",0.0812318045792746,0.341790878965286,0.416254956172545,"NS",0.102742201616381,0.287732142487007,0.359665178108759,"NS",-0.071374293392642,0.46021880219051,0.645003624282155,"NS"
"Alanine","AIC_int",0.797195304269447,0.657919790334007,0.210322009249099,8.43085947299999e-05,0.00598699131552245,0.00658092210401225,0.338557864053088,0.238941079494919,0.35660321694317,0.000154426633911386,0.0113019734017516,-0.24679802955665,0.19609923147991,0.374003688904983,"NS",-0.183251231527094,0.339816143189294,0.436569350625134,"NS",0.00246305418719212,0.990832247717225,0.996217205585254,"NS",-0.316066320095973,0.0159977760403546,0.0388495712261907,"NS",-0.492860040712519,0.000205675213883604,0.00100719813790891,"SIG",0.194570135746606,0.166494663739549,0.53459864609592,"NS",-0.260640211326437,0.00194241606029297,0.00492256124868767,"SIG",-0.428928882840622,3.2633155887769e-06,1.67698162201035e-05,"SIG",0.192447409878603,0.0451189747996901,0.251099576317623,"NS"
"Allantoin","AIC_int",0.597032680015926,0.32029608677385,0.41331254084274,8.09607745346337e-05,0.042172868011475,0.00317880731304198,0.386621728709674,0.217290323778632,0.530991805943798,0.000149777432889072,0.0541804207091866,0.0389162561576355,0.841091784617071,0.922909936002922,"NS",-0.102463054187192,0.595521377258589,0.663683462607463,"NS",0.14384236453202,0.454964429455096,0.601202996065662,"NS",-0.136854409548125,0.304767897563466,0.39154209061973,"NS",-0.294008410600877,0.0343795531687804,0.0662522639190038,"NS",0.293861521386494,0.0348604944382703,0.510437853210429,"NS",-0.0712534994591866,0.404539948261781,0.47668720018108,"NS",-0.203060997674408,0.034201049712944,0.0531696991335683,"NS",0.22933926420165,0.0166220961506891,0.153754389393874,"NS"
"Alpha-Ketoglutaric Acid","AIC_sex_geno",0.72574030711953,0.537393289117279,0.551143203390542,0.00494417700736433,0.104672032587964,0.00193551790088268,0.318648595885519,0.217666754260174,0.666590461907103,0.00674087978289439,0.125207273688746,0.0980295566502463,0.611633091600749,0.741734703108786,"NS",0.433990147783251,0.0195112050151282,0.0410178741795309,"NS",-0.495566502463054,0.00686930803420592,0.0690675364854298,"NS",0.42440554923252,0.000995803947403766,0.00526353515056276,"SIG",0.453499542008583,0.000734454667546538,0.00289093858502361,"SIG",-0.18628873900794,0.185553684245501,0.544879866435202,"NS",0.249761490406216,0.00302490383722832,0.00717445140881075,"SIG",0.362287546817225,0.000108322947547293,0.000357852594575879,"SIG",-0.127031785747382,0.187785260968843,0.408709097402777,"NS"
"Aminolevulinate","AIC_int",0.878432433817631,0.794946273909257,0.0833802499282545,1.05974978920845e-17,8.39500388517295e-08,0.00593525183711564,0.587693078961428,0.237198534612016,0.197760849188809,1.50810546925818e-16,9.13573952209997e-07,0.525615763546798,0.00386340119906499,0.0340347248489058,"NS",0.783251231527093,2.10194761721163e-06,1.87302603179183e-05,"SIG",-0.327586206896552,0.0832182839155847,0.216836373582862,"NS",-0.0152880740717955,0.909205204724124,0.944960465584062,"NS",0.0242054259925508,0.864750929516561,0.909467951749786,"NS",-0.0910953641253308,0.519599952451881,0.76707252583253,"NS",0.0547488554999188,0.522087420790446,0.578360316444506,"NS",0.0427872407759734,0.658659819103793,0.716776861965892,"NS",-0.0694096932629043,0.472682915987728,0.654876191529973,"NS"
"AMP","AIC_int",0.868586719766533,0.778339045389332,8.25744204110446e-05,0.0728307548062234,3.31739910669515e-13,0.0478249079298458,0.119095651733979,0.586821806369671,0.00218232396800618,0.0842105602446958,2.17658572660788e-11,-0.264532019704433,0.165079037481581,0.329693572748529,"NS",0.0157635467980296,0.935890685406112,0.946118998907818,"NS",-0.280295566502463,0.140619699442623,0.295620959055514,"NS",0.270355901442677,0.0404337935501246,0.0755580990583136,"NS",0.346218703350241,0.0119296508639455,0.0289591352194621,"NS",-0.205071288312132,0.144446432934338,0.53459864609592,"NS",0.165864186944661,0.0510106930727074,0.0842587340933113,"NS",0.230668359656566,0.0158165520830727,0.0289709122313707,"NS",-0.141775553702159,0.141248756552357,0.354671540591952,"NS"
"Anthranilic Acid","AIC_sex_geno",0.535724608088755,0.216884881113563,0.0375130154899422,0.120958394067439,0.819995478736191,0.0303344154680029,0.266633018207835,0.139624283213509,0.129532577734181,0.133995825763331,0.824451975903235,-0.347783251231527,0.065128832849123,0.156478364637503,"NS",-0.121674876847291,0.527955814629973,0.614288211990848,"NS",-0.0980295566502463,0.611633091600749,0.733895857524599,"NS",0.303146820880372,0.0210728563093647,0.0448100967497986,"NS",0.25413562774895,0.0690602128408749,0.118297586810758,"NS",0.156065909673013,0.268371054813204,0.662983873581327,"NS",0.215967969371435,0.0106664639130904,0.0207715349886497,"NS",0.222564083707121,0.020012987411499,0.0346018941226852,"NS",0.00532851450282643,0.956110273595913,0.989262999134468,"NS"
"Arabitol/Xylitol","AIC_geno",0.740545055850266,0.562365154446232,0.719825358039179,7.03882976912977e-07,0.236975684142097,0.00056909137790551,0.482246800398474,0.150730597137756,0.822022785415112,1.66946603498591e-06,0.255500271931945,0.368472906403941,0.0499671324134355,0.133969847775153,"NS",0.320197044334975,0.0907311071154687,0.162963638993803,"NS",-0.0689655172413793,0.72145949340289,0.808909128966876,"NS",0.259651173521179,0.0493102366648037,0.0894352331665558,"NS",0.154026767162475,0.275614282686596,0.361621576574612,"NS",-0.0174165457184325,0.902351387460009,0.932597802682132,"NS",0.110150121455517,0.196753809096402,0.267643049138488,"NS",0.0437927455678714,0.651156884438555,0.716776861965892,"NS",0.0373644703919933,0.699270649979891,0.820234757376633,"NS"
"Arginine","AIC_int",0.785799816952929,0.638698486426627,0.282908626282131,0.00254789586119716,0.00123141121492446,0.00543442920345734,0.2919566714752,0.311117267102453,0.408891373923393,0.00380129624452803,0.00316404270501423,-0.586206896551724,0.00103200692281068,0.0159101067266647,"NS",-0.830049261083744,1.15154067707343e-06,1.46623404178895e-05,"SIG",0.31871921182266,0.0922943658395321,0.23025833755788,"NS",-0.494909102094805,9.68557129765857e-05,0.00111989418129177,"SIG",-0.503063033326663,0.000144102797575365,0.000784088751513017,"SIG",0.101340391018526,0.473568556245742,0.753546887993504,"NS",-0.364746598937387,1.01230186522821e-05,7.80316021113408e-05,"SIG",-0.444284840814585,1.30215006183788e-06,7.37075699209366e-06,"SIG",0.177907515522194,0.0642813025588683,0.255764071141685,"NS"
"Argininosuccinate","AIC_int",0.846051127615014,0.740327203206048,0.0125443098861138,3.35112789150996e-16,0.00989374181592364,0.0153181113525113,0.635900422851166,0.129246830386112,0.0773565776310351,3.44421477738524e-15,0.0166394748722352,0.230541871921182,0.22793578904462,0.397812462011837,"NS",0.623152709359606,0.000406290908040619,0.00156591287473989,"SIG",-0.500492610837438,0.00627087413701375,0.0690675364854298,"NS",0.0114737457319512,0.931840677917008,0.95772514119248,"NS",0.113855151890887,0.421581074289387,0.513108544365372,"NS",-0.259540681294288,0.0633985411395016,0.533124095945809,"NS",-0.0143061100949225,0.867250450016523,0.886416205817993,"NS",0.148425481539526,0.123490370944675,0.169227545368629,"NS",-0.186637012325086,0.052111034154228,0.251317508698413,"NS"
"Asparagine","AIC_int",0.883411677862468,0.803344998804162,0.00125007962995105,9.52518028178121e-13,0.00024834412651091,0.0297104003290814,0.537637310294753,0.201922353072287,0.0177895947339188,5.18281868273389e-12,0.000850808581565156,0.345320197044335,0.0671523621712781,0.159271628226749,"NS",0.533497536945813,0.0032954278032036,0.00835142662455708,"SIG",-0.191133004926108,0.319154938763232,0.495570416252496,"NS",0.459288197114645,0.000333254889781956,0.00246608618438647,"SIG",0.577301544439619,7.44947720756602e-06,9.9386223409708e-05,"SIG",-0.263553316827457,0.0593107986059228,0.533124095945809,"NS",0.347127048069269,2.8322641238157e-05,0.000187131736752109,"SIG",0.512561859748305,1.21418041631986e-08,1.40389610636984e-07,"SIG",-0.29592252803262,0.00185663557973154,0.0686955164500668,"NS"
"Aspartic Acid","AIC_sex_geno",0.589522201358874,0.307627809520993,0.281381453962611,0.00509090133450035,0.179649956646397,0.0065096129706134,0.325583402894012,0.201744603675814,0.408891373923393,0.00687457479476325,0.202653914509655,-0.263054187192118,0.167519977504658,0.329693572748529,"NS",-0.307389162561576,0.10497543732455,0.184956722905159,"NS",0.317733990147783,0.0933479746856269,0.23025833755788,"NS",-0.448829554892491,0.000468052238718382,0.00309248800581788,"SIG",-0.478217252149124,0.00033622152854431,0.00152348553795311,"SIG",0.1619568001366,0.250546638531766,0.662983873581327,"NS",-0.26332581875016,0.001736206947564,0.0045239195112583,"SIG",-0.392809482597097,2.39060077488363e-05,9.61437268159719e-05,"SIG",0.169001946066166,0.0789944524325202,0.270039403988336,"NS"
"Azelaic Acid","AIC_int",0.67007709494141,0.443503533636113,0.180428835491712,1.24702481864931e-06,6.04815056321141e-07,0.00599876228884561,0.349660064671914,0.363871454917753,0.325622667637329,2.88374489312652e-06,5.32813263901958e-06,-0.396551724137931,0.0340539743786501,0.101612665484682,"NS",-0.701477832512315,3.63372509754744e-05,0.000203708831226144,"SIG",0.459113300492611,0.0130068012810498,0.0741235062247352,"NS",-0.341228582853979,0.00906001512711217,0.0282184945305736,"NS",-0.322653632542678,0.0196532175231693,0.0424813308420479,"NS",0.100657389225647,0.476567491325621,0.753546887993504,"NS",-0.230043948380964,0.00644331958549146,0.0130990563001749,"NS",-0.297698923341343,0.00166747923889306,0.00401000972993669,"SIG",0.13628023352794,0.157445031341598,0.355211351197507,"NS"
"betaAlanine","AIC_sex_geno",0.625526300812374,0.368357615828101,0.00465597303911145,0.00241465966957009,0.201894536870278,0.0422478329990784,0.314912953679926,0.17754958144213,0.0416807730128492,0.00363180519406883,0.222324341196437,0.132512315270936,0.491572662281497,0.673636611274644,"NS",0.272906403940887,0.151729665969786,0.239914429097525,"NS",-0.185221674876847,0.334575460721437,0.503223253930617,"NS",0.286412993324925,0.0296342290656112,0.058322684863171,"NS",0.226643045140127,0.106154947622774,0.166429367035704,"NS",0.247502774694784,0.0770406492479811,0.53459864609592,"NS",0.246063753063237,0.00350162063789249,0.00789988673973541,"SIG",0.200155691201965,0.0369097377804789,0.0564322437139553,"NS",0.119219720137151,0.216569932911782,0.426135447996302,"NS"
"Betaine","AIC_int",0.714089826026584,0.517741875225563,0.813055662901766,0.109618533884667,2.69068769281299e-05,0.000261163154066124,0.185445986418832,0.410592901203907,0.906116250824258,0.122165233546165,0.000138271450880668,-0.559113300492611,0.00191663965895511,0.0196987964948165,"NS",-0.900985221674877,4.34353501806692e-07,1.46623404178895e-05,"SIG",0.488177339901478,0.00785803423816526,0.0690675364854298,"NS",-0.516626165061983,4.27817185622063e-05,0.000719510721273469,"SIG",-0.475442379680843,0.000368134538113657,0.00162154498931016,"SIG",0.0601895329975241,0.670828769633902,0.821808924279894,"NS",-0.361448798140869,1.23300383904387e-05,9.12422840892461e-05,"SIG",-0.399032491516539,1.72407772510647e-05,7.08787509210438e-05,"SIG",0.118218886108794,0.220473173710303,0.426135447996302,"NS"
"Biopterin","AIC_int",0.818143096993911,0.693253416616235,0.717485731684966,2.15367625127171e-07,0.000108822427752168,0.000461637020781137,0.409547277801408,0.282107018079862,0.822022785415112,5.45794666418173e-07,0.00044412098658301,-0.454679802955665,0.0139990900177539,0.0631666256898653,"NS",-0.771428571428571,2.87586785229371e-06,2.21681480280973e-05,"SIG",0.458128078817734,0.0132220308400879,0.0741235062247352,"NS",-0.325725183795257,0.0129262764651123,0.0356919574036682,"NS",-0.423360157968476,0.00176495634599023,0.00572836708786302,"SIG",0.13847861350636,0.326548429206458,0.662983873581327,"NS",-0.312623025236865,0.000179070248510244,0.00070427273759836,"SIG",-0.421635497852385,4.97092675645512e-06,2.35800371780563e-05,"SIG",0.148772124918914,0.122500231684609,0.333272689141951,"NS"
"Cadaverine","AIC_int",0.715826167057213,0.520670643229034,0.240638207091581,0.357528483736247,0.00831582743408868,0.00782370645501432,0.172765634799129,0.313464395523013,0.380496310358482,0.371588592647223,0.014513472408551,-0.704926108374384,3.21438113418492e-05,0.00541135815485282,"SIG",-0.91231527093596,3.25691914587838e-07,1.46623404178895e-05,"SIG",0.386206896551724,0.0393497574009521,0.148565410595432,"NS",-0.551078162970254,1.05135376604815e-05,0.000389000893437815,"SIG",-0.57811266100727,7.18296341056995e-06,9.9386223409708e-05,"SIG",0.0460172457952702,0.74535134191443,0.865294982216323,"NS",-0.448100971780003,3.17581520352409e-08,1.17505162530391e-06,"SIG",-0.498619168878162,3.43246170617249e-08,3.34213376653638e-07,"SIG",0.101779260494857,0.291814261143755,0.508744955914602,"NS"
"cAMP","AIC_int",0.728589779549999,0.542199628156625,0.145268430328665,4.39332625350451e-05,0.00688052193032355,0.00948388181371993,0.3759447842891,0.250348909289964,0.279944370945865,8.37902429792097e-05,0.0124586438223816,0.244334975369458,0.200710724603969,0.375065495472064,"NS",0.547290640394089,0.00247351857829056,0.0064450836194895,"SIG",-0.229064039408867,0.230995249348276,0.406991629804106,"NS",0.331692762004368,0.0112955858099443,0.0331695773784078,"NS",0.478089181112127,0.000337637335438256,0.00152348553795311,"SIG",-0.181678476906002,0.196823212097556,0.568942097469498,"NS",0.292851860434433,0.000467850512037447,0.00152463690577018,"SIG",0.333016699948931,0.000402763129284986,0.00114401642938972,"SIG",-0.0675192289871189,0.484848211996787,0.664421623847449,"NS"
"Carnitine","AIC_int",0.863115510099386,0.76911049896282,0.0289340062453002,2.43756787024414e-13,0.00011043008315037,0.0127864563604413,0.550938703252093,0.208201524633949,0.116909203064615,1.45467759998441e-12,0.00044412098658301,-0.0182266009852217,0.925740899026757,0.969360616199537,"NS",-0.0295566502463054,0.879225235134494,0.893717958790557,"NS",0.11871921182266,0.538101638220563,0.683284388465751,"NS",0.282967793534098,0.0317197330742249,0.0613046807011104,"NS",0.2927277002309,0.0352087915200354,0.067150787950583,"NS",-0.103047895500726,0.466115802887791,0.749838465515142,"NS",0.180139017086229,0.0338360208629276,0.0579598505522372,"NS",0.260022612452298,0.00632280289857552,0.0128540498487524,"NS",-0.0252710592160133,0.79392240982515,0.883016832890366,"NS"
"Carnosine","AIC_int",0.754463744345072,0.585842460341086,0.551288327955604,2.42733612704336e-09,0.0466644455009071,0.00129084619332086,0.524708473635425,0.164359791771072,0.666590461907103,8.16467606369131e-09,0.0587273633854953,0.00443349753694581,0.982684072977165,0.988024747286823,"NS",0.217241379310345,0.256476970460067,0.359456360114488,"NS",-0.282266009852217,0.137760827417107,0.292939690484653,"NS",0.368667138330924,0.00463422983938288,0.0161760852884119,"NS",0.436807616853226,0.00120539321527899,0.00428841816974255,"SIG",-0.108597285067873,0.442339801952385,0.737233003253975,"NS",0.230951067028244,0.00623108674906184,0.0128083449841827,"NS",0.294839953495255,0.00185685197317422,0.00429397018796538,"SIG",-0.0983134093225836,0.308622138296145,0.510152455311377,"NS"
"cGMP","AIC_int",0.732052523897222,0.548040401754351,0.108811482601682,0.000159376230525623,0.000643833551498801,0.0112025871935611,0.334228200406513,0.300707551105991,0.236824991544838,0.000268041842247638,0.00186108135980122,0.110837438423645,0.565607060133945,0.730537087121675,"NS",0.343349753694581,0.0688065225083145,0.126031749148893,"NS",-0.116748768472906,0.544917218245615,0.683284388465751,"NS",0.340797932880126,0.00915194417207794,0.0282184945305736,"NS",0.513821000434464,9.78113796423962e-05,0.000592571647292937,"SIG",-0.254332792623581,0.0690396860939364,0.53459864609592,"NS",0.292393832546028,0.000477994273160382,0.00152463690577018,"SIG",0.390640928483695,2.67489822223886e-05,0.000104410158236721,"SIG",-0.164627930682977,0.087154290130124,0.281854667067812,"NS"
"Cholecalciferol","AIC_sex",0.577697882006426,0.28768317446867,0.220320826598102,0.0138646589863095,0.000589580128813962,0.00728567515727764,0.253010208891754,0.339295467780722,0.367201377663504,0.017568232277173,0.00181787206384305,-0.418226600985222,0.0248322937949718,0.0866787613598073,"NS",-0.652216748768473,0.000179317959651041,0.000789852917510537,"SIG",0.485714285714286,0.0082134367712403,0.0690675364854298,"NS",-0.484081331323633,0.000142902573400724,0.00155511623994905,"SIG",-0.465111316029701,0.000512541006884617,0.00215500196076486,"SIG",0.0440536156407411,0.755881790758449,0.865294982216323,"NS",-0.341624010561258,3.85765733379898e-05,0.000224913046569858,"SIG",-0.357792894060815,0.000133640879608007,0.000419043436059006,"SIG",0.0826892781021221,0.392081170606478,0.589715581806491,"NS"
"Cholesteryl Sulfate","AIC_null",0.464693451232045,0.0970732912347744,0.270644431611011,0.0556274754561068,0.588149890299862,0.00796461609975071,0.287911972217473,0.166435890494921,0.402241872856737,0.0655482991043297,0.604487387252636,-0.257635467980296,0.176692025250063,0.34050025699231,"NS",-0.302463054187192,0.110884475322192,0.191716148921547,"NS",0.153694581280788,0.424368370374186,0.579308752192278,"NS",-0.239656710449414,0.070157028611395,0.123610002791506,"NS",-0.214476296625353,0.126800012166078,0.19386778719607,"NS",0.195765388884146,0.163867241950494,0.53459864609592,"NS",-0.100397478856058,0.239613327535852,0.312172292916427,"NS",-0.204585472681479,0.0328480580707934,0.0519392371204852,"NS",0.128273561301084,0.183480041107542,0.404092947677326,"NS"
"Choline","AIC_int",0.880772107762851,0.798892711889145,0.0334195053199157,1.02532853712149e-08,0.000978349268863925,0.0151461382563577,0.440470043268594,0.220710445104322,0.122502885130162,3.16142965612459e-08,0.00258563735342609,-0.42807881773399,0.021382823764543,0.0807310693151112,"NS",-0.848275862068965,9.82030880933304e-07,1.46623404178895e-05,"SIG",0.584729064039409,0.00106885544649244,0.0313539544417025,"NS",-0.618751730290074,4.48190386029247e-07,2.76384071384702e-05,"SIG",-0.750752418880066,1.46193750829152e-10,2.70458439033932e-08,"SIG",0.23204985913088,0.097866968233028,0.53459864609592,"NS",-0.522607586388059,4.13909695152695e-11,3.82866468016243e-09,"SIG",-0.687218505467253,1.56262690318933e-16,2.89085977090026e-14,"SIG",0.2540079696043,0.00783937629905264,0.123924425733965,"NS"
"Citraconic Acid","AIC_int",0.585826354308458,0.301393850640773,0.96871685613957,0.608677766813861,0.029822289330589,9.86323477923017e-06,0.161095618687621,0.308252578632024,0.984684716405606,0.615329982844614,0.0405670847511689,-0.591625615763547,0.000906193103727235,0.0152405203808671,"NS",-0.873891625615763,7.1971526443133e-07,1.46623404178895e-05,"SIG",0.405418719211823,0.0299913534739248,0.126100008924457,"NS",-0.335322526069704,0.0103937288626102,0.0310135457997241,"NS",-0.282866230382083,0.0421640769360306,0.0774688035953149,"NS",0.126952958251515,0.368713186962901,0.682119395881367,"NS",-0.163582984632164,0.054331858582681,0.0881701213841753,"NS",-0.149032491344773,0.121945832373327,0.168358052157206,"NS",0.174738207765731,0.0692373583581951,0.256619557031334,"NS"
"Citrulline","AIC_int",0.758418629197447,0.592513350453525,0.00488718042476291,8.74609620861498e-08,0.0286726423406667,0.0295255218405513,0.432427828308079,0.171574247601806,0.0416807730128492,2.41496686357279e-07,0.0398829987445364,-0.0197044334975369,0.919656484303602,0.969360616199537,"NS",-0.167980295566502,0.382122522068854,0.480902493760123,"NS",-0.0438423645320197,0.821158638848571,0.868081989639918,"NS",-0.167615121966225,0.207943870656573,0.289245233620046,"NS",-0.357147431840705,0.00934520870343346,0.024011994585211,"NS",0.407922820797405,0.0028868289111393,0.378787853765096,"NS",-0.152550098227553,0.0730039102523586,0.112547694972386,"NS",-0.330709135956465,0.000444303703280653,0.00121304630797961,"SIG",0.232582707812066,0.0151172858857934,0.151175930556699,"NS"
"Creatine","AIC_null",0.537440685359055,0.219779469280334,0.525610013550599,0.00331429809264285,0.0195854818897425,0.0020544462830225,0.309762953005481,0.257415570356154,0.648252350045739,0.00475306315611571,0.029944745038036,-0.340886699507389,0.0709190312379837,0.166076212392747,"NS",-0.510837438423645,0.00515772962709329,0.0120782276077501,"NS",0.289655172413793,0.127421340257809,0.28063033271065,"NS",-0.154757144175459,0.245357167566013,0.331321722625638,"NS",-0.183440415326262,0.193008833494997,0.273314627991141,"NS",0.0700076837701699,0.620948671150483,0.807747927980436,"NS",-0.113398768039621,0.183791724736285,0.251862733897873,"NS",-0.219779252463201,0.0216609674702823,0.0371044350185391,"NS",0.0977110555092206,0.311606634865868,0.510152455311377,"NS"
"Cystathionine","AIC_int",0.809525166116235,0.678717147665938,0.006800806795729,3.114627768519e-06,4.56003889976654e-07,0.0252507663371628,0.330820942926104,0.368258827597816,0.0524228857170777,7.02690411190262e-06,4.44003787608847e-06,0.460591133004926,0.012689492123431,0.0631666256898653,"NS",0.661576354679803,0.000135297902304458,0.000658687155955915,"SIG",-0.200985221674877,0.294462282155913,0.475638118667821,"NS",-0.218554861730598,0.0992946610581033,0.16208233759216,"NS",-0.245939081381102,0.0788352016043661,0.131392002673943,"NS",-0.147613762486127,0.295399357091994,0.662983873581327,"NS",-0.271947914464092,0.00120149492906296,0.00331756062502459,"SIG",-0.278404352127227,0.00337543867580055,0.0075269379881004,"SIG",-0.0927810212213882,0.336738616955729,0.546461790673771,"NS"
"Cysteinyl-Glycine (Cys-Gly)","AIC_int",0.836527726363715,0.724263634830362,0.319044478892783,2.88630283408595e-14,0.000178050366853741,0.00247606871866508,0.568184033865581,0.191628114155964,0.452218611259576,1.90702151537822e-13,0.000645868977802787,0.309852216748768,0.102112095698541,0.224889734574168,"NS",0.466009852216749,0.0115812299250984,0.0258135847728096,"NS",-0.188177339901478,0.32680859882597,0.495570416252496,"NS",0.375557537912578,0.00388255127577483,0.0138129228080451,"NS",0.431257871916663,0.00141348484478348,0.00475444902336261,"SIG",-0.153590028173824,0.276110466192043,0.662983873581327,"NS",0.307077536363587,0.000236043796206528,0.000839771198042456,"SIG",0.343567549769907,0.000254599005830989,0.00074763200124973,"SIG",-0.062904272078584,0.515237350348617,0.68574755262226,"NS"
"Cystine","AIC_int",0.737655250065119,0.55749078324237,0.406010958392665,0.00265788087310916,0.00207630478959033,0.00330218943272962,0.29596406376298,0.302604972015627,0.525258932186314,0.00390244413908885,0.00486223273511659,0.58128078817734,0.00115932360626543,0.0164134911885631,"NS",0.0857142857142857,0.657323785713767,0.711139768169865,"NS",0.205911330049261,0.28258928604738,0.466776945703261,"NS",0.0790857916269341,0.554141874231545,0.648837004638202,"NS",-0.024120045301219,0.865223564907904,0.909467951749786,"NS",0.143345001280628,0.309704387506722,0.662983873581327,"NS",0.0667246090699304,0.435133111595617,0.494265128937423,"NS",-0.022528867733678,0.816129411176745,0.853016616201683,"NS",0.0536187563710499,0.579215360787102,0.73899890859044,"NS"
"Cytidine","AIC_int",0.76507363956394,0.603738669143995,0.322312465362692,4.35030904142166e-05,1.06598567007607e-06,0.00357799161380126,0.309485923370987,0.387245413223684,0.452218611259576,8.37902429792097e-05,8.6367517679646e-06,0.288177339901478,0.129441559355701,0.272121460009144,"NS",0.420689655172414,0.0239295843101703,0.0486480560151813,"NS",-0.0556650246305419,0.77379085701008,0.857193464352484,"NS",-0.189885877756929,0.153068783222972,0.232112499149588,"NS",-0.21212832761373,0.131111207052251,0.198816174628414,"NS",0.146418509348587,0.2993604422476,0.662983873581327,"NS",-0.186687698749233,0.0277697766761118,0.0488420455034955,"NS",-0.238388041607267,0.0125514193250722,0.0236940058687587,"NS",0.109637661013808,0.255996681689614,0.462051556786149,"NS"
"D-Leucic Acid","AIC_sex",0.558535900523703,0.255361759919499,0.435260282040106,0.0591808498817222,0.00692359815657678,0.00332755872258506,0.238510496017939,0.308711302991064,0.547776545424623,0.0688582215604943,0.0124586438223816,-0.244827586206897,0.199782419355505,0.375065495472064,"NS",-0.601477832512315,0.000711370049727056,0.00242235882952672,"SIG",0.601477832512315,0.000711370049727057,0.0313539544417025,"NS",-0.307945492017595,0.019047074685015,0.0435751428759213,"NS",-0.337040279032078,0.014553346776751,0.0336546144212367,"NS",0.145906258003927,0.301068602092208,0.662983873581327,"NS",-0.125696258272708,0.140371475340032,0.201307929751209,"NS",-0.187681871387267,0.0506694010810416,0.0749907135999416,"NS",0.178546937262534,0.0633173887480221,0.255764071141685,"NS"
"DCDP","AIC_int",0.66381284752292,0.43293733317119,0.926005329594628,0.0451153888463779,0.00434894365903653,4.60353506844883e-05,0.242898689410675,0.316739018150137,0.966461585187186,0.0541970580297397,0.00884125908705229,0.517733990147783,0.0045136970488017,0.0343424151960257,"NS",0.660591133004926,0.000139432340466162,0.000661409820159998,"SIG",-0.399014778325123,0.0328828993463087,0.135056141243196,"NS",0.173890307299517,0.191236493438257,0.270066803710515,"NS",-0.0352195351743463,0.804231326624063,0.86101444923016,"NS",0.200973277554854,0.152774804082024,0.53459864609592,"NS",0.0758092012370325,0.375087762037006,0.450592441408092,"NS",-0.0156015420936433,0.872080173545956,0.896304622811121,"NS",0.0912519692336206,0.344788267329866,0.554659386574132,"NS"
"Deoxycarnitine","AIC_int",0.891287474501996,0.816629475063608,2.13314652595949e-05,2.09807735407575e-15,8.41588870705945e-05,0.0458436724522888,0.571992477238966,0.185033583025459,0.000807699267659289,1.68758395871311e-14,0.000353849866092272,0.258620689655172,0.174998295127917,0.34050025699231,"NS",0.314778325123153,0.0965642111147447,0.171772875540652,"NS",-0.104433497536946,0.588420738489324,0.716169977766611,"NS",0.32437171244886,0.0133232636681034,0.0361653054796955,"NS",0.348267839942203,0.0114029260443353,0.0281272175760271,"NS",-0.00478101255015794,0.973308099801291,0.973308099801291,"NS",0.270039837309467,0.00130482653876603,0.0035498957304664,"SIG",0.274020907274067,0.00393553984737736,0.00856558672664485,"SIG",-0.00519877675840979,0.957178793757134,0.989262999134468,"NS"
