"COMPOUND","TAG_R_spearman","TAG_p","TAG_adj","sig_TAG","mass_R_spearman","mass_p","mass_adj","sig_mass","rTAG_R_spearman","rTAG_p","rTAG_adj","sig_rTAG"
"Deoxycarnitine",0.32437171244886,0.0133232636681034,0.0361653054796955,"NS",0.348267839942203,0.0114029260443353,0.0281272175760271,"NS",-0.00478101255015794,0.973308099801291,0.973308099801291,"NS"
"Deoxyguanosine",0.521055707650189,3.5987778668291e-05,0.000665773905363384,"SIG",0.525902368257906,6.23103984815385e-05,0.000426941619225356,"SIG",0.0629215401690429,0.656794076860761,0.821808924279894,"NS"
"DHAP/D-GA3P",0.194623027469316,0.142936609238023,0.218539443876316,"NS",0.190228180287136,0.176765788992921,0.257493472155043,"NS",0.0367967215913942,0.7951707016636,0.887070588526337,"NS"
"Dimethylarginine (A/SDMA)",0.12399643175736,0.352771218060684,0.443963777831473,"NS",0.0938333797735918,0.508191827567717,0.610490182467712,"NS",0.0176726713907624,0.900919053842543,0.932597802682132,"NS"
"Dimethylglycine",-0.175920514319112,0.186044241270341,0.266807632829559,"NS",-0.181860872536625,0.196936432905936,0.276009394603016,"NS",-0.249807905745753,0.074261714167665,0.53459864609592,"NS"
"Ergocalciferol",-0.406318250330678,0.00168536211181379,0.00805695097148849,"SIG",-0.427373050461068,0.00157767855108386,0.0052119737848306,"SIG",0.0821309655937847,0.561649575365834,0.781054239146013,"NS"
"Erythrose-4-Phosphate",0.504014272970562,6.91834433583105e-05,0.000933340503755205,"SIG",0.632329400002931,4.94584005638705e-07,1.82996082086321e-05,"SIG",-0.155553658328353,0.269960240651029,0.662983873581327,"NS"
"Ethanolamine",-0.305915284998001,0.0198828342948496,0.0437895755303234,"NS",-0.53683109674837,4.08228759396967e-05,0.000343283274947449,"SIG",0.328609237599249,0.017785579129696,0.490862039774034,"NS"
"FAD",-0.261681380540773,0.0475136843200091,0.08703001583368,"NS",-0.263228671375781,0.0593722462034659,0.104608243310869,"NS",-0.130624092888244,0.354937739087483,0.682119395881367,"NS"
"Fructose",0.376111230736104,0.00382713595691784,0.0138129228080451,"NS",0.492689279329856,0.000206883941840749,0.00100719813790891,"SIG",0.00887902330743618,0.950245697692197,0.965909088313496,"NS"
