"COMPOUND","TAG_R_spearman","TAG_p","TAG_adj","sig_TAG","mass_R_spearman","mass_p","mass_adj","sig_mass","rTAG_R_spearman","rTAG_p","rTAG_adj","sig_rTAG"
"N-AcetylGlycine",-0.0321535577660517,0.707096205303223,0.747501702749121,"NS",0.014660908578642,0.879732882759433,0.89917449342815,"NS",-0.00316930775646372,0.97390220696898,0.994099787323673,"NS"
"n-Glycylproline",0.0422860283705298,0.621119661978365,0.67197156412864,"NS",0.225066261530277,0.0186254570613822,0.032816281489102,"NS",-0.272764340654249,0.00422353478565097,0.0868171039272699,"NS"
"N2,N2-Dimethylguanosine",0.199943696124397,0.0182800794774441,0.0331550461110505,"NS",0.187130465533646,0.0513642868685887,0.0754158180213406,"NS",0.0183208229079789,0.849815568616037,0.908762313259924,"NS"
"N6-Acetyl-Lysine",0.389544899100365,2.13933733199079e-06,1.97888703209148e-05,"SIG",0.441036643307118,1.58742421723753e-06,8.39067086254124e-06,"SIG",0.0249189139097396,0.796731826549469,0.883016832890366,"NS"
"N6-Trimethyllysine",0.324319493509068,9.8215233638127e-05,0.000422553912164035,"SIG",0.413985320841216,7.64960045835543e-06,3.45164898730672e-05,"SIG",-0.0412936706514688,0.669409564207513,0.802643858601093,"NS"
"NAD",0.0811960560611552,0.342004072098524,0.416254956172545,"NS",0.176106982123852,0.0669875095762329,0.0960673586945975,"NS",-0.183254563988509,0.0565788269517772,0.255764071141685,"NS"
"NADH",-0.214553668623335,0.0112025429583029,0.0215882338258962,"NS",-0.209140363052151,0.0290717359641104,0.0471778171347406,"NS",-0.0996756556389584,0.301941779698536,0.510152455311377,"NS"
"Neopterin",-0.336147784441837,5.21654218255334e-05,0.000268072306603436,"SIG",-0.319384464475365,0.000711410430078294,0.00182792957728451,"SIG",-0.0805764062644796,0.404323317929487,0.599361293888274,"NS"
"Niacinamide",-0.0971778779429263,0.255095385373349,0.327726710375484,"NS",-0.136651344782784,0.156515103741035,0.208311469007853,"NS",0.14924474098786,0.121306726577506,0.333272689141951,"NS"
"Nicotinic Acid",-0.161087291210951,0.0581676245668883,0.0935740047380377,"NS",-0.287356588338964,0.00244819001691768,0.00559154510036754,"SIG",0.145593550180706,0.130764326719089,0.340723949901851,"NS"
"o-Phosphoethanolamine",-0.210523023205368,0.0128622555064776,0.0237951726869835,"NS",-0.225571330757544,0.0183556790980413,0.032651929164785,"NS",-0.0238810119544064,0.805027256442233,0.884004285666308,"NS"
"Ornithine",0.232608904556033,0.00585924115220185,0.0121793214961499,"NS",0.227869627424739,0.017170228835877,0.0308397314042451,"NS",0.0633398202205542,0.512328072539599,0.68574755262226,"NS"
"Orotate",-0.116926699921533,0.170436109861758,0.238081057167575,"NS",-0.0510397939297539,0.598143983135432,0.662614592096137,"NS",-0.08912056343249,0.356209787259164,0.559169088959191,"NS"
"Oxalacetate",-0.425704525178176,1.74720134813076e-07,3.05485985770754e-06,"SIG",-0.499652475645873,3.18306757875475e-08,3.27148612260905e-07,"SIG",0.11165786303401,0.247299332251364,0.458339135794466,"NS"
"Oxidized Glutathione",0.0860042317482196,0.31408609081943,0.387372845343964,"NS",0.107714121624245,0.264914448461746,0.33567926688646,"NS",-0.0366231118524697,0.704958521204782,0.820234757376633,"NS"
"Palmitic Acid",-0.325349497687384,9.30452305384225e-05,0.000409842086895433,"SIG",-0.410871499550177,9.0893501309607e-06,4.00364231958983e-05,"SIG",0.141034195162636,0.143356692437222,0.354671540591952,"NS"
"Pantothenate",-0.292883140387788,0.000467165064745532,0.00152463690577018,"SIG",-0.458686264285641,5.27643786085547e-07,3.75438847791639e-06,"SIG",0.217811138912056,0.0230713807229842,0.185574149293568,"NS"
"PEP",0.34498883982925,3.19574270310206e-05,0.000203866344853063,"SIG",0.449669156797007,9.33426808894378e-07,5.95461929811931e-06,"SIG",-0.232499304976369,0.0151544418739687,0.151175930556699,"NS"
"Phenylacetic Acid",-0.356531142617064,1.6479618132974e-05,0.000117258821330777,"SIG",-0.358738161238451,0.000127899028401308,0.000415110881653368,"SIG",0.0448336576776944,0.642940677830682,0.777411930710301,"NS"
"Phenylalanine",-0.173357970055448,0.0412624192639532,0.0693958869439212,"NS",-0.0723870776913858,0.454452626385921,0.53550150242927,"NS",-0.101269576498934,0.294247082610067,0.508744955914602,"NS"
"Phosphorylcholine",-0.0125790098132771,0.883154968970394,0.897712468458917,"NS",-0.102756102604287,0.287666577807069,0.359665178108759,"NS",0.0982022055416551,0.309171710004471,0.510152455311377,"NS"
"Phosphoserine",0.0424424281373023,0.619828191735588,0.67197156412864,"NS",-0.0345161529716511,0.721607753368024,0.780686750719792,"NS",0.052831062922806,0.584807896888225,0.741023704961107,"NS"
"Phosphotyrosine",0.145047377987236,0.088444126099997,0.130897306627996,"NS",0.243670417011708,0.0106715899487675,0.0207815172686526,"NS",-0.0408859234547308,0.672485395044159,0.802643858601093,"NS"
"Pipecolate",0.136090139915934,0.110169579543199,0.15922947043353,"NS",0.0575547235952313,0.552208179772384,0.628559664188989,"NS",0.031452136039292,0.745070566538974,0.856136986395715,"NS"
"Proline",0.0628436605715889,0.462368683511688,0.518413372422196,"NS",0.0764739681358745,0.429314486221414,0.5091229484036,"NS",0.138291168566398,0.151363969160748,0.355211351197507,"NS"
"Pseudouridine",-0.0291328079849592,0.733524146710878,0.766677780460523,"NS",-0.147355105470731,0.126250574352444,0.171737913641193,"NS",0.15959595959596,0.0973591726349907,0.293447237658966,"NS"
"Putrescine",0.306389377389788,0.000244183386083765,0.000852338234443331,"SIG",0.196703612538537,0.0403601327082273,0.0612018405821479,"NS",0.182114725233991,0.0581536634449482,0.255764071141685,"NS"
"Pyridoxamine",-0.3906106517968,1.99532346083718e-06,1.94281494870989e-05,"SIG",-0.417279854975039,6.36182317578301e-06,2.94234321879964e-05,"SIG",-0.00922991381706978,0.924023368723954,0.979996791040324,"NS"
"Pyroglutamic Acid",0.103487491391007,0.225382332828946,0.297826654095393,"NS",-0.0984328953653891,0.308536761313774,0.380528672286987,"NS",0.250227041052729,0.00883617766523031,0.123924425733965,"NS"
"Pyruvate",0.292621729349039,0.000472922042811592,0.00152463690577018,"SIG",0.4531166017978,7.51970985782261e-07,4.96837972748994e-06,"SIG",-0.290556945602817,0.00225929409423066,0.0696615679054453,"NS"
"Reduced Glutathione",-0.0669100545076749,0.433855046342874,0.494265128937423,"NS",0.0237938576331626,0.806002735933279,0.847218784929867,"NS",-0.212908905569456,0.0264063585778899,0.203549014037902,"NS"
"Retinol",-0.254469123386069,0.00250298280773165,0.00601365999260203,"SIG",-0.332706244552355,0.000408135591025522,0.00114401642938972,"SIG",0.206570290056529,0.0313221522964298,0.21944752314783,"NS"
"Riboflavin",-0.33056654705044,7.05416234302234e-05,0.000343426324594509,"SIG",-0.334022204740829,0.000385806642882305,0.00111522232708166,"SIG",-0.0451487350569919,0.640605777584268,0.777411930710301,"NS"
"Ribose-5-P",0.212437803207141,0.0120487222518718,0.0225152890565281,"NS",0.32402739443611,0.000587835079112995,0.00157185137768276,"SIG",-0.260874803076638,0.00628099207195728,0.11619835333121,"NS"
"Ribulose 5-Phosphate",0.245755422094457,0.00354427351025967,0.00789988673973541,"SIG",0.305233258786625,0.00124932880433152,0.00312332201082879,"SIG",-0.0977666573996849,0.311330356788409,0.510152455311377,"NS"
"S-Adenosylmethionine (SAM)",0.319821883073166,0.00012409267100627,0.000510158758581332,"SIG",0.50348451464541,2.40106554641728e-08,2.61292427110116e-07,"SIG",-0.157149476415531,0.102650899174538,0.296725255426398,"NS"
"S-Methylcysteine",-0.255630950224951,0.00238740403848206,0.00588892996158908,"SIG",-0.358047745505766,0.000132069702828367,0.000419043436059006,"SIG",0.159132610508757,0.0983444796478697,0.293447237658966,"NS"
"SAH",0.213365030395864,0.0116712426487867,0.0222595864951086,"NS",0.32187737497325,0.000642379121227874,0.00167380475249516,"SIG",-0.177203224909647,0.0653568386514301,0.255764071141685,"NS"
"Sarcosine",-0.428546532368671,1.41680452684159e-07,2.91232041628549e-06,"SIG",-0.536290846104571,1.85324830483919e-09,3.2589262973606e-08,"SIG",0.205041238068761,0.0326179473428843,0.21944752314783,"NS"
"Sedoheptulose 7-Phosphate",0.27617964529648,0.000998474535352742,0.00288621545375402,"SIG",0.278274609573433,0.0033909305963893,0.0075269379881004,"SIG",-0.0318135483273098,0.742243225236246,0.856136986395715,"NS"
"Serine",-0.0511181466284134,0.550091724049522,0.605755767554534,"NS",-0.0939243416210722,0.331327570714527,0.40326053014597,"NS",0.00738578445000463,0.939178279846064,0.981627015658315,"NS"
"Sorbitol",0.0673077567717537,0.431121383606087,0.494265128937423,"NS",0.235255685665686,0.013797585202272,0.0255255326242031,"NS",-0.121721805208044,0.207027731577293,0.42549361181948,"NS"
"Spermidine",0.225072670079979,0.00772462742970264,0.0155332182010325,"NS",0.465826738406907,3.31941426733784e-07,2.45636655783e-06,"SIG",-0.273199888796219,0.0041612488543707,0.0868171039272699,"NS"
"Suberic Acid",-0.223609215119465,0.00814256776542755,0.0161975810387537,"NS",-0.254105425266797,0.00766987751606482,0.0154231232659999,"NS",0.104772495598184,0.277797366335813,0.494158776655052,"NS"
"Succinate",-0.150134838972108,0.0777163909764681,0.117848625661038,"NS",-0.143189442761439,0.137445230578654,0.185601223774095,"NS",0.00821981280696877,0.9323212714762,0.979996791040324,"NS"
"Succinylcarnitine",0.338916060313711,4.48165216816171e-05,0.000236887328888547,"SIG",0.532820232790601,2.46202905173252e-09,3.79562812142097e-08,"SIG",-0.277972384394403,0.00353080440486375,0.0868171039272699,"NS"
"Sucrose",0.0973610890982884,0.254196341337803,0.327726710375484,"NS",-0.0574527830172508,0.55291359616253,0.628559664188989,"NS",0.304596422945047,0.00134156435564098,0.0686955164500668,"NS"
"Taurine",-0.394411166129373,1.55317122246404e-06,1.59631486753249e-05,"SIG",-0.564023316977887,1.69851758574462e-10,5.29429638804588e-09,"SIG",0.2516726902048,0.00844254273957996,0.123924425733965,"NS"
"Thiamine",-0.00789371965724833,0.926517995551962,0.931553419440831,"NS",0.0664420885300717,0.492437228946281,0.576587894652291,"NS",-0.119988879621907,0.213603838691028,0.426135447996302,"NS"
"Threonine",-0.322646016004602,0.000107190493705456,0.000450687303079756,"SIG",-0.297416269920579,0.00168538878809716,0.00401000972993669,"SIG",-0.11097210638495,0.250228393055357,0.458339135794466,"NS"
"Trigonelline",0.0898650717051188,0.292773675792786,0.368456666814051,"NS",-0.0097816618234871,0.919591274416305,0.929641452278778,"NS",0.161078676675007,0.0942585679293062,0.290630584448694,"NS"
"Tryptophan",-0.150928009217883,0.0761425196710022,0.116416249083764,"NS",-0.205947769496309,0.0316775009522007,0.0509594580535402,"NS",0.118793438976925,0.218226366292928,0.426135447996302,"NS"
"Tyrosine",-0.278364773466531,0.000906420725551401,0.00269066534686613,"SIG",-0.377425722647321,5.2167848967237e-05,0.000185597154979593,"SIG",0.189250301176907,0.0488626202564023,0.251099576317623,"NS"
"UDP-GlcNAc",0.160164532586993,0.0596410536102878,0.0951171975681313,"NS",0.201745037485933,0.0354064562961403,0.0545849534565496,"NS",-0.154601056435919,0.108401136793837,0.308526312413229,"NS"
"UDP-Glucose",0.0416783035624994,0.626148886146749,0.673209910923955,"NS",0.13933886911136,0.148449901779157,0.199008926298145,"NS",-0.109350384579742,0.257250326210667,0.462051556786149,"NS"
"UMP",-0.186435224840015,0.027985172018219,0.0488420455034955,"NS",-0.0790317499106565,0.413995945801748,0.49412419337628,"NS",-0.138596978963951,0.150454920715659,0.355211351197507,"NS"
"Uracil",-0.237765628294762,0.0048258075898509,0.0102617747600278,"NS",-0.218097232926523,0.022711703115961,0.0385473860225026,"NS",-0.0013715132981188,0.988726274959761,0.994099787323673,"NS"
"Urate",-0.429721764901848,1.29843816307e-07,2.91232041628549e-06,"SIG",-0.490519526591352,6.14721914723253e-08,5.65225698064921e-07,"SIG",0.0804652024835511,0.404973847221807,0.599361293888274,"NS"
"Uridine",0.207421839258507,0.0142819704562586,0.0261600448951271,"NS",0.369520694191201,7.6747439609325e-05,0.000258150478685911,"SIG",-0.189611713464924,0.0484268993865611,0.251099576317623,"NS"
"Valine",-0.291185085777114,0.000505746053494516,0.0015858138965506,"SIG",-0.154310233086579,0.109137012748358,0.151807122995836,"NS",-0.220489296636086,0.0214072259161042,0.180015308839967,"NS"
"Xanthine",-0.453271101213027,2.10478749161415e-08,9.73464214871544e-07,"SIG",-0.585843234328338,2.204797216127e-11,1.01971871245874e-09,"SIG",0.0453248077101288,0.639302509775536,0.777411930710301,"NS"
"Xanthosine",-0.00941526595970689,0.912405895608521,0.922377544740855,"NS",-0.0288584508937364,0.765795072547602,0.814207404720152,"NS",-0.0766286720415161,0.427793999497013,0.617445526011832,"NS"
"Xanthurenic Acid",0.267669263701672,0.00144448085623541,0.00387288345512393,"SIG",0.24822530738238,0.00925368611746146,0.0184078702336599,"NS",0.0545176536002224,0.572863810951523,0.735970868236332,"NS"
