"KEGG.id","Entry.type","KEGG.name","p.score"
"R06703","reaction","S-adenosyl-L-methionine:tetracenomycin-E O-me...",0.00109088427947598
"R06704","reaction","tetracenomycin-A2,NADPH:oxygen oxidoreductase...",0.004690556768559
"R06713","reaction","S-adenosyl-L-methionine:tetracenomycin-B3 O-m...",0.00109088427947598
"R06715","reaction","S-adenosyl-L-methionine:4-demethylpremithramy...",0.00109088427947598
"R06716","reaction","dTDP-D-olivose:premithramycinone D-olivosyltr...",0.00129086608442502
"R06717","reaction","dTDP-D-oliose:premithramycin-A1 D-oliosyltran...",0.00149084788937405
"R06718","reaction","Premithramycin A2' + dTDP-D-mycarose <=> Prem...",0.00139085698689953
"R06719","reaction","S-adenosyl-L-methionine:premithramycin-A3' C-...",0.00109088427947598
"R06770","reaction","dTDP-4-O-demethyl-beta-L-noviose:novobiocic-a...",0.00149084788937405
"R06771","reaction","S-adenosyl-L-methionine:demethyldecarbamoylno...",0.0011908751819505
"R06793","reaction","2-hydroxy-2,3-dihydrogenistein hydro-lyase (g...",0.000290957059679745
"R06897","reaction","2,4-dihydroxyhept-2-enedioate hydro-lyase",0.00399062045123728
"R07190","reaction","N,N-Dihydroxy-L-tyrosine <=> (E)-4-Hydroxyphe...",0.00309070232896652
"R07236","reaction","S-adenosyl-L-methionine:gamma-tocopherol 5-O-...",0.00129086608442502
"R07251","reaction","acyl-CoA:malonyl-CoA C-acyltransferase (dihyd...",0.00279072962154298
"R07440","reaction","Ferulate + NADPH + H+ + Oxygen <=> 5-Hydroxyf...",0.00869019286754008
"R07481","reaction","Cycloartenol + S-Adenosyl-L-methionine <=> 24...",0.0035906568413391
"R07500","reaction","phytyl-diphosphate:homogentisate phytyltransf...",0.0144896652110626
"R07501","reaction","S-adenosyl-L-methionine:2-methyl-6-phytyl-1,4...",0.00139085698689953
"R07502","reaction","gamma-tocopherol lyase (decyclizing)",0.00229077510917029
"R07503","reaction","delta-tocopherol lyase (decyclizing)",0.00219078420669577
"R07504","reaction","S-adenosyl-L-methionine:delta-tocopherol 5-O-...",0.00129086608442502
"R07508","reaction","beta-Tocopherol <=> alpha-Tocopherol",0.00189081149927222
"R07519","reaction","lycopene hydro-lyase (1-hydroxy-1,2-dihydroly...",0.00959011098981072
"R07521","reaction","S-adenosyl-L-methionine:demethylspheroidene O...",0.00159083879184856
"R07522","reaction","lycopene hydro-lyase (1-hydroxy-1,2-dihydroly...",0.000790911572052436
"R07523","reaction","1-hydroxy-1,2-dihydrolycopene:acceptor oxidor...",0.00109088427947598
"R07524","reaction","S-adenosyl-L-methionine:demethylspheroidene O...",0.00109088427947598
"R07527","reaction","S-adenosyl-L-methionine:demethylspheroidene O...",0.00149084788937405
